196.74,196.97,196.97,196.97,196.97,196.97,98.93,196.97,196.97,196.97,196.97,196.97,196.97,196.97,196.97,196.97,196.97
201.13,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21
204.19,204.19,204.19,204.19,204.19,204.19,204.19,204.19,204.19,204.19,204.19,204.19,204.19,204.19,204.19,204.19,204.19
203.22,203.14,203.14,203.14,203.14,203.14,203.14,203.14,203.14,203.14,203.14,203.14,203.14,203.14,203.14,203.14,203.14
200.76,200.69,200.69,200.69,200.69,200.69,200.69,200.69,200.69,200.69,200.69,200.69,200.69,200.69,200.69,200.69,200.69
198.68,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75,198.75
196.89,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04
194.06,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21
186.25,185.2,185.2,185.2,185.2,185.2,185.2,185.2,186.25,186.25,186.25,191.83,191.83,191.83,185.2,185.2,185.2
191.61,188.18,188.18,188.18,188.18,188.18,134.88,134.88,192.8,192.8,192.8,192.8,192.8,192.8,188.18,188.18,188.18
187.07,172.4,172.4,172.4,172.4,172.4,111.58,111.58,189.97,189.97,189.97,189.97,189.97,189.97,172.4,172.4,172.4
189.08,184.46,184.46,184.46,184.46,184.46,132.43,132.43,192.5,192.5,192.5,190.41,190.41,190.41,184.46,184.46,184.46
189.75,186.32,186.32,186.32,186.32,186.32,182.45,182.45,190.41,190.41,190.41,190.04,190.04,190.04,186.32,186.32,186.32
191.01,191.53,191.53,191.53,191.53,191.53,88.06,132.65,191.53,191.53,191.53,191.53,191.53,191.53,191.53,191.53,191.53
199.12,199.79,199.79,199.79,199.79,199.79,108.31,199.79,199.79,199.79,199.79,199.79,199.79,199.79,199.79,199.79,199.79
206.12,206.94,206.94,206.94,206.94,206.94,168.08,206.94,206.94,206.94,206.94,206.94,206.94,206.94,206.94,206.94,206.94
228.75,227.04,227.04,227.04,227.04,227.04,312.05,312.05,227.04,227.04,227.04,227.04,227.04,227.04,227.04,227.04,227.04
251.38,237.68,237.68,237.68,237.68,237.68,356.94,356.94,237.68,237.68,237.68,237.68,237.68,237.68,237.68,237.68,237.68
253.39,249.59,249.59,249.59,249.59,249.59,283.02,283.02,249.59,249.59,249.59,249.59,249.59,249.59,249.59,249.59,249.59
261.06,260.83,260.83,260.83,260.83,260.83,260.83,260.83,260.83,260.83,260.83,260.83,260.83,260.83,260.83,260.83,260.83
262.32,262.17,262.17,262.17,262.17,262.17,262.17,262.17,262.17,262.17,262.17,262.17,262.17,262.17,262.17,262.17,262.17
257.34,257.26,257.26,257.26,257.26,257.26,257.26,257.26,257.26,257.26,257.26,257.26,257.26,257.26,257.26,257.26,257.26
253.84,253.84,253.84,253.84,253.84,253.84,253.84,253.84,253.84,253.84,253.84,253.84,253.84,253.84,253.84,253.84,253.84
268.13,267.83,267.83,267.83,267.83,267.83,267.83,267.83,267.83,267.83,267.83,267.83,267.83,267.83,267.83,267.83,267.83
283.31,283.24,283.24,283.24,283.24,283.24,283.24,283.24,283.24,283.24,283.24,283.24,283.24,283.24,283.24,283.24,283.24
310.26,310.19,310.19,310.19,310.19,310.19,310.19,310.19,310.19,310.19,310.19,310.19,310.19,310.19,310.19,310.19,310.19
315.62,315.55,315.55,315.55,315.55,315.55,315.55,315.55,315.55,315.55,315.55,315.55,315.55,315.55,315.55,315.55,315.55
290.68,281.3,281.3,281.3,281.3,281.3,335.42,335.42,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3
260.69,250.86,250.86,250.86,253.69,250.86,305.8,305.8,250.86,250.86,250.86,250.86,250.86,250.86,250.86,253.69,253.69
229.87,229.87,229.87,229.87,229.87,229.87,260.09,234.86,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87,229.87
214.46,214.76,214.76,214.76,214.76,214.76,189.52,214.76,214.76,214.76,214.76,214.76,214.76,214.76,214.76,214.76,214.76
208.06,208.35,208.35,208.35,208.35,208.35,158.56,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35
205.08,205.45,205.45,205.45,205.45,205.45,141.21,205.45,205.45,205.45,205.45,205.45,205.45,205.45,205.45,205.45,205.45
201.35,201.88,201.88,201.88,201.88,201.88,134.81,134.81,201.88,199.94,201.88,201.88,201.88,201.88,201.88,201.88,201.88
197.41,198.08,198.08,198.08,198.08,198.08,10.27,10.27,198.08,198.08,198.08,198.08,198.08,198.08,198.08,198.08,198.08
193.24,195.47,195.47,195.47,195.47,195.47,0.15,0.15,195.47,194.43,195.47,195.47,195.47,195.47,195.47,195.47,195.47
189.97,195.25,195.25,195.25,195.25,195.25,-44.59,-44.59,195.25,194.21,195.25,195.25,195.25,195.25,195.25,195.25,195.25
192.05,196.67,196.67,196.67,196.67,196.67,-68.56,-68.56,196.67,194.66,196.67,196.67,196.67,196.67,196.67,196.67,196.67
198.6,204.48,204.48,204.48,204.48,204.48,-34.54,-34.54,204.48,197.48,204.48,204.48,204.48,204.48,204.48,204.48,204.48
205.82,210.73,210.73,210.73,210.73,210.73,73.69,137.78,210.73,197.78,210.73,210.73,210.73,210.73,210.73,210.73,210.73
212.3,215.5,215.5,215.5,215.5,215.5,200.76,215.5,215.5,200.76,215.5,215.5,215.5,215.5,215.5,215.5,215.5
214.6,217.36,217.36,217.36,217.36,217.36,205.23,217.36,217.36,205.23,217.36,217.36,217.36,217.36,217.36,217.36,217.36
215.05,217.95,217.95,217.95,217.95,217.95,206.34,217.95,217.95,206.34,217.95,217.95,217.95,217.95,217.95,217.95,217.95
216.54,219,219,219,219,219,208.35,219,219,208.35,219,219,219,219,219,219,219
216.91,217.73,217.73,217.73,217.73,217.73,212.3,217.73,217.73,212.3,217.73,217.73,217.73,217.73,217.73,217.73,217.73
217.51,217.58,217.58,217.58,217.58,217.58,217.58,217.58,217.58,217.58,217.58,217.58,217.58,217.58,217.58,217.58,217.58
219.52,219.52,219.52,219.52,219.52,219.52,219.52,219.52,219.52,219.52,219.52,219.52,219.52,219.52,219.52,219.52,219.52
222.2,222.27,222.27,222.27,222.27,222.27,222.27,222.27,222.27,222.27,222.27,222.27,222.27,222.27,222.27,222.27,222.27
227.04,227.11,227.11,227.11,227.11,227.11,227.11,227.11,227.11,227.11,227.11,227.11,227.11,227.11,227.11,227.11,227.11
231.58,233.21,233.21,233.21,233.21,233.21,230.39,233.21,230.39,230.39,230.39,233.21,233.21,233.21,233.21,233.21,233.21
233.96,235.15,235.15,235.15,235.15,235.15,232.84,235.15,232.84,232.84,232.84,235.15,235.15,235.15,235.15,235.15,235.15
229.12,229.12,229.12,229.12,229.12,229.12,229.12,229.12,229.12,229.12,229.12,229.12,229.12,229.12,229.12,229.12,229.12
224.36,224.43,224.43,224.43,224.43,224.43,224.43,224.43,224.43,224.43,224.43,224.43,224.43,224.43,224.43,224.43,224.43
218.62,218.62,218.62,218.62,218.62,218.62,218.62,218.62,218.62,218.62,218.62,218.62,218.62,218.62,218.62,218.62,218.62
215.35,215.35,215.35,215.35,215.35,215.35,215.35,215.35,215.35,215.35,215.35,215.35,215.35,215.35,215.35,215.35,215.35
209.32,209.39,209.39,209.39,209.39,209.39,209.39,209.39,209.39,209.39,209.39,209.39,209.39,209.39,209.39,209.39,209.39
203.29,203.29,203.29,203.29,203.29,203.29,203.29,203.29,203.29,203.29,203.29,203.29,203.29,203.29,203.29,203.29,203.29
201.36,201.36,201.36,201.36,201.36,201.36,201.36,201.36,201.36,201.36,201.36,201.36,201.36,201.36,201.36,201.36,201.36
199.35,199.35,199.35,199.35,199.35,199.35,199.35,199.35,199.35,199.35,199.35,199.35,199.35,199.35,199.35,199.35,199.35
197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04
197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19,197.19
197.94,198.01,198.01,198.01,198.01,198.01,198.01,198.01,198.01,198.01,198.01,198.01,198.01,198.01,198.01,198.01,198.01
200.76,201.06,201.06,201.06,201.06,201.06,128.86,201.06,201.06,201.06,201.06,201.06,201.06,201.06,201.06,201.06,201.06
208.58,208.73,208.73,208.73,208.73,208.73,148.58,208.73,208.73,208.73,208.73,208.73,208.73,208.73,208.73,208.73,208.73
227.71,226.52,226.52,226.52,226.52,226.52,250.04,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52
248.93,244.39,244.39,244.39,270.22,244.39,301.11,301.11,244.39,244.39,244.39,244.39,244.39,244.39,244.39,270.22,270.22
264.19,260.32,260.32,260.32,260.32,260.32,312.42,312.42,260.32,260.32,260.32,260.32,260.32,260.32,260.32,260.32,260.32
279.6,279.52,279.52,279.52,279.52,279.52,279.52,279.52,279.52,279.52,279.52,279.52,279.52,279.52,279.52,279.52,279.52
268.51,268.13,268.13,268.13,268.13,268.13,268.13,268.13,268.13,268.13,268.13,268.13,268.13,268.13,268.13,268.13,268.13
265.23,264.49,264.49,264.49,264.49,264.49,264.49,264.49,264.49,264.49,264.49,264.49,264.49,264.49,264.49,264.49,264.49
263.74,262.77,262.77,262.77,262.77,262.77,262.77,262.77,262.77,262.77,262.77,262.77,262.77,262.77,262.77,262.77,262.77
267.46,266.72,266.72,266.72,266.72,266.72,266.72,266.72,266.72,266.72,266.72,266.72,266.72,266.72,266.72,266.72,266.72
283.1,281.61,281.61,281.61,281.61,281.61,312.95,312.95,281.61,281.61,281.61,281.61,281.61,281.61,281.61,281.61,281.61
295.6,290.54,290.54,290.54,290.54,290.54,316.59,316.59,290.54,290.54,290.54,290.54,290.54,290.54,290.54,290.54,290.54
290.54,280.71,280.71,282.2,282.2,282.2,382.84,382.84,282.2,282.2,282.2,280.71,280.71,280.71,282.2,282.2,282.2
277.14,260.76,260.76,260.76,260.76,260.76,371.9,371.9,260.76,260.76,260.76,260.76,260.76,260.76,260.76,260.76,260.76
244.91,237.24,237.24,237.24,237.24,237.24,347.86,347.86,237.24,237.24,237.24,237.24,237.24,237.24,237.24,237.24,237.24
230.62,229.13,229.13,229.13,229.13,229.13,309.45,309.45,229.13,229.13,229.13,229.13,229.13,229.13,229.13,229.13,229.13
226.97,225.33,225.33,225.33,225.33,225.33,276.1,276.1,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33,225.33
221.24,220.57,220.57,220.57,220.57,220.57,241.86,241.86,220.57,220.57,220.57,220.57,220.57,220.57,220.57,220.57,220.57
208.95,208.8,208.8,208.8,208.8,208.8,208.8,208.8,208.8,208.8,208.8,208.8,208.8,208.8,208.8,208.8,208.8
207.57,203.84,203.84,203.84,203.84,203.84,44.37,203.84,209.5,209.5,209.5,203.84,203.84,203.84,203.84,203.84,203.84
200.34,200.49,200.49,200.49,200.49,200.49,-7,200.49,204.81,204.81,204.81,200.49,200.49,200.49,200.49,200.49,200.49
196.85,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29
196.92,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29,197.29
199.75,200.12,200.12,200.12,200.12,200.12,200.12,200.12,200.12,200.12,200.12,200.12,200.12,200.12,200.12,200.12,200.12
205.71,205.93,205.93,205.93,205.93,205.93,205.93,205.93,205.93,205.93,205.93,205.93,205.93,205.93,205.93,205.93,205.93
213.08,213.3,213.3,213.3,213.3,213.3,185.98,213.3,213.3,213.3,213.3,213.3,213.3,213.3,213.3,213.3,213.3
226.7,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63
245.01,242.19,242.19,242.19,245.39,242.19,269.51,269.51,242.19,242.19,242.19,242.19,242.19,242.19,242.19,245.39,245.39
253.2,249.56,249.56,249.56,263.78,249.56,270.25,270.25,249.56,249.56,249.56,249.56,249.56,249.56,249.56,263.78,263.78
259.01,247.99,247.99,247.99,279.86,247.99,289.98,289.98,247.99,247.99,247.99,247.99,247.99,247.99,247.99,279.86,279.86
255.44,245.54,245.54,245.54,279.56,245.54,293.33,293.33,245.54,245.54,245.54,245.54,245.54,245.54,245.54,279.56,279.56
252.46,244.79,244.79,244.79,279.56,244.79,310.38,310.38,244.79,244.79,244.79,244.79,244.79,244.79,244.79,279.56,279.56
254.84,244.49,244.49,244.49,279.34,244.49,315.74,315.74,244.49,244.49,244.49,244.49,244.49,244.49,244.49,279.34,279.34
252.46,244.72,244.72,244.72,245.24,244.72,315.52,315.52,244.72,244.72,244.72,244.72,244.72,244.72,244.72,245.24,245.24
261.39,249.41,249.41,249.41,279.26,249.41,350.66,350.66,249.41,249.41,249.41,249.41,249.41,249.41,249.41,279.26,279.26
283.36,261.32,261.32,261.32,279.93,261.32,355.65,355.65,261.32,261.32,261.32,261.32,261.32,261.32,261.32,279.93,279.93
293.56,277.7,277.7,277.7,279.63,277.7,419.53,419.53,277.7,277.7,277.7,277.7,277.7,277.7,277.7,279.63,279.63
279.71,253.13,253.13,253.13,253.13,253.13,427.49,427.49,253.13,253.13,253.13,253.13,253.13,253.13,253.13,253.13,253.13
250.97,240.1,240.1,240.1,240.1,240.1,401.43,401.43,240.1,240.1,240.1,240.1,240.1,240.1,240.1,240.1,240.1
238.02,234.59,234.59,234.59,234.59,234.59,315.37,315.37,234.59,234.59,234.59,234.59,234.59,234.59,234.59,234.59,234.59
235.56,232.66,232.66,232.66,232.66,232.66,297.06,297.06,232.66,232.66,232.66,232.66,232.66,232.66,232.66,232.66,232.66
227.89,226.63,226.63,226.63,226.63,226.63,267.87,267.87,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63,226.63
220.82,220.67,220.67,220.67,220.67,220.67,262.36,262.36,220.67,220.67,220.67,220.67,220.67,220.67,220.67,220.67,220.67
219.28,219.28,219.28,219.28,219.28,219.28,219.28,219.28,219.28,219.28,219.28,219.28,219.28,219.28,219.28,219.28,219.28
212.58,212.58,212.58,212.58,212.58,212.58,212.58,212.58,212.58,212.58,212.58,212.58,212.58,212.58,212.58,212.58,212.58
209.83,209.83,209.83,209.83,209.83,209.83,209.83,209.83,209.83,209.83,209.83,209.83,209.83,209.83,209.83,209.83,209.83
208.49,208.49,208.49,208.49,208.49,208.49,208.49,208.49,208.49,208.49,208.49,208.49,208.49,208.49,208.49,208.49,208.49
209.6,209.6,209.6,209.6,209.6,209.6,201.64,209.6,209.6,209.6,209.6,209.6,209.6,209.6,209.6,209.6,209.6
213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7
219.58,219.51,219.51,219.51,219.51,219.51,223.38,223.38,219.51,219.51,219.51,219.51,219.51,219.51,219.51,219.51,219.51
226.14,225.99,225.99,225.99,225.99,225.99,233.51,233.51,225.99,225.99,225.99,225.99,225.99,225.99,225.99,225.99,225.99
227.03,226.21,226.21,226.21,226.21,226.21,254.58,254.58,226.21,226.21,226.21,226.21,226.21,226.21,226.21,226.21,226.21
233.66,230.08,230.08,230.08,230.08,230.08,306.11,306.11,230.08,230.08,230.08,230.08,230.08,230.08,230.08,230.08,230.08
245.27,237.45,237.45,237.45,237.45,237.45,321.37,321.37,237.45,237.45,237.45,237.45,237.45,237.45,237.45,237.45,237.45
254.88,244.68,244.68,244.68,244.68,244.68,321.44,321.44,244.68,244.68,244.68,244.68,244.68,244.68,244.68,244.68,244.68
248.25,239.54,239.54,239.54,239.54,239.54,321.22,321.22,239.54,239.54,239.54,239.54,239.54,239.54,239.54,239.54,239.54
242.37,236.71,236.71,236.71,236.71,236.71,297.54,297.54,236.71,236.71,236.71,236.71,236.71,236.71,236.71,236.71,236.71
241.4,236.56,236.56,236.56,236.56,236.56,268.35,268.35,236.56,236.56,236.56,236.56,236.56,236.56,236.56,236.56,236.56
252.64,246.09,246.09,246.09,246.09,246.09,259.94,259.94,246.09,246.09,246.09,246.09,246.09,246.09,246.09,246.09,246.09
274.24,271.56,271.56,271.56,294.41,271.56,301.71,301.71,271.56,271.56,271.56,271.56,271.56,258.97,271.56,294.41,294.41
290.62,272,272,272,308.19,272,326.95,326.95,272,272,272,272,272,260.54,272,308.19,308.19
266.86,256.51,256.51,256.51,256.51,256.51,326.66,326.66,256.51,256.51,256.51,256.51,256.51,256.51,256.51,256.51,256.51
241.32,237.75,237.75,237.75,237.75,237.75,261.28,261.28,237.75,237.75,237.75,237.75,237.75,237.75,237.75,237.75,237.75
231.35,231.27,231.27,231.27,231.27,231.27,231.27,231.27,231.27,231.27,231.27,231.27,231.27,231.27,231.27,231.27,231.27
228.74,228.74,228.74,228.74,228.74,228.74,228.74,228.74,228.74,228.74,228.74,228.74,228.74,228.74,228.74,228.74,228.74
223.23,223.23,223.23,223.23,223.23,223.23,223.23,223.23,223.23,223.23,223.23,223.23,223.23,223.23,223.23,223.23,223.23
216.16,216.16,216.16,216.16,216.16,216.16,216.16,216.16,216.16,216.16,216.16,216.16,216.16,216.16,216.16,216.16,216.16
207.7,205.39,205.39,205.39,205.39,205.39,162.87,205.39,209.26,209.26,209.26,205.39,205.39,205.39,205.39,205.39,205.39
202.56,192.88,192.88,192.88,192.88,192.88,119,192.88,206.36,206.36,206.36,192.88,192.88,192.88,192.88,192.88,192.88
198.24,192.8,192.8,192.8,192.8,192.8,119.08,192.8,203.9,203.9,203.9,192.8,192.8,192.8,192.8,192.8,192.8
198.02,194.81,194.81,194.81,194.81,194.81,194.81,194.81,200.03,200.03,200.03,194.81,194.81,194.81,194.81,194.81,194.81
197.87,198.09,198.09,198.09,198.09,198.09,198.09,198.09,198.09,198.09,198.09,198.09,198.09,198.09,198.09,198.09,198.09
202.04,202.11,202.11,202.11,202.11,202.11,202.11,202.11,202.11,202.11,202.11,202.11,202.11,202.11,202.11,202.11,202.11
204.12,204.27,204.27,204.27,204.27,204.27,204.27,204.27,204.27,204.27,204.27,204.27,204.27,204.27,204.27,204.27,204.27
206.13,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21,206.21
207.99,207.99,207.99,207.99,207.99,207.99,207.99,207.99,207.99,207.99,207.99,207.99,207.99,207.99,207.99,207.99,207.99
210.97,210.97,210.97,210.97,210.97,210.97,210.97,210.97,210.97,210.97,210.97,210.97,210.97,210.97,210.97,210.97,210.97
214.4,214.4,214.4,214.4,214.4,214.4,214.4,214.4,214.4,214.4,214.4,214.4,214.4,214.4,214.4,214.4,214.4
215.59,215.59,215.59,215.59,215.59,215.59,215.59,215.59,215.59,215.59,215.59,215.59,215.59,215.59,215.59,215.59,215.59
215.67,215.67,215.67,215.67,215.67,215.67,215.67,215.67,215.67,215.67,215.67,215.67,215.67,215.67,215.67,215.67,215.67
210.53,210.53,210.53,210.53,210.53,210.53,210.53,210.53,210.53,210.53,210.53,210.53,210.53,210.53,210.53,210.53,210.53
210.68,210.68,210.68,210.68,210.68,210.68,210.68,210.68,210.68,210.68,210.68,210.68,210.68,210.68,210.68,210.68,210.68
213.06,213.13,213.13,213.13,213.13,213.13,199.21,213.13,213.13,213.13,213.13,213.13,213.13,213.13,213.13,213.13,213.13
218.42,218.79,218.79,218.79,218.79,218.79,202.63,218.79,218.79,218.79,218.79,218.79,218.79,218.79,218.79,218.79,218.79
229.96,229.96,229.96,229.96,229.96,229.96,229.96,229.96,229.96,229.96,229.96,229.96,229.96,229.96,229.96,229.96,229.96
234.88,234.65,234.65,234.65,234.65,234.65,255.73,255.73,234.65,234.65,234.65,234.65,234.65,227.06,234.65,234.65,234.65
231.75,231.75,231.75,231.75,231.75,231.75,240.76,240.76,231.75,231.75,231.75,231.75,231.75,226.39,231.75,231.75,231.75
223.19,223.11,223.11,223.11,223.11,223.11,223.11,223.11,223.11,223.11,223.11,223.11,223.11,223.11,223.11,223.11,223.11
215.52,215.52,215.52,215.52,215.52,215.52,215.52,215.52,215.52,215.52,215.52,215.52,215.52,215.52,215.52,215.52,215.52
215.52,215.22,215.22,215.22,215.22,215.22,221.1,216.93,215.22,215.22,215.22,215.22,215.22,215.22,215.22,215.22,215.22
206.65,205.31,205.31,205.31,205.31,205.31,201.14,205.31,207.03,207.03,207.03,205.31,205.31,205.31,205.31,205.31,205.31
197.12,186.4,186.4,186.4,186.4,186.4,140.82,186.4,203.9,203.9,203.9,192.65,192.65,192.65,186.4,186.4,186.4
189.23,178.43,178.43,178.43,178.43,178.43,112.82,178.43,195.48,195.48,195.48,187.74,187.74,187.74,178.43,178.43,178.43
189.3,178.13,178.13,178.13,178.13,178.13,178.13,178.13,191.09,191.09,191.09,185.36,185.36,185.36,178.13,178.13,178.13
190.57,189.75,189.75,189.75,189.75,189.75,189.75,189.75,191.02,191.02,191.02,189.75,189.75,189.75,189.75,189.75,189.75
193.55,194.52,194.52,194.52,194.52,194.52,171.95,194.52,194.52,194.52,194.52,194.52,194.52,194.52,194.52,194.52,194.52
206.65,208.22,208.22,208.22,208.22,208.22,127.34,208.22,208.22,208.22,208.22,208.22,208.22,208.22,208.22,208.22,208.22
220.65,220.58,220.58,220.58,220.58,220.58,223.63,220.58,220.58,220.58,220.58,220.58,220.58,220.58,220.58,220.58,220.58
249.7,243.74,243.74,243.74,312.03,243.74,319.7,319.7,243.74,243.74,243.74,243.74,243.74,243.74,243.74,312.03,312.03
297.06,245.6,245.6,310.32,326.7,310.32,334.74,334.74,310.32,310.32,310.32,245.6,245.6,245.6,310.32,326.7,326.7
288.65,248.28,248.28,317.02,317.02,317.02,317.02,317.02,317.02,317.02,317.02,248.28,248.28,248.28,317.02,317.02,317.02
274.87,246.2,246.2,294.01,312.63,294.01,312.63,312.63,294.01,294.01,294.01,246.2,246.2,246.2,294.01,312.63,312.63
264.67,246.87,246.87,267.12,309.35,267.12,309.35,309.35,267.12,267.12,267.12,246.87,246.87,246.87,267.12,309.35,309.35
254.76,246.2,246.2,246.42,311.81,246.42,319.48,319.48,246.42,246.42,246.42,246.2,246.2,246.2,246.42,311.81,311.81
253.2,245.01,245.01,245.08,311.81,245.08,319.48,319.48,245.08,245.08,245.08,245.01,245.01,245.01,245.08,311.81,311.81
261.91,246.05,246.05,255.8,297.36,255.8,304.66,304.66,255.8,255.8,255.8,246.05,246.05,246.05,255.8,297.36,297.36
275.17,247.24,247.24,283.06,305.1,283.06,305.1,305.1,283.06,283.06,283.06,247.24,247.24,247.24,283.06,305.1,305.1
280.53,248.73,248.73,295.57,295.57,295.57,295.57,295.57,295.57,295.57,295.57,248.73,248.73,248.73,295.57,295.57,295.57
277.55,245.01,245.01,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,245.01,245.01,245.01,299.82,299.82,299.82
252.3,242.03,242.03,245.38,276.13,245.38,282.91,282.91,245.38,245.38,245.38,242.03,242.03,242.03,245.38,276.13,276.13
233.17,232.05,232.05,232.05,232.05,232.05,237.71,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05
221.25,221.03,221.03,221.03,221.03,221.03,208.66,221.03,221.03,221.03,221.03,221.03,221.03,221.03,221.03,221.03,221.03
215.37,215.37,215.37,215.37,215.37,215.37,184.54,215.37,215.37,215.37,215.37,215.37,215.37,215.37,215.37,215.37,215.37
212.46,212.17,212.17,212.17,212.17,212.17,212.17,212.17,212.17,212.17,212.17,212.17,212.17,212.17,212.17,212.17,212.17
209.34,209.19,209.19,209.19,209.19,209.19,209.19,209.19,209.19,209.19,209.19,209.19,209.19,209.19,209.19,209.19,209.19
204.41,202.32,202.32,202.32,202.32,202.32,202.32,202.32,205.75,205.75,205.75,202.32,202.32,202.32,202.32,202.32,202.32
200.39,188.32,188.32,188.32,188.32,188.32,164.57,164.57,204.56,204.56,204.56,188.32,188.32,188.32,188.32,188.32,188.32
198.23,188.4,188.4,188.4,188.4,188.4,72.9,72.9,203.66,203.66,203.66,188.4,188.4,188.4,188.4,188.4,188.4
200.24,197.93,197.93,197.93,197.93,197.93,37.16,37.16,203.89,203.89,203.89,197.93,197.93,197.93,197.93,197.93,197.93
202.62,202.99,202.99,202.99,202.99,202.99,68.81,68.81,204.56,204.56,204.56,202.99,202.99,202.99,202.99,202.99,202.99
209.84,210.36,210.36,210.36,210.36,210.36,109.17,109.17,210.36,210.36,210.36,210.36,210.36,210.36,210.36,210.36,210.36
215.95,215.87,215.87,215.87,215.87,215.87,209.77,215.87,215.87,215.87,215.87,215.87,215.87,215.87,215.87,215.87,215.87
238.59,234.86,234.86,234.86,234.86,290.79,240.97,234.86,234.86,234.86,234.86,234.86,234.86,234.86,290.79,290.79,290.79
246.55,242.23,242.23,242.23,242.23,290.93,242.23,242.23,242.23,242.23,242.23,242.23,242.23,241.64,290.93,290.93,290.93
244.99,240.22,240.22,240.22,240.22,293.69,240.22,240.22,240.22,240.22,240.22,240.22,240.22,240.22,293.69,293.69,293.69
242.68,239.26,239.26,239.26,239.26,293.99,239.26,239.26,239.26,239.26,239.26,239.26,239.26,239.26,293.99,293.99,293.99
244.39,240.67,240.67,240.67,240.67,302.25,240.67,240.67,240.67,240.67,240.67,240.67,240.67,240.67,302.25,302.25,302.25
240.6,238.59,238.59,238.59,238.59,296.89,238.59,238.59,238.59,238.59,238.59,238.59,238.59,238.59,296.89,296.89,296.89
238.66,236.8,236.8,236.8,236.8,297.86,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,297.86,297.86,297.86
