-1.2,1100,0,1100,0,1100
-1.2,1100,0,1100,0,1100
-1,1100,0,1100,0,1100
-0.8,1100,0,1100,0,1100
-0.4,1100,0,1100,0,1100
0.3,1100,0,1100,0,1100
0.6,1100,0,1100,0,1100
0.4,1100,0,1100,0,1100
0.5,1100,2,1100,0,1100
0.7,1100,34,1100,29,1100
1.3,1100,73,1100,68,1100
1.3,1100,84,1100,70,1100
1.5,1100,182,1100,90,1100
1.4,1100,135,1100,55,1100
1.1,1100,76,1100,76,1100
0.3,1100,13,1100,13,1100
0,1100,0,1100,0,1100
-0.7,1100,0,1100,0,1100
-1.6,1100,0,1100,0,1100
-1.8,1100,0,1100,0,1100
-1.9,1100,0,1100,0,1100
-2.5,1100,0,1100,0,1100
-2.5,1100,0,1100,0,1100
-2.5,1100,0,1100,0,1100
-3,1100,0,1100,0,1100
-3.6,1100,0,1100,0,1100
-3,1100,0,1100,0,1100
-4.3,1100,0,1100,0,1100
-4.4,1100,0,1100,0,1100
-3.6,1100,0,1100,0,1100
-3.2,1100,0,1100,0,1100
-3.3,1100,0,1100,0,1100
-3,1100,11,1100,0,1100
-2.2,1100,80,1100,57,1100
-1.4,1100,147,1100,53,1100
-0.9,1100,186,1100,52,1100
-0.5,1100,187,1100,48,1100
-0.4,1100,149,1100,47,1100
-0.3,1100,80,1100,80,1100
-0.9,1100,15,1100,15,1100
-2,1100,0,1100,0,1100
-2.1,1100,0,1100,0,1100
-2.5,1100,0,1100,0,1100
-3.3,1100,0,1100,0,1100
-3.6,1100,0,1100,0,1100
-3.3,1100,0,1100,0,1100
-3.5,1100,0,1100,0,1100
-3,1100,0,1100,0,1100
-1.9,1100,0,1100,0,1100
-1.2,1100,0,1100,0,1100
-1.1,1100,0,1100,0,1100
-0.5,1100,0,1100,0,1100
-0.1,1100,0,1100,0,1100
0.8,1100,0,1100,0,1100
1,1100,0,1100,0,1100
0.9,1100,0,1100,0,1100
0.8,1100,11,1100,0,1100
1.3,1100,42,1100,32,1100
1.6,1100,55,1100,53,1100
1.9,1100,61,1100,61,1100
2.3,1100,86,1100,77,1100
1.9,1100,23,1100,23,1100
1.7,1100,10,1100,10,1100
2.2,1100,2,1100,2,1100
2.9,1100,0,1100,0,1100
2.9,1100,0,1100,0,1100
2.7,1100,0,1100,0,1100
1.7,1100,0,1100,0,1100
1.5,1100,0,1100,0,1100
1.6,1100,0,1100,0,1100
1,1100,0,1100,0,1100
0.6,1100,0,1100,0,1100
0,1100,0,1100,0,1100
-0.3,1100,0,1100,0,1100
-0.5,1100,0,1100,0,1100
-0.3,1100,0,1100,0,1100
-0.5,1100,0,1100,0,1100
-0.3,1100,0,1100,0,1100
0.1,1100,0,1100,0,1100
-0.3,1100,0,1100,0,1100
-0.6,1100,2,1100,0,1100
-0.7,1100,33,1100,29,1100
-0.6,1100,65,1100,56,1100
0.3,1100,177,1100,100,1100
0.2,1100,75,1100,67,1100
-0.2,1100,60,1100,59,1100
-1.9,1100,21,1100,21,1100
-1.9,1100,7,1100,7,1100
-2.2,1100,0,1100,0,1100
-2.3,1100,0,1100,0,1100
-2.4,1100,0,1100,0,1100
-2.3,1100,0,1100,0,1100
-1.2,1100,0,1100,0,1100
-1.4,1100,0,1100,0,1100
-1.5,1100,0,1100,0,1100
-1.8,1100,0,1100,0,1100
-2.1,1100,0,1100,0,1100
-2.1,1100,0,1100,0,1100
-2.1,1100,0,1100,0,1100
-2.3,1100,0,1100,0,1100
-2.5,1100,0,1100,0,1100
-2.3,1100,0,1100,0,1100
-3.4,1100,0,1100,0,1100
-3.1,1100,0,1100,0,1100
-3,1100,7,1100,0,1100
-2.4,1100,33,1100,29,1100
-2.5,1100,63,1100,57,1100
-3.1,1100,156,1100,83,1100
-2.8,1100,199,1100,70,1100
-2.7,1100,162,1100,47,1100
-3.1,1100,90,1100,71,1100
-5.1,1100,18,1100,18,1100
-5.9,1100,0,1100,0,1100
-6.1,1100,0,1100,0,1100
-6.2,1100,0,1100,0,1100
-6.4,1100,0,1100,0,1100
-7.7,1100,0,1100,0,1100
-8.1,1100,0,1100,0,1100
-8.4,1100,0,1100,0,1100
-7.8,1100,0,1100,0,1100
-8.2,1100,0,1100,0,1100
-7.8,1100,0,1100,0,1100
-7.8,1100,0,1100,0,1100
-7.3,1100,0,1100,0,1100
-7.4,1100,0,1100,0,1100
-8.7,1100,0,1100,0,1100
-5.5,1100,0,1100,0,1100
-2.1,1100,0,1100,0,1100
-1.4,1100,8,1100,0,1100
-0.8,1100,22,1100,22,1100
-0.3,1100,32,1100,32,1100
0.1,1100,73,1100,71,1100
0.5,1100,61,1100,61,1100
0.7,1100,44,1100,44,1100
0.8,1100,29,1100,28,1100
1,1100,8,1100,8,1100
1.1,1100,0,1100,0,1100
1,1100,0,1100,0,1100
1,1100,0,1100,0,1100
1.3,1100,0,1100,0,1100
1.2,1100,0,1100,0,1100
0.5,1100,0,1100,0,1100
0.5,1100,0,1100,0,1100
0.6,1100,0,1100,0,1100
0.3,1100,0,1100,0,1100
-0.1,1100,0,1100,0,1100
-0.6,1100,0,1100,0,1100
-1.3,1100,0,1100,0,1100
-0.8,1100,0,1100,0,1100
0.6,1100,0,1100,0,1100
1.1,1100,0,1100,0,1100
2,1100,0,1100,0,1100
1.7,1100,8,1100,8,1100
1.5,1100,72,1100,72,1100
1.1,1100,152,1100,64,1100
0.5,1100,146,1100,84,1100
0.4,1100,114,1100,88,1100
0.2,1100,138,1100,71,1100
-0.1,1100,93,1100,66,1100
-0.4,1100,21,1100,21,1100
-1.2,1100,0,1100,0,1100
-1.2,1100,0,1100,0,1100
-1,1100,0,1100,0,1100
-1.3,1100,0,1100,0,1100
-1.8,1100,0,1100,0,1100
-2.3,1100,0,1100,0,1100
-2.6,1100,0,1100,0,1100
-3.8,1100,0,1100,0,1100
-4.5,1100,0,1100,0,1100
-4.4,1100,0,1100,0,1100
-4.7,1100,0,1100,0,1100
-5.1,1100,0,1100,0,1100
-5,1100,0,1100,0,1100
-5.1,1100,0,1100,0,1100
-4.6,1100,0,1100,0,1100
-6.1,1100,0,1100,0,1100
-5.9,1100,22,1100,22,1100
-2.9,1100,69,1100,69,1100
0.3,1100,102,1100,71,1100
0.9,1100,118,1100,93,1100
0.9,1100,108,1100,95,1100
1.1,1100,86,1100,77,1100
1.4,1100,36,1100,35,1100
1.1,1100,7,1100,7,1100
1.2,1100,0,1100,0,1100
1.9,1100,0,1100,0,1100
2,1100,0,1100,0,1100
2,1100,0,1100,0,1100
1.9,1100,0,1100,0,1100
1.8,1100,0,1100,0,1100
1.8,1100,0,1100,0,1100
2.3,1100,0,1100,0,1100
2.6,1100,0,1100,0,1100
2.9,1100,0,1100,0,1100
3.2,1100,0,1100,0,1100
3.1,1100,0,1100,0,1100
3.2,1100,0,1100,0,1100
3.2,1100,0,1100,0,1100
3.4,1100,0,1100,0,1100
3.5,1100,0,1100,0,1100
3.8,1100,1,1100,1,1100
3.7,1100,16,1100,16,1100
3.9,1100,48,1100,48,1100
4,1100,51,1100,51,1100
4.1,1100,45,1100,45,1100
4.2,1100,35,1100,35,1100
4.3,1100,20,1100,20,1100
4.2,1100,5,1100,5,1100
4.2,1100,0,1100,0,1100
4.2,1100,0,1100,0,1100
4.1,1100,0,1100,0,1100
4,1100,0,1100,0,1100
3.8,1100,0,1100,0,1100
3.6,1100,0,1100,0,1100
3.6,1100,0,1100,0,1100
3.5,1100,0,1100,0,1100
3.5,1100,0,1100,0,1100
3.5,1100,0,1100,0,1100
3.4,1100,0,1100,0,1100
3.2,1100,0,1100,0,1100
3.1,1100,0,1100,0,1100
3,1100,0,1100,0,1100
3,1100,0,1100,0,1100
3,1100,0,1100,0,1100
2.9,1100,1,1100,1,1100
2.9,1100,7,1100,7,1100
2.8,1100,14,1100,14,1100
2.6,1100,22,1100,22,1100
2.5,1100,23,1100,23,1100
2.7,1100,38,1100,38,1100
3,1100,22,1100,22,1100
3.2,1100,4,1100,4,1100
2.9,1100,0,1100,0,1100
2.9,1100,0,1100,0,1100
3.2,1100,0,1100,0,1100
3.2,1100,0,1100,0,1100
3.2,1100,0,1100,0,1100
3.3,1100,0,1100,0,1100
3.1,1100,0,1100,0,1100
2.6,1100,0,1100,0,1100
2,1100,0,1100,0,1100
1.8,1100,0,1100,0,1100
1.8,1100,0,1100,0,1100
1.2,1100,0,1100,0,1100
0.9,1100,0,1100,0,1100
0.9,1100,0,1100,0,1100
0.6,1100,0,1100,0,1100
0.5,1100,0,1100,0,1100
0.6,1100,19,1100,19,1100
0.8,1100,52,1100,23,1100
1,1100,116,1100,68,1100
0.9,1100,120,1100,95,1100
1.3,1100,149,1100,88,1100
1.7,1100,121,1100,75,1100
1.3,1100,60,1100,46,1100
1.1,1100,21,1100,20,1100
1.3,1100,0,1100,0,1100
1.6,1100,0,1100,0,1100
2,1100,0,1100,0,1100
2.1,1100,0,1100,0,1100
2.3,1100,0,1100,0,1100
2.5,1100,0,1100,0,1100
2.6,1100,0,1100,0,1100
2.6,1100,0,1100,0,1100
2.8,1100,0,1100,0,1100
2.8,1100,0,1100,0,1100
3,1100,0,1100,0,1100
3,1100,0,1100,0,1100
3,1100,0,1100,0,1100
2.7,1100,0,1100,0,1100
2.5,1100,0,1100,0,1100
2.3,1100,0,1100,0,1100
2.3,1100,18,1100,18,1100
2.8,1100,97,1100,97,1100
3,1100,162,1100,62,1100
3.4,1100,202,1100,60,1100
3.5,1100,216,1100,57,1100
3.6,1100,186,1100,48,1100
3.5,1100,110,1100,54,1100
3,1100,29,1100,29,1100
2.9,1100,1,1100,0,1100
2.9,1100,0,1100,0,1100
2.7,1100,0,1100,0,1100
2.6,1100,0,1100,0,1100
2.5,1100,0,1100,0,1100
2.3,1100,0,1100,0,1100
2.1,1100,0,1100,0,1100
2.1,1100,0,1100,0,1100
2.2,1100,0,1100,0,1100
2.6,1100,0,1100,0,1100
2.3,1100,0,1100,0,1100
2,1100,0,1100,0,1100
2.6,1100,0,1100,0,1100
2.2,1100,0,1100,0,1100
1.7,1100,0,1100,0,1100
2.1,1100,0,1100,0,1100
2.3,1100,2,1100,2,1100
2.6,1100,10,1100,10,1100
2.8,1100,18,1100,18,1100
2.9,1100,19,1100,19,1100
3.2,1100,30,1100,30,1100
3.3,1100,22,1100,22,1100
3.2,1100,21,1100,21,1100
3.3,1100,5,1100,5,1100
3.5,1100,0,1100,0,1100
3.6,1100,0,1100,0,1100
3.4,1100,0,1100,0,1100
3.4,1100,0,1100,0,1100
3.4,1100,0,1100,0,1100
3.4,1100,0,1100,0,1100
3.3,1100,0,1100,0,1100
3.2,1100,0,1100,0,1100
2.9,1100,0,1100,0,1100
2.8,1100,0,1100,0,1100
