date;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;TromsÃ¸;EE;LV;LT
24-01-2018;02 - 03;191,51;187,64;187,64;187,64;187,64;187,64;76,96;76,96;195,75;195,75;195,75;200,00;200,00;200,00;187,64;187,64;187,64
24-01-2018;03 - 04;188,98;190,69;190,69;190,69;190,69;190,69;68,92;68,92;191,21;191,21;191,21;196,94;196,94;196,94;190,69;190,69;190,69
24-01-2018;04 - 05;193,45;192,85;192,85;192,85;192,85;192,85;83,59;83,59;192,85;192,85;192,85;197,76;197,76;197,76;192,85;192,85;192,85
24-01-2018;05 - 06;203,94;203,87;203,87;203,87;203,87;203,87;124,60;124,60;203,87;203,87;203,87;203,87;203,87;203,87;203,87;203,87;203,87
24-01-2018;06 - 07;215,40;214,58;214,58;214,58;214,58;257,08;214,58;214,58;214,58;212,57;214,58;214,58;214,58;214,58;257,08;257,08;257,08
24-01-2018;07 - 08;239,52;237,73;237,73;237,73;237,73;283,43;304,57;304,57;237,73;230,22;230,22;237,73;237,73;230,22;283,43;283,43;283,43
24-01-2018;08 - 09;246,22;241,08;241,08;241,08;241,08;310,75;241,08;241,08;241,08;241,08;241,08;241,08;241,08;229,55;310,75;310,75;310,75
24-01-2018;09 - 10;240,71;237,29;237,29;237,29;237,29;283,51;237,29;237,29;237,29;237,29;237,29;237,29;237,29;230,88;283,51;283,51;283,51
24-01-2018;10 - 11;230,07;227,54;227,54;227,54;227,54;282,99;227,54;227,54;227,54;227,54;227,54;227,54;227,54;227,54;282,99;282,99;282,99
24-01-2018;11 - 12;224,48;222,55;222,55;222,55;222,55;272,64;222,55;222,55;222,55;222,55;222,55;222,55;222,55;222,55;272,64;272,64;272,64
24-01-2018;12 - 13;223,74;221,95;221,95;221,95;221,95;283,36;221,95;221,95;221,95;221,95;221,95;221,95;221,95;221,95;283,36;283,36;283,36
24-01-2018;13 - 14;220,02;218,83;218,83;218,83;218,83;282,84;216,30;218,83;218,83;216,30;218,83;218,83;218,83;218,83;282,84;282,84;282,84
24-01-2018;14 - 15;219,27;218,53;218,53;218,53;218,53;304,20;214,58;214,58;218,53;214,58;218,53;218,53;218,53;218,53;304,20;304,20;304,20
24-01-2018;15 - 16;219,65;218,45;218,45;218,45;218,45;325,11;213,84;213,84;218,45;213,84;218,45;218,45;218,45;218,45;325,11;325,11;325,11
24-01-2018;16 - 17;220,84;218,31;218,31;218,31;218,31;347,89;215,85;218,31;218,31;215,85;218,31;218,31;218,31;218,31;347,89;347,89;347,89
24-01-2018;17 - 18;223,81;221,06;221,06;221,06;221,06;313,28;221,06;221,06;221,06;221,06;221,06;221,06;221,06;221,06;313,28;313,28;313,28
24-01-2018;18 - 19;219,94;217,86;217,86;217,86;217,86;311,05;217,86;217,86;217,86;216,97;217,86;217,86;217,86;217,86;311,05;311,05;311,05
24-01-2018;19 - 20;214,81;216,15;216,15;216,15;216,15;225,00;211,16;211,16;216,15;212,13;216,15;216,15;216,15;216,15;225,00;225,00;225,00
24-01-2018;20 - 21;211,46;211,76;211,76;211,76;211,76;211,76;186,52;186,52;211,76;211,76;211,76;211,76;211,76;211,76;211,76;211,76;211,76
24-01-2018;21 - 22;208,93;209,52;209,52;209,52;209,52;209,52;135,91;135,91;209,52;209,52;209,52;209,67;209,67;209,67;209,52;209,52;209,52
24-01-2018;22 - 23;202,15;186,38;186,38;186,38;186,38;186,38;122,74;122,74;205,13;205,13;205,13;208,41;208,41;208,41;186,38;186,38;186,38
24-01-2018;23 - 00;189,80;116,04;116,04;116,04;116,04;116,04;88,05;88,05;202,60;202,60;202,60;207,07;207,07;207,07;116,04;116,04;116,04
25-01-2018;00 - 01;194,97;161,99;161,99;161,99;161,99;161,99;35,14;35,14;202,34;202,34;202,34;202,34;202,34;202,34;161,99;161,99;161,99
25-01-2018;01 - 02;187,75;118,00;118,00;118,00;118,00;118,00;40,57;40,57;199,59;199,59;199,59;199,59;199,59;199,59;118,00;118,00;118,00
25-01-2018;02 - 03;179,04;113,01;113,01;113,01;113,01;113,01;28,81;28,81;195,27;195,27;195,27;195,27;195,27;195,27;113,01;113,01;113,01
25-01-2018;03 - 04;177,85;132,51;132,51;132,51;132,51;132,51;34,91;34,91;189,46;189,46;189,46;194,75;194,75;194,75;132,51;132,51;132,51
25-01-2018;04 - 05;176,29;167,65;167,65;167,65;167,65;167,65;35,29;35,29;179,19;179,19;179,19;195,05;195,05;195,05;167,65;167,65;167,65
25-01-2018;05 - 06;194,23;193,56;193,56;193,56;193,56;201,00;104,15;104,15;193,56;193,56;193,56;200,78;200,78;200,78;201,00;201,00;201,00
25-01-2018;06 - 07;209,93;209,34;209,34;209,34;209,34;215,22;209,34;209,34;209,34;209,34;209,34;209,34;209,34;209,34;215,22;215,22;215,22
25-01-2018;07 - 08;230,04;224,82;224,82;224,82;224,82;289,44;293,91;293,91;224,82;224,82;224,82;224,82;224,82;224,82;289,44;289,44;289,44
25-01-2018;08 - 09;235,02;230,41;230,41;230,41;230,41;310,73;250,73;250,73;230,41;230,41;230,41;230,41;230,41;230,41;310,73;310,73;310,73
25-01-2018;09 - 10;234,20;230,48;230,48;230,48;230,48;305,60;230,48;230,48;230,48;230,48;230,48;230,48;230,48;230,48;305,60;305,60;305,60
25-01-2018;10 - 11;232,05;229,74;229,74;229,74;229,74;309,39;229,74;229,74;229,74;229,74;229,74;229,74;229,74;229,74;309,39;309,39;309,39
25-01-2018;11 - 12;230,11;226,98;226,98;226,98;226,98;310,66;226,98;226,98;226,98;226,98;226,98;226,98;226,98;226,98;310,66;310,66;310,66
25-01-2018;12 - 13;227,58;224,97;224,97;224,97;224,97;310,81;224,97;224,97;224,97;224,97;224,97;224,97;224,97;224,97;310,81;331,21;331,21
25-01-2018;13 - 14;227,80;225,49;225,49;225,49;225,49;310,44;225,49;225,49;225,49;225,49;225,49;225,49;225,49;225,49;310,44;310,44;310,44
25-01-2018;14 - 15;228,03;226,54;226,54;226,54;226,54;245,52;226,54;226,54;226,54;226,54;226,54;226,54;226,54;226,54;245,52;330,91;330,91
25-01-2018;15 - 16;231,23;229,66;229,66;229,66;229,66;311,03;229,66;229,66;229,66;229,66;229,66;229,66;229,66;229,66;311,03;330,83;330,83
25-01-2018;16 - 17;238,82;236,96;236,96;236,96;236,96;339,99;156,41;236,96;236,96;236,96;236,96;236,96;236,96;236,96;339,99;339,99;339,99
25-01-2018;17 - 18;269,94;248,50;248,50;248,50;339,84;339,84;329,12;339,84;248,50;248,50;248,50;248,50;248,50;233,01;339,84;339,84;339,84
25-01-2018;18 - 19;256,61;247,08;247,08;247,08;331,35;331,35;247,08;331,35;247,08;247,08;247,08;247,08;247,08;231,52;331,35;331,35;331,35
25-01-2018;19 - 20;239,56;239,27;239,27;239,27;239,27;239,27;239,27;239,27;239,27;239,27;239,27;239,27;239,27;231,08;239,27;268,23;268,23
25-01-2018;20 - 21;234,43;234,35;234,35;234,35;234,35;234,35;234,35;234,35;234,35;234,35;234,35;234,35;234,35;226,76;234,35;234,35;234,35
25-01-2018;21 - 22;228,77;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;228,70;226,54;228,70;228,70;228,70
25-01-2018;22 - 23;221,18;221,18;221,18;221,18;221,18;221,18;221,18;221,18;221,18;221,18;221,18;221,18;221,18;221,18;221,18;221,18;221,18
25-01-2018;23 - 00;215,74;215,74;215,74;215,74;215,74;215,74;215,74;215,74;215,74;215,74;215,74;215,74;215,74;215,74;215,74;215,74;215,74
26-01-2018;00 - 01;216,79;217,98;217,98;217,98;217,98;217,98;217,98;217,98;217,98;217,98;217,98;217,98;217,98;217,98;217,98;217,98;217,98
26-01-2018;01 - 02;214,41;215,82;215,82;215,82;215,82;215,82;215,82;215,82;215,82;215,82;215,82;215,82;215,82;215,82;215,82;215,82;215,82
26-01-2018;02 - 03;214,04;215,45;215,45;215,45;215,45;215,45;215,45;215,45;215,45;215,45;215,45;215,45;215,45;215,45;215,45;215,45;215,45
26-01-2018;03 - 04;215,53;216,64;216,64;216,64;216,64;216,64;216,64;216,64;216,64;216,64;216,64;216,64;216,64;216,64;216,64;216,64;216,64
26-01-2018;04 - 05;219,40;219,99;219,99;219,99;219,99;219,99;219,99;219,99;219,99;219,99;219,99;219,99;219,99;219,99;219,99;219,99;219,99
26-01-2018;05 - 06;224,31;224,09;224,09;224,09;224,09;260,72;224,09;224,09;224,09;224,09;224,09;224,09;224,09;222,75;260,72;260,72;260,72
26-01-2018;06 - 07;239,13;232,35;232,35;232,35;289,97;335,31;289,97;289,97;232,35;232,35;232,35;232,35;232,35;224,16;335,31;335,31;335,31
26-01-2018;07 - 08;267,34;249,92;249,92;249,92;358,91;358,91;249,92;358,91;249,92;249,92;249,92;249,92;249,92;226,17;358,91;358,91;358,91
26-01-2018;08 - 09;295,41;264,89;264,89;264,89;382,59;382,59;275,53;382,59;264,89;264,89;264,89;264,89;264,89;229,08;382,59;382,59;382,59
26-01-2018;09 - 10;297,20;256,92;256,92;256,92;396,14;396,14;270,92;396,14;256,92;256,92;256,92;256,92;256,92;230,04;396,14;396,14;396,14
26-01-2018;10 - 11;296,97;264,51;264,51;264,51;392,49;392,49;264,51;392,49;264,51;264,51;264,51;264,51;264,51;228,78;392,49;392,49;392,49
26-01-2018;11 - 12;276,13;253,79;253,79;253,79;386,39;386,39;253,79;386,39;253,79;253,79;253,79;253,79;253,79;226,99;386,39;386,39;386,39
26-01-2018;12 - 13;255,58;248,28;248,28;248,28;364,94;364,94;248,28;364,94;248,28;248,28;248,28;248,28;248,28;226,17;364,94;364,94;364,94
26-01-2018;13 - 14;252,97;245,16;245,16;245,16;357,50;357,50;245,16;357,50;245,16;245,16;245,16;245,16;245,16;226,02;357,50;357,50;357,50
26-01-2018;14 - 15;252,90;244,34;244,34;244,34;355,71;355,71;244,34;355,71;244,34;244,34;244,34;244,34;244,34;226,10;355,71;355,71;355,71
26-01-2018;15 - 16;251,93;243,07;243,07;243,07;350,58;356,53;243,07;350,58;243,07;243,07;243,07;243,07;243,07;225,95;356,53;356,53;356,53
26-01-2018;16 - 17;265,78;249,70;249,70;249,70;350,58;404,10;249,70;350,58;249,70;249,70;249,70;249,70;249,70;225,65;404,10;404,10;404,10
26-01-2018;17 - 18;350,35;286,25;286,25;286,25;371,64;441,10;361,07;371,64;286,25;286,25;286,25;286,25;286,25;225,43;441,10;441,10;441,10
26-01-2018;18 - 19;311,64;262,13;262,13;262,13;392,64;426,96;350,65;392,64;262,13;262,13;262,13;262,13;262,13;225,21;392,64;392,64;392,64
26-01-2018;19 - 20;255,43;247,54;247,54;247,54;329,66;295,34;320,35;329,66;247,54;247,54;247,54;247,54;247,54;224,98;329,66;329,66;329,66
26-01-2018;20 - 21;239,57;241,58;241,58;241,58;241,58;241,58;246,94;246,94;241,58;241,58;241,58;241,58;241,58;224,68;241,58;241,58;241,58
26-01-2018;21 - 22;232,43;234,88;234,88;234,88;234,88;234,88;234,88;234,88;234,88;234,88;234,88;234,88;234,88;224,39;234,88;234,88;234,88
26-01-2018;22 - 23;226,92;228,18;228,18;228,18;228,18;228,18;228,18;228,18;228,18;228,18;228,18;228,18;228,18;224,09;228,18;228,18;228,18
26-01-2018;23 - 00;223,94;224,76;224,76;224,76;224,76;224,76;224,76;224,76;224,76;224,76;224,76;224,76;224,76;223,20;224,76;224,76;224,76
27-01-2018;00 - 01;228,38;229,28;229,28;229,28;229,28;229,28;229,28;229,28;229,28;229,28;229,28;229,28;229,28;224,73;229,28;229,28;229,28
27-01-2018;01 - 02;224,59;224,96;224,96;224,96;224,96;224,96;224,96;224,96;224,96;224,96;224,96;224,96;224,96;224,21;224,96;224,96;224,96
27-01-2018;02 - 03;223,17;223,39;223,39;223,39;223,39;223,39;223,39;223,39;223,39;223,39;223,39;223,39;223,39;223,39;223,39;223,39;223,39
27-01-2018;03 - 04;223,02;223,25;223,25;223,25;223,25;223,25;223,25;223,25;223,25;223,25;223,25;223,25;223,25;223,25;223,25;223,25;223,25
27-01-2018;04 - 05;224,59;225,03;225,03;225,03;225,03;225,03;225,03;225,03;225,03;225,03;225,03;225,03;225,03;223,99;225,03;225,03;225,03
27-01-2018;05 - 06;228,08;229,13;229,13;229,13;229,13;229,13;229,13;229,13;229,13;229,13;229,13;229,13;229,13;224,36;229,13;229,13;229,13
27-01-2018;06 - 07;228,08;228,98;228,98;228,98;228,98;228,98;228,98;228,98;228,98;228,98;228,98;228,98;228,98;224,81;228,98;228,98;228,98
27-01-2018;07 - 08;228,61;228,98;228,98;228,98;228,98;228,98;249,45;249,45;228,98;228,98;228,98;228,98;228,98;225,55;228,98;228,98;228,98
27-01-2018;08 - 09;235,01;234,86;234,86;234,86;277,07;234,86;282,87;282,87;234,86;234,86;234,86;234,86;234,86;226,22;277,07;277,07;277,07
27-01-2018;09 - 10;245,35;243,49;243,49;243,49;297,83;243,49;297,83;297,83;243,49;243,49;243,49;243,49;243,49;226,89;297,83;297,83;297,83
27-01-2018;10 - 11;255,85;255,70;255,70;255,70;283,10;255,70;283,10;283,10;255,70;255,70;255,70;255,70;255,70;233,82;283,10;283,10;283,10
27-01-2018;11 - 12;249,97;252,72;252,72;252,72;252,72;252,72;252,72;252,72;252,72;252,72;252,72;252,72;252,72;233,29;252,72;252,72;252,72
27-01-2018;12 - 13;242,30;243,94;243,94;243,94;243,94;243,94;243,94;243,94;243,94;243,94;243,94;243,94;243,94;229,50;243,94;243,94;243,94
27-01-2018;13 - 14;237,09;238,13;238,13;238,13;238,13;238,13;238,13;238,13;238,13;238,13;238,13;238,13;238,13;230,17;238,13;238,13;238,13
27-01-2018;14 - 15;233,15;234,19;234,19;234,19;234,19;234,19;234,19;234,19;234,19;234,19;234,19;234,19;234,19;232,63;234,19;234,19;234,19
27-01-2018;15 - 16;231,06;231,36;231,36;231,36;231,36;239,55;231,36;231,36;231,36;231,36;231,36;231,36;231,36;231,36;239,55;239,55;239,55
27-01-2018;16 - 17;234,41;232,92;232,92;232,92;232,92;277,14;232,92;232,92;232,92;232,92;232,92;232,92;232,92;232,70;277,29;277,29;277,29
27-01-2018;17 - 18;252,35;266,79;266,79;266,79;266,79;298,06;266,79;266,79;241,11;241,11;241,11;257,41;257,41;237,61;298,06;298,06;298,06
27-01-2018;18 - 19;240,07;242,90;242,90;242,90;242,90;276,10;242,90;242,90;234,78;234,78;234,78;242,90;242,90;242,90;276,10;276,10;276,10
27-01-2018;19 - 20;231,88;237,91;237,91;237,91;237,91;243,79;237,91;237,91;229,05;229,05;229,05;237,91;237,91;235,53;243,79;243,79;243,79
27-01-2018;20 - 21;222,28;223,32;223,32;223,32;223,32;223,32;207,61;223,32;223,32;220,57;223,32;223,32;223,32;223,32;243,94;243,94;243,94
27-01-2018;21 - 22;215,13;216,17;216,17;216,17;216,17;217,51;88,66;148,21;216,17;215,28;216,17;216,17;216,17;216,17;217,51;217,51;217,51
27-01-2018;22 - 23;212,90;213,57;213,57;213,57;213,57;213,57;81,74;81,74;213,57;213,57;213,57;213,57;213,57;213,57;213,57;213,57;213,57
27-01-2018;23 - 00;208,51;210,14;210,14;210,14;210,14;210,14;0,74;0,74;210,14;210,14;210,14;210,14;210,14;210,14;210,14;210,14;210,14
28-01-2018;00 - 01;208,33;209,97;209,97;209,97;209,97;209,97;-0,30;-0,30;209,97;209,97;209,97;209,97;209,97;209,97;209,97;209,97;209,97
28-01-2018;01 - 02;202,60;206,32;206,32;206,32;206,32;206,32;-89,47;-89,47;206,32;206,32;206,32;206,32;206,32;206,32;206,32;206,32;206,32
28-01-2018;02 - 03;188,38;200,07;200,07;200,07;200,07;200,07;-111,65;-111,65;200,07;200,07;200,07;200,07;200,07;200,07;200,07;200,07;200,07
28-01-2018;03 - 04;190,25;197,91;197,91;197,91;197,91;197,91;-90,73;-90,73;201,56;201,56;201,56;201,56;201,56;201,56;197,91;197,91;197,91
28-01-2018;04 - 05;193,22;198,88;198,88;198,88;198,88;198,88;-68,03;-68,03;198,88;198,88;198,88;198,88;198,88;198,88;198,88;198,88;198,88
28-01-2018;05 - 06;200,96;201,63;201,63;201,63;201,63;201,63;0,30;0,30;201,86;201,86;201,86;201,86;201,86;201,86;201,63;201,63;201,63
28-01-2018;06 - 07;201,63;204,16;204,16;204,16;204,16;204,16;-1,86;-1,86;204,16;204,16;204,16;204,16;204,16;204,16;204,16;204,16;204,16
28-01-2018;07 - 08;203,57;204,69;204,69;204,69;204,69;204,69;15,56;15,56;204,69;204,69;204,69;204,69;204,69;204,69;204,69;204,69;204,69
28-01-2018;08 - 09;207,14;207,59;207,59;207,59;207,59;207,59;76,96;76,96;207,59;207,59;207,59;207,59;207,59;207,59;207,59;207,59;207,59
28-01-2018;09 - 10;208,18;208,93;208,93;208,93;208,93;208,93;86,71;86,71;208,93;208,93;208,93;208,93;208,93;208,93;208,93;208,93;208,93
28-01-2018;10 - 11;213,10;213,47;213,47;213,47;213,47;213,47;104,50;104,50;213,47;213,47;213,47;213,47;213,47;213,47;213,47;213,47;213,47
28-01-2018;11 - 12;213,39;213,84;213,84;213,84;213,84;213,84;87,01;87,01;213,84;213,84;213,84;213,84;213,84;213,84;213,84;213,84;213,84
28-01-2018;12 - 13;212,95;213,39;213,39;213,39;213,39;213,39;86,64;86,64;213,39;213,39;213,39;213,39;213,39;213,39;213,39;213,39;213,39
28-01-2018;13 - 14;210,79;212,35;212,35;212,35;212,35;212,35;47,04;47,04;212,35;212,35;212,35;212,35;212,35;212,35;212,35;212,35;212,35
28-01-2018;14 - 15;208,33;209,82;209,82;209,82;209,82;209,82;76,81;76,81;209,82;209,82;209,82;209,82;209,82;209,82;209,82;209,82;209,82
28-01-2018;15 - 16;211,68;212,72;212,72;212,72;212,72;212,72;75,10;75,10;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72
28-01-2018;16 - 17;213,91;214,51;214,51;214,51;214,51;214,51;80,39;214,51;214,51;214,51;214,51;214,51;214,51;214,51;222,10;222,10;222,10
28-01-2018;17 - 18;217,41;217,71;217,71;217,71;217,71;217,71;217,71;217,71;217,71;217,71;217,71;217,71;217,71;217,71;221,80;221,80;221,80
28-01-2018;18 - 19;217,71;218,16;218,16;218,16;218,16;218,16;200,22;218,16;218,16;218,16;218,16;218,16;218,16;218,16;218,16;218,16;218,16
28-01-2018;19 - 20;215,63;216,07;216,07;216,07;216,07;216,07;198,51;216,07;216,07;216,07;216,07;216,07;216,07;216,07;217,34;217,34;217,34
28-01-2018;20 - 21;214,29;214,36;214,36;214,36;214,36;214,36;214,36;214,36;214,36;214,36;214,36;214,36;214,36;214,36;214,36;214,36;214,36
28-01-2018;21 - 22;212,65;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72;212,72
28-01-2018;22 - 23;207,96;208,11;208,11;208,11;208,11;208,11;208,11;208,11;208,11;208,11;208,11;208,11;208,11;208,11;208,11;208,11;208,11
28-01-2018;23 - 00;205,21;205,28;205,28;205,28;205,28;205,28;205,28;205,28;205,28;205,28;205,28;205,28;205,28;205,28;205,28;205,28;205,28
29-01-2018;00 - 01;205,88;205,95;205,95;205,95;205,95;205,95;175,73;175,73;205,95;205,95;205,95;205,95;205,95;205,95;205,95;205,95;205,95
29-01-2018;01 - 02;201,71;200,22;200,22;200,22;200,22;200,22;172,90;172,90;200,89;200,89;200,89;203,79;203,79;203,79;200,22;200,22;200,22
29-01-2018;02 - 03;195,98;194,64;194,64;194,64;194,64;194,64;0,82;0,82;194,64;194,64;194,64;202,08;202,08;202,08;194,64;194,64;194,64
29-01-2018;03 - 04;201,48;204,16;204,16;204,16;204,16;204,16;-32,53;-32,53;204,16;204,16;204,16;204,16;204,16;204,16;204,16;204,16;204,16
29-01-2018;04 - 05;204,83;206,47;206,47;206,47;206,47;206,47;-74,51;-74,51;206,47;206,47;206,47;206,47;206,47;206,47;206,47;206,47;206,47
29-01-2018;05 - 06;212,28;212,57;212,57;212,57;212,57;226,05;-6,70;-6,70;212,57;212,57;212,57;212,57;212,57;212,57;226,05;226,05;226,05
29-01-2018;06 - 07;223,22;221,58;221,58;221,58;221,58;312,68;92,52;92,52;221,58;215,03;221,58;221,58;221,58;221,58;312,68;312,68;312,68
29-01-2018;07 - 08;235,20;229,10;229,10;229,10;229,10;311,72;225,75;229,10;229,10;225,75;229,10;229,10;229,10;229,10;311,72;311,72;311,72
29-01-2018;08 - 09;235,13;229,99;229,99;229,99;229,99;312,98;226,94;229,99;229,99;226,94;229,99;229,99;229,99;229,99;312,98;312,98;312,98
29-01-2018;09 - 10;231,55;227,76;227,76;227,76;227,76;313,13;223,07;227,76;227,76;223,07;227,76;227,76;227,76;227,76;313,13;313,13;313,13
29-01-2018;10 - 11;230,96;227,46;227,46;227,46;227,46;324,82;221,58;227,46;227,46;221,58;227,46;227,46;227,46;227,46;324,82;324,82;324,82
29-01-2018;11 - 12;230,66;227,16;227,16;227,16;227,16;324,37;221,21;227,16;227,16;221,21;227,16;227,16;227,16;227,16;324,37;324,37;324,37
29-01-2018;12 - 13;229,84;226,34;226,34;226,34;226,34;321,62;219,72;219,72;226,34;219,72;226,34;226,34;226,34;226,34;321,62;321,62;321,62
29-01-2018;13 - 14;229,32;225,82;225,82;225,82;225,82;322,14;219,94;225,82;225,82;219,94;225,82;225,82;225,82;225,82;322,14;322,14;322,14
29-01-2018;14 - 15;229,47;225,82;225,82;225,82;225,82;307,92;220,46;225,82;225,82;220,46;225,82;225,82;225,82;225,82;307,92;307,92;307,92
29-01-2018;15 - 16;232,75;227,16;227,16;227,16;227,16;312,61;227,16;227,16;227,16;227,16;227,16;227,16;227,16;227,16;312,61;312,61;312,61
29-01-2018;16 - 17;233,42;227,76;227,76;227,76;227,76;315,07;226,87;227,76;227,76;226,87;227,76;227,76;227,76;227,76;315,07;315,07;315,07
29-01-2018;17 - 18;250,39;238,03;238,03;238,03;238,03;320,20;238,03;238,03;238,03;238,03;238,03;238,03;238,03;238,03;320,20;320,20;320,20
29-01-2018;18 - 19;261,33;248,90;248,90;248,90;248,90;311,87;248,90;248,90;243,39;243,39;243,39;248,90;248,90;248,90;311,87;311,87;311,87
29-01-2018;19 - 20;230,81;228,28;228,28;228,28;228,28;249,05;222,77;228,28;228,28;228,28;228,28;228,28;228,28;228,28;249,05;249,05;249,05
29-01-2018;20 - 21;223,74;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58;221,58
29-01-2018;21 - 22;218,53;216,89;216,89;216,89;216,89;216,89;164,05;164,05;216,89;216,89;216,89;216,89;216,89;216,89;216,89;216,89;216,89
29-01-2018;22 - 23;214,51;213,39;213,39;213,39;213,39;213,39;104,80;104,80;213,39;213,39;213,39;213,39;213,39;213,39;213,39;213,39;213,39
29-01-2018;23 - 00;210,86;209,37;209,37;209,37;209,37;209,37;77,93;77,93;209,37;209,37;209,37;209,37;209,37;209,37;209,37;209,37;209,37
30-01-2018;00 - 01;207,57;208,09;208,09;208,09;208,09;208,09;103,97;103,97;208,09;208,09;208,09;208,09;208,09;208,09;208,09;208,09;208,09
30-01-2018;01 - 02;205,93;206,60;206,60;206,60;206,60;206,60;103,53;103,53;206,60;206,60;206,60;206,60;206,60;206,60;206,60;206,60;206,60
30-01-2018;02 - 03;202,29;203,92;203,92;203,92;203,92;203,92;96,83;96,83;203,92;203,92;203,92;203,92;203,92;203,92;203,92;203,92;203,92
30-01-2018;03 - 04;203,85;204,97;204,97;204,97;204,97;204,97;102,71;102,71;204,97;204,97;204,97;204,97;204,97;204,97;204,97;204,97;204,97
30-01-2018;04 - 05;206,90;207,50;207,50;207,50;207,50;207,50;115,36;115,36;207,50;207,50;207,50;207,50;207,50;207,50;207,50;207,50;207,50
30-01-2018;05 - 06;213,67;213,60;213,60;213,60;213,60;213,60;178,77;200,43;213,60;213,60;213,60;213,60;213,60;213,60;213,60;213,60;213,60
30-01-2018;06 - 07;234,14;231,39;231,39;231,39;231,39;256,25;249,40;231,39;230,49;230,49;230,49;231,39;231,39;231,39;256,25;256,25;256,25
30-01-2018;07 - 08;248,28;257,29;257,29;257,29;257,29;287,88;257,29;257,29;241,36;241,36;241,36;241,51;241,51;241,51;287,88;287,88;287,88
30-01-2018;08 - 09;252,67;248,73;248,73;248,73;248,73;303,95;248,73;248,73;248,73;248,73;248,73;248,73;248,73;248,73;303,95;303,95;303,95
30-01-2018;09 - 10;250,07;244,34;244,34;244,34;244,34;309,53;244,34;244,34;244,34;244,34;244,34;244,34;244,34;244,34;309,53;309,53;309,53
30-01-2018;10 - 11;249,70;245,08;245,08;245,08;245,08;303,51;245,08;245,08;245,08;245,08;245,08;245,08;245,08;245,08;303,51;303,51;303,51
30-01-2018;11 - 12;244,63;241,36;241,36;241,36;241,36;302,09;241,36;241,36;241,36;241,36;241,36;241,36;241,36;241,36;302,09;302,09;302,09
30-01-2018;12 - 13;242,63;240,62;240,62;240,62;240,62;305,37;240,62;240,62;240,62;240,62;240,62;240,62;240,62;240,62;305,37;305,37;305,37
30-01-2018;13 - 14;241,29;239,57;239,57;239,57;239,57;305,96;239,57;239,57;239,57;239,57;239,57;239,57;239,57;239,57;305,96;305,96;305,96
30-01-2018;14 - 15;241,73;239,35;239,35;239,35;239,35;304,77;239,35;239,35;239,35;239,35;239,35;239,35;239,35;239,35;304,77;304,77;304,77
30-01-2018;15 - 16;245,30;240,91;240,91;240,91;240,91;320,33;240,91;240,91;240,91;240,91;240,91;240,91;240,91;240,91;320,33;320,33;320,33
30-01-2018;16 - 17;256,77;244,56;244,56;244,56;244,56;343,40;244,56;244,56;244,56;244,56;244,56;244,56;244,56;244,56;343,40;343,40;343,40
30-01-2018;17 - 18;342,50;324,79;324,79;324,79;324,79;348,16;324,79;324,79;324,79;324,79;324,79;324,79;324,79;256,39;348,16;348,16;348,16
30-01-2018;18 - 19;315,64;315,26;315,26;315,26;315,26;341,31;315,26;315,26;315,26;315,26;315,26;315,26;315,26;251,11;341,31;341,31;341,31
30-01-2018;19 - 20;279,09;271,65;271,65;271,65;271,65;292,34;271,65;271,65;271,65;271,65;271,65;271,65;271,65;246,12;292,34;292,34;292,34
30-01-2018;20 - 21;246,94;246,87;246,87;246,87;246,87;246,87;246,87;246,87;246,87;246,87;246,87;246,87;246,87;241,66;246,87;246,87;246,87
30-01-2018;21 - 22;241,43;240,91;240,91;240,91;240,91;240,91;240,91;240,91;240,91;240,91;240,91;240,91;240,91;239,35;240,91;240,91;240,91
30-01-2018;22 - 23;232,06;231,61;231,61;231,61;231,61;231,61;231,61;231,61;231,61;231,61;231,61;231,61;231,61;231,61;231,61;231,61;231,61
30-01-2018;23 - 00;224,32;224,09;224,09;224,09;224,09;224,09;224,09;224,09;224,09;224,09;224,09;224,09;224,09;224,09;224,09;224,09;224,09
31-01-2018;00 - 01;222,30;220,36;220,36;220,36;220,36;220,36;220,36;220,36;220,36;220,36;220,36;220,36;220,36;220,36;220,36;220,36;220,36
31-01-2018;01 - 02;217,83;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67;215,67
31-01-2018;02 - 03;211,06;209,12;209,12;209,12;209,12;209,12;202,72;202,72;209,12;209,12;209,12;209,12;209,12;209,12;209,12;209,12;209,12
31-01-2018;03 - 04;209,20;208,30;208,30;208,30;208,30;208,30;133,73;133,73;208,30;208,30;208,30;208,30;208,30;208,30;208,30;208,30;208,30
31-01-2018;04 - 05;209,20;207,26;207,26;207,26;207,26;215,52;145,34;145,34;207,26;207,26;207,26;207,26;207,26;207,26;215,52;215,52;215,52
