date;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;TromsÃ¸;EE;LV;LT
14-03-2018;07 - 08;451,38;451,38;451,38;451,38;451,38;451,38;451,38;451,38;451,38;451,38;451,38;451,38;451,38;451,38;451,38;451,38;451,38
14-03-2018;08 - 09;484,00;484,00;484,00;484,00;484,00;484,00;484,00;484,00;484,00;484,00;484,00;484,00;484,00;484,00;484,00;484,00;484,00
14-03-2018;09 - 10;461,73;461,73;461,73;461,73;461,73;461,73;461,73;461,73;461,73;461,73;461,73;461,73;461,73;461,73;461,73;461,73;461,73
14-03-2018;10 - 11;432,61;431,86;431,86;431,86;431,86;431,86;431,86;431,86;431,86;431,86;431,86;431,86;431,86;431,86;431,86;431,86;431,86
14-03-2018;11 - 12;398,64;400,95;400,95;400,95;400,95;400,95;400,95;400,95;388,14;388,14;388,14;400,95;400,95;400,95;400,95;427,10;427,10
14-03-2018;12 - 13;367,29;369,30;369,30;369,30;369,30;369,30;369,30;369,30;363,93;363,93;363,93;369,30;369,30;369,30;369,30;418,08;418,08
14-03-2018;13 - 14;353,65;360,88;360,88;360,88;360,88;360,88;360,88;360,88;349,33;349,33;349,33;360,88;360,88;360,88;360,88;417,94;417,94
14-03-2018;14 - 15;350,01;350,01;350,01;350,01;350,01;350,01;350,01;350,01;350,01;350,01;350,01;350,01;350,01;350,01;350,01;371,90;371,90
14-03-2018;15 - 16;354,85;355,00;355,00;355,00;355,00;355,00;355,00;355,00;354,70;354,70;354,70;355,00;355,00;355,00;355,00;355,00;355,00
14-03-2018;16 - 17;352,69;355,81;355,81;355,81;355,81;355,81;355,81;355,81;350,15;350,15;350,15;355,81;355,81;355,81;355,81;355,81;355,81
14-03-2018;17 - 18;389,04;399,46;399,46;399,46;399,46;399,46;399,46;399,46;375,26;375,26;375,26;399,46;399,46;399,46;399,46;399,46;399,46
14-03-2018;18 - 19;467,02;467,84;467,84;467,84;467,84;467,84;467,84;467,84;452,87;452,87;452,87;467,84;467,84;467,84;467,84;467,84;467,84
14-03-2018;19 - 20;435,74;432,61;432,61;432,61;443,04;432,61;453,91;453,91;432,61;432,61;432,61;432,61;432,61;432,61;432,61;443,04;443,04
14-03-2018;20 - 21;342,18;342,26;342,26;342,26;353,95;342,26;363,93;353,95;342,26;342,26;342,26;342,26;342,26;342,26;342,26;353,95;353,95
14-03-2018;21 - 22;302,86;304,87;304,87;304,87;304,87;304,87;294,89;304,87;304,87;304,87;304,87;304,87;304,87;304,87;304,87;304,87;304,87
14-03-2018;22 - 23;287,21;287,36;287,36;287,36;287,36;287,36;254,44;287,36;287,36;287,36;287,36;287,36;287,36;287,36;287,36;287,36;287,36
14-03-2018;23 - 00;281,18;281,11;281,11;281,11;281,11;281,11;281,11;281,11;281,11;281,11;281,11;281,11;281,11;281,11;281,11;281,11;281,11
15-03-2018;00 - 01;280,92;283,00;283,00;283,00;283,00;283,00;264,68;283,00;283,00;281,07;283,00;283,00;283,00;283,00;283,00;283,00;283,00
15-03-2018;01 - 02;278,09;280,02;280,02;280,02;280,02;280,02;223,78;223,78;280,02;280,02;280,02;280,02;280,02;280,02;280,02;280,02;280,02
15-03-2018;02 - 03;278,01;279,80;279,80;279,80;279,80;279,80;203,96;203,96;279,80;279,80;279,80;279,80;279,80;279,80;279,80;279,80;279,80
15-03-2018;03 - 04;279,13;283,60;283,60;283,60;283,60;283,60;111,07;111,07;283,60;280,62;283,60;283,60;283,60;283,60;283,60;283,60;283,60
15-03-2018;04 - 05;281,81;287,17;287,17;287,17;287,17;287,17;98,70;98,70;287,17;280,77;287,17;287,17;287,17;287,17;287,17;287,17;287,17
15-03-2018;05 - 06;292,46;301,40;301,40;301,40;301,40;301,40;136,70;301,40;301,40;281,21;301,40;301,40;301,40;301,40;301,40;301,40;301,40
15-03-2018;06 - 07;303,71;309,82;309,82;309,82;309,82;309,82;244,04;309,82;309,82;286,95;309,82;309,82;309,82;309,82;309,82;309,82;309,82
15-03-2018;07 - 08;334,40;395,34;395,34;395,34;395,34;395,34;301,63;395,34;395,34;301,63;302,74;395,34;395,34;395,34;395,34;395,34;395,34
15-03-2018;08 - 09;356,75;547,38;547,38;547,38;547,38;547,38;297,90;547,38;547,38;297,90;297,90;547,38;547,38;547,38;547,38;547,38;547,38
15-03-2018;09 - 10;334,48;530,25;530,25;530,25;530,25;530,25;223,48;530,25;530,25;293,21;293,21;530,25;530,25;530,25;530,25;530,25;530,25
15-03-2018;10 - 11;316,08;432,07;432,07;432,07;432,07;432,07;145,11;432,07;432,07;291,42;291,57;432,07;432,07;432,07;432,07;432,07;432,07
15-03-2018;11 - 12;308,26;397,57;397,57;397,57;397,57;397,57;113,23;397,57;397,57;290,38;290,97;397,57;397,57;397,57;397,57;397,57;397,57
15-03-2018;12 - 13;304,08;374,85;374,85;374,85;374,85;374,85;101,68;374,85;374,85;288,96;292,31;374,85;374,85;374,85;374,85;380,07;380,07
15-03-2018;13 - 14;301,18;342,82;342,82;342,82;342,82;342,82;101,01;342,82;342,82;288,66;289,71;342,82;342,82;342,82;342,82;372,92;372,92
15-03-2018;14 - 15;299,54;327,25;327,25;327,25;327,25;327,25;140,42;327,25;327,25;288,29;289,33;327,25;327,25;327,25;327,25;350,42;350,42
15-03-2018;15 - 16;299,61;327,70;327,70;327,70;327,70;327,70;158,30;327,70;327,70;287,84;289,19;327,70;327,70;327,70;327,70;350,27;350,27
15-03-2018;16 - 17;301,48;314,89;314,89;314,89;314,89;329,56;178,79;314,89;314,89;288,07;302,00;314,89;314,89;314,89;329,56;341,93;341,93
15-03-2018;17 - 18;308,55;314,07;314,07;314,07;314,07;350,12;228,10;314,07;314,07;288,74;314,07;314,07;314,07;314,07;350,12;350,12;350,12
15-03-2018;18 - 19;320,40;326,81;326,81;326,81;326,81;354,37;294,62;326,81;326,81;294,62;326,81;326,81;326,81;326,81;354,37;354,37;354,37
15-03-2018;19 - 20;309,67;323,08;323,08;323,08;323,08;323,08;289,48;323,08;323,08;291,57;323,08;323,08;323,08;323,08;323,08;323,08;323,08
15-03-2018;20 - 21;301,40;307,29;307,29;307,29;307,29;307,29;226,16;226,16;307,29;288,66;307,29;307,29;307,29;307,29;307,29;307,29;307,29
15-03-2018;21 - 22;298,72;304,31;304,31;304,31;304,31;304,31;201,58;216,55;304,31;287,55;304,31;304,31;304,31;304,31;308,33;308,33;308,33
15-03-2018;22 - 23;287,99;291,87;291,87;291,87;291,87;291,87;168,28;191,15;291,87;285,09;291,87;291,87;291,87;291,87;287,84;287,84;287,84
15-03-2018;23 - 00;280,69;283,67;283,67;283,67;283,67;283,67;73,53;126,79;283,67;283,67;283,67;283,67;283,67;283,67;283,67;283,67;283,67
16-03-2018;00 - 01;278,87;281,70;281,70;281,70;281,70;281,70;89,98;148,45;281,70;281,70;281,70;281,70;281,70;281,70;281,70;281,70;281,70
16-03-2018;01 - 02;277,16;280,06;280,06;280,06;280,06;280,06;89,46;89,46;280,06;280,06;280,06;280,06;280,06;280,06;280,06;280,06;280,06
16-03-2018;02 - 03;276,19;279,54;279,54;279,54;279,54;279,54;60,03;60,03;279,54;279,54;279,54;279,54;279,54;279,54;279,54;279,54;279,54
16-03-2018;03 - 04;277,01;279,77;279,77;279,77;279,77;279,77;80,74;80,74;279,77;279,77;279,77;279,77;279,77;279,77;279,77;279,77;279,77
16-03-2018;04 - 05;280,81;283,79;283,79;283,79;283,79;283,79;99,81;99,81;283,79;283,79;283,79;283,79;283,79;283,79;283,79;283,79;283,79
16-03-2018;05 - 06;296,60;302,33;302,33;302,33;302,33;302,33;182,41;182,41;302,33;287,59;302,33;302,33;302,33;302,33;302,33;302,33;302,33
16-03-2018;06 - 07;306,88;315,15;315,15;315,15;315,15;315,15;281,26;315,15;315,15;288,85;315,15;315,15;315,15;315,15;315,15;315,15;315,15
16-03-2018;07 - 08;330,04;350,08;350,08;350,08;350,08;350,08;296,60;350,08;350,08;296,60;350,08;350,08;350,08;350,08;350,08;350,08;350,08
16-03-2018;08 - 09;339,65;365,27;365,27;365,27;365,27;365,27;299,13;365,27;365,27;299,13;365,27;365,27;365,27;365,27;365,27;365,27;365,27
16-03-2018;09 - 10;327,36;348,37;348,37;348,37;348,37;348,37;291,98;348,37;348,37;291,98;348,37;348,37;348,37;348,37;348,37;348,37;348,37
16-03-2018;10 - 11;319,91;332,80;332,80;332,80;332,80;332,80;290,04;332,80;332,80;290,04;332,80;332,80;332,80;332,80;332,80;332,80;332,80
16-03-2018;11 - 12;313,66;324,83;324,83;324,83;324,83;328,55;287,14;324,83;324,83;288,85;324,83;324,83;324,83;324,83;328,55;328,55;328,55
16-03-2018;12 - 13;306,73;316,49;316,49;316,49;316,49;326,84;239,10;316,49;316,49;287,81;316,49;316,49;316,49;316,49;326,84;326,84;326,84
16-03-2018;13 - 14;304,35;312,24;312,24;312,24;312,24;324,98;238,13;312,24;312,24;286,92;312,24;312,24;312,24;312,24;324,98;324,98;324,98
16-03-2018;14 - 15;299,95;311,42;311,42;311,42;311,42;312,17;201,78;311,42;311,42;284,76;311,42;311,42;311,42;311,42;312,17;312,17;312,17
16-03-2018;15 - 16;298,61;306,88;306,88;306,88;306,88;306,88;198,65;306,88;306,88;284,23;306,88;306,88;306,88;306,88;306,88;306,88;306,88
16-03-2018;16 - 17;299,36;305,02;305,02;305,02;305,02;305,02;229,79;305,02;305,02;290,12;305,02;305,02;305,02;305,02;305,02;305,02;305,02
16-03-2018;17 - 18;306,58;314,85;314,85;314,85;314,85;316,41;276,26;314,85;314,85;291,53;314,85;314,85;314,85;314,85;316,41;316,41;316,41
16-03-2018;18 - 19;321,48;327,44;327,44;327,44;327,44;335,63;299,65;327,44;327,44;299,65;327,44;327,44;327,44;327,44;335,63;335,63;335,63
16-03-2018;19 - 20;311,87;319,17;319,17;319,17;319,17;319,17;285,87;319,17;319,17;301,22;319,17;319,17;319,17;319,17;319,17;319,17;319,17
16-03-2018;20 - 21;301,52;306,43;306,43;306,43;306,43;306,43;275,22;306,43;306,43;296,08;306,43;306,43;306,43;306,43;306,43;306,43;306,43
16-03-2018;21 - 22;289,37;294,51;294,51;294,51;294,51;294,51;154,48;294,51;294,51;291,83;294,51;294,51;294,51;294,51;294,51;294,51;294,51
16-03-2018;22 - 23;281,11;283,34;283,34;283,34;283,34;283,34;161,04;283,34;283,34;283,34;283,34;283,34;283,34;283,34;283,34;283,34;283,34
16-03-2018;23 - 00;278,80;282,00;282,00;282,00;282,00;282,00;78,95;282,00;282,00;282,00;282,00;282,00;282,00;282,00;282,00;282,00;282,00
17-03-2018;00 - 01;284,53;287,43;287,43;287,43;287,43;287,43;12,44;98,76;287,43;287,43;287,43;287,43;287,43;287,43;287,43;287,43;287,43
17-03-2018;01 - 02;282,07;285,27;285,27;285,27;285,27;285,27;9,46;41,41;285,27;285,27;285,27;285,27;285,27;285,27;285,27;285,27;285,27
17-03-2018;02 - 03;280,21;283,78;283,78;283,78;283,78;283,78;0,60;0,60;283,78;283,78;283,78;283,78;283,78;283,78;283,78;283,78;283,78
17-03-2018;03 - 04;278,27;282,14;282,14;282,14;282,14;282,14;0,15;0,15;282,14;282,14;282,14;282,14;282,14;282,14;282,14;282,14;282,14
17-03-2018;04 - 05;276,63;280,50;280,50;280,50;280,50;280,50;-37,24;-37,24;280,50;280,50;280,50;280,50;280,50;280,50;280,50;280,50;280,50
17-03-2018;05 - 06;277,23;282,29;282,29;282,29;282,29;282,29;-88,34;-88,34;282,29;282,29;282,29;282,29;282,29;282,29;282,29;282,29;282,29
17-03-2018;06 - 07;278,86;282,66;282,66;282,66;282,66;282,66;-5,29;-5,29;282,66;282,66;282,66;282,66;282,66;282,66;282,66;282,66;282,66
17-03-2018;07 - 08;282,66;283,93;283,93;283,93;283,93;283,93;80,14;80,14;283,93;283,93;283,93;283,93;283,93;283,93;283,93;283,93;283,93
17-03-2018;08 - 09;284,45;286,01;286,01;286,01;286,01;286,01;74,56;74,78;286,01;286,01;286,01;286,01;286,01;286,01;286,01;286,01;286,01
17-03-2018;09 - 10;286,46;288,40;288,40;288,40;288,40;288,40;72,99;160,14;288,40;288,40;288,40;288,40;288,40;288,40;288,40;288,40;288,40
17-03-2018;10 - 11;287,80;289,29;289,29;289,29;289,29;289,29;73,14;223,52;289,29;289,29;289,29;289,29;289,29;289,29;289,29;289,29;289,29
17-03-2018;11 - 12;282,74;284,82;284,82;284,82;284,82;284,82;29,94;148,22;284,82;284,82;284,82;284,82;284,82;284,82;284,82;284,82;284,82
17-03-2018;12 - 13;279,98;281,62;281,62;281,62;281,62;281,62;12,96;74,48;281,62;281,62;281,62;281,62;281,62;281,62;281,62;281,62;281,62
17-03-2018;13 - 14;277,45;279,83;279,83;279,83;279,83;279,83;10,58;10,58;279,83;279,83;279,83;279,83;279,83;279,83;279,83;279,83;279,83
17-03-2018;14 - 15;273,20;277,23;277,23;277,23;277,23;277,23;-3,43;-3,43;277,23;277,23;277,23;277,23;277,23;277,23;277,23;277,23;277,23
17-03-2018;15 - 16;274,47;273,95;273,95;273,95;273,95;273,95;13,26;13,26;276,63;276,63;276,63;276,63;276,63;273,95;273,95;273,95;273,95
17-03-2018;16 - 17;275,07;274,32;274,32;274,32;274,32;274,32;11,77;74,86;277,00;277,00;277,00;277,00;277,00;274,32;274,32;274,32;274,32
17-03-2018;17 - 18;282,07;282,51;282,51;282,51;282,51;282,51;51,47;282,51;282,51;282,51;282,51;282,51;282,51;282,51;282,51;282,51;282,51
17-03-2018;18 - 19;294,58;293,98;293,98;293,98;293,98;293,98;96,60;293,98;293,98;293,98;293,98;293,98;293,98;293,98;293,98;293,98;293,98
17-03-2018;19 - 20;290,41;290,11;290,11;290,11;290,11;290,11;98,09;290,11;290,11;290,11;290,11;290,11;290,11;290,11;290,11;290,11;290,11
17-03-2018;20 - 21;280,35;281,40;281,40;281,40;281,40;281,40;8,12;281,40;281,40;281,40;281,40;281,40;281,40;281,40;281,40;281,40;281,40
17-03-2018;21 - 22;275,81;279,31;279,31;279,31;279,31;279,31;-18,70;279,31;279,31;279,31;279,31;279,31;279,31;279,31;279,31;279,31;279,31
17-03-2018;22 - 23;278,49;280,28;280,28;280,28;280,28;280,28;15,27;15,27;280,28;280,28;280,28;280,28;280,28;280,28;280,28;280,28;280,28
17-03-2018;23 - 00;274,02;277,67;277,67;277,67;277,67;277,67;-30,46;-30,46;277,67;277,67;277,67;277,67;277,67;277,67;277,67;277,67;277,67
18-03-2018;00 - 01;275,88;281,17;281,17;281,17;281,17;281,17;-14,90;-14,90;281,17;281,17;281,17;281,17;281,17;281,17;281,17;281,17;281,17
18-03-2018;01 - 02;271,19;278,86;278,86;278,86;278,86;278,86;-90,27;-90,27;278,86;278,86;278,86;278,86;278,86;278,86;278,86;278,86;278,86
18-03-2018;02 - 03;271,93;277,89;277,89;277,89;277,89;277,89;-71,73;-71,73;277,89;277,89;277,89;277,89;277,89;277,89;277,89;277,89;277,89
18-03-2018;03 - 04;272,31;278,34;278,34;278,34;278,34;278,34;-71,58;-71,58;278,34;278,34;278,34;278,34;278,34;278,34;278,34;278,34;278,34
18-03-2018;04 - 05;272,38;278,26;278,26;278,26;278,26;278,26;-68,90;-68,90;278,26;278,26;278,26;278,26;278,26;278,26;278,26;278,26;278,26
18-03-2018;05 - 06;269,92;276,63;276,63;276,63;276,63;276,63;-71,80;-71,80;276,63;276,63;276,63;276,63;276,63;276,63;276,63;276,63;276,63
18-03-2018;06 - 07;269,48;267,24;267,24;267,24;267,24;267,24;28,75;267,24;277,89;277,89;277,89;267,24;267,24;267,24;267,24;267,24;267,24
18-03-2018;07 - 08;276,10;272,31;272,31;272,31;272,31;272,31;50,05;272,31;279,23;279,23;279,23;272,31;272,31;272,31;272,31;272,31;272,31
18-03-2018;08 - 09;277,37;275,81;275,81;275,81;275,81;275,81;28,15;275,81;279,46;279,46;279,46;275,96;275,96;275,81;275,81;275,81;275,81
18-03-2018;09 - 10;279,31;281,10;281,10;281,10;281,10;281,10;26,74;281,10;281,10;281,10;281,10;281,10;281,10;281,10;281,10;281,10;281,10
18-03-2018;10 - 11;276,63;278,49;278,49;278,49;278,49;278,49;72,40;278,49;278,49;278,49;278,49;278,49;278,49;278,49;278,49;278,49;278,49
18-03-2018;11 - 12;272,90;275,43;275,43;275,43;275,43;275,43;72,99;275,43;275,43;275,43;275,43;275,43;275,43;275,43;275,43;275,43;275,43
18-03-2018;12 - 13;268,51;270,15;270,15;270,15;270,15;270,15;161,55;270,15;271,04;271,04;271,04;271,04;271,04;270,15;270,15;270,15;270,15
18-03-2018;13 - 14;265,38;265,45;265,45;265,45;265,45;265,45;236,18;265,45;268,66;268,66;268,66;268,66;268,66;265,45;265,45;265,45;265,45
18-03-2018;14 - 15;264,41;263,00;263,00;263,00;263,00;263,00;238,49;263,00;267,54;267,54;267,54;267,54;267,54;263,00;263,00;263,00;263,00
18-03-2018;15 - 16;264,71;261,88;261,88;261,88;261,88;261,88;261,88;261,88;268,14;268,14;268,14;268,14;268,14;261,88;261,88;261,88;261,88
18-03-2018;16 - 17;270,22;270,22;270,22;270,22;270,22;270,22;270,22;270,22;271,49;271,49;271,49;271,49;271,49;270,22;270,22;270,22;270,22
18-03-2018;17 - 18;278,79;279,23;279,23;279,23;279,23;279,23;279,23;279,23;279,23;279,23;279,23;279,23;279,23;279,23;279,23;279,23;279,23
18-03-2018;18 - 19;299,64;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76;300,76
18-03-2018;19 - 20;304,93;305,82;305,82;305,82;305,82;305,82;305,82;305,82;305,82;305,82;305,82;305,82;305,82;305,82;305,82;305,82;305,82
18-03-2018;20 - 21;295,92;296,29;296,29;296,29;296,29;296,29;296,29;296,29;296,29;296,29;296,29;296,29;296,29;296,29;296,29;296,29;296,29
18-03-2018;21 - 22;282,88;283,48;283,48;283,48;283,48;283,48;283,40;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48
18-03-2018;22 - 23;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48;283,48
18-03-2018;23 - 00;276,63;274,69;274,69;274,69;274,69;274,69;274,69;274,69;277,37;277,37;277,37;274,69;274,69;274,69;274,69;274,69;274,69
19-03-2018;00 - 01;271,26;253,98;253,98;253,98;253,98;253,98;231,56;253,98;279,08;279,08;279,08;279,08;279,08;258,08;253,98;253,98;253,98
19-03-2018;01 - 02;267,17;246,16;246,16;246,16;246,16;246,16;246,16;246,16;278,12;278,12;278,12;274,39;274,39;256,07;246,16;246,16;246,16
19-03-2018;02 - 03;267,54;248,40;248,40;248,40;248,40;248,40;248,40;248,40;277,89;277,89;277,89;271,93;271,93;254,50;248,40;248,40;248,40
19-03-2018;03 - 04;267,61;255,25;255,25;255,25;255,25;255,25;255,25;255,25;277,22;277,22;277,22;271,78;271,78;255,25;255,25;255,25;255,25
19-03-2018;04 - 05;273,57;271,26;271,26;271,26;271,26;271,26;232,91;271,26;277,30;277,30;277,30;273,13;273,13;271,26;271,26;271,26;271,26
19-03-2018;05 - 06;293,76;293,98;293,98;293,98;293,98;293,98;284,37;293,98;293,98;293,98;293,98;293,98;293,98;293,98;293,98;293,98;293,98
19-03-2018;06 - 07;327,50;324,89;324,89;324,89;324,89;324,89;372,86;363,32;324,89;324,89;324,89;324,89;324,89;324,89;324,89;324,89;324,89
19-03-2018;07 - 08;388,87;388,87;388,87;388,87;388,87;388,87;388,87;388,87;388,87;388,87;388,87;388,87;388,87;388,87;388,87;388,87;388,87
19-03-2018;08 - 09;447,56;447,56;447,56;447,56;447,56;447,56;447,56;447,56;447,56;447,56;447,56;447,56;447,56;447,56;447,56;447,56;447,56
19-03-2018;09 - 10;388,27;388,27;388,27;388,27;388,27;388,27;388,27;388,27;388,27;388,27;388,27;388,27;388,27;388,27;388,27;388,27;388,27
19-03-2018;10 - 11;356,84;356,84;356,84;356,84;356,84;356,84;356,84;356,84;356,84;356,84;356,84;356,84;356,84;356,84;356,84;356,84;356,84
19-03-2018;11 - 12;340,53;340,53;340,53;340,53;340,53;340,53;340,53;340,53;340,53;340,53;340,53;340,53;340,53;340,53;340,53;340,53;340,53
19-03-2018;12 - 13;321,84;321,76;321,76;321,76;341,95;321,76;321,76;341,95;321,76;321,76;321,76;321,76;321,76;321,76;321,76;341,95;341,95
19-03-2018;13 - 14;314,61;314,61;314,61;314,61;314,61;314,61;314,61;314,61;314,61;314,61;314,61;314,61;314,61;314,61;314,61;314,61;314,61
19-03-2018;14 - 15;309,03;309,03;309,03;309,03;309,03;309,03;309,03;309,03;309,03;309,03;309,03;309,03;309,03;309,03;309,03;309,03;309,03
19-03-2018;15 - 16;306,27;306,27;306,27;306,27;306,27;306,27;306,27;306,27;306,27;306,27;306,27;306,27;306,27;306,27;306,27;306,27;306,27
19-03-2018;16 - 17;306,64;306,64;306,64;306,64;306,64;306,64;306,64;306,64;306,64;306,64;306,64;306,64;306,64;306,64;306,64;306,64;306,64
19-03-2018;17 - 18;315,21;315,21;315,21;315,21;315,21;315,21;315,21;315,21;315,21;315,21;315,21;315,21;315,21;315,21;315,21;315,21;315,21
19-03-2018;18 - 19;336,21;333,60;333,60;333,60;350,07;333,60;333,60;350,07;333,60;333,60;333,60;333,60;333,60;333,60;333,60;350,07;350,07
19-03-2018;19 - 20;312,68;312,68;312,68;312,68;312,68;312,68;312,68;312,68;312,68;312,68;312,68;312,68;312,68;312,68;312,68;312,68;312,68
19-03-2018;20 - 21;303,51;303,51;303,51;303,51;303,51;303,51;303,51;303,51;303,51;303,51;303,51;303,51;303,51;303,51;303,51;303,51;303,51
19-03-2018;21 - 22;297,93;297,93;297,93;297,93;297,93;297,93;297,93;297,93;297,93;297,93;297,93;297,93;297,93;297,93;297,93;297,93;297,93
19-03-2018;22 - 23;293,98;294,35;294,35;294,35;294,35;294,35;294,35;294,35;294,35;293,16;294,35;294,35;294,35;294,35;294,35;294,35;294,35
19-03-2018;23 - 00;279,16;278,26;278,26;278,26;278,26;278,26;278,26;278,26;279,38;279,38;279,38;279,38;279,38;278,26;278,26;278,26;278,26
20-03-2018;00 - 01;283,19;283,19;283,19;283,19;283,19;283,19;283,19;283,19;283,19;283,19;283,19;283,19;283,19;283,19;283,19;283,19;283,19
20-03-2018;01 - 02;277,68;277,68;277,68;277,68;277,68;277,68;277,68;277,68;277,68;277,68;277,68;277,68;277,68;277,68;277,68;277,68;277,68
20-03-2018;02 - 03;277,90;276,04;276,04;276,04;276,04;276,04;276,04;276,04;278,72;278,72;278,72;278,72;278,72;276,04;276,04;276,04;276,04
20-03-2018;03 - 04;276,26;272,54;272,54;272,54;272,54;272,54;272,54;272,54;278,05;278,05;278,05;278,05;278,05;272,54;272,54;272,54;272,54
20-03-2018;04 - 05;277,01;272,54;272,54;272,54;272,54;272,54;272,54;272,54;278,80;278,80;278,80;278,80;278,80;272,54;272,54;272,54;272,54
20-03-2018;05 - 06;286,99;286,99;286,99;286,99;286,99;286,99;283,71;286,99;286,99;286,99;286,99;286,99;286,99;286,99;286,99;286,99;286,99
20-03-2018;06 - 07;310,16;310,68;310,68;310,68;310,68;310,68;310,68;310,68;310,68;307,40;310,68;310,68;310,68;310,68;310,68;310,68;310,68
20-03-2018;07 - 08;371,38;372,05;372,05;372,05;372,05;372,05;372,05;372,05;372,05;372,05;372,05;372,05;372,05;372,05;372,05;372,05;372,05
20-03-2018;08 - 09;371,08;371,31;371,31;371,31;371,31;371,31;371,31;371,31;371,31;371,31;371,31;371,31;371,31;371,31;371,31;372,57;372,57
20-03-2018;09 - 10;322,22;323,41;323,41;323,41;323,41;323,41;319,91;323,41;323,41;317,53;323,41;323,41;323,41;323,41;323,41;372,87;372,87
20-03-2018;10 - 11;310,75;321,40;321,40;321,40;321,40;321,40;283,19;321,40;321,40;285,58;321,40;321,40;321,40;321,40;321,40;372,80;372,80
20-03-2018;11 - 12;306,06;317,01;317,01;317,01;317,01;317,01;283,71;317,01;317,01;284,83;317,01;317,01;317,01;317,01;317,01;372,50;372,50
20-03-2018;12 - 13;303,75;313,51;313,51;313,51;313,51;313,51;283,04;313,51;313,51;283,04;313,51;313,51;313,51;313,51;313,51;372,57;372,57
20-03-2018;13 - 14;303,00;310,75;310,75;310,75;310,75;310,75;284,53;310,75;310,75;284,53;310,75;310,75;310,75;310,75;310,75;350,75;350,75
20-03-2018;14 - 15;302,26;308,37;308,37;308,37;308,37;308,37;286,54;308,37;308,37;286,54;308,37;308,37;308,37;308,37;308,37;342,85;342,85
20-03-2018;15 - 16;300,84;307,03;307,03;307,03;307,03;307,03;285,87;307,03;307,03;285,87;307,03;307,03;307,03;307,03;307,03;307,03;307,03
20-03-2018;16 - 17;303,45;307,55;307,55;307,55;307,55;307,55;283,71;307,55;307,55;293,32;307,55;307,55;307,55;307,55;307,55;307,55;307,55
20-03-2018;17 - 18;343,00;342,56;342,56;342,56;342,56;342,56;350,97;342,56;342,56;342,56;342,56;342,56;342,56;342,56;342,56;342,56;342,56
20-03-2018;18 - 19;424,04;423,97;423,97;423,97;423,97;423,97;423,97;423,97;423,97;423,97;423,97;423,97;423,97;423,97;423,97;423,97;423,97
20-03-2018;19 - 20;473,58;471,94;471,94;471,94;471,94;471,94;473,13;473,13;471,94;471,94;471,94;471,94;471,94;471,94;471,94;471,94;471,94
20-03-2018;20 - 21;372,80;371,75;371,75;371,75;372,87;371,75;372,87;372,87;371,75;371,75;371,75;371,75;371,75;371,75;371,75;372,87;372,87
20-03-2018;21 - 22;343,08;342,33;342,33;342,33;342,33;342,33;342,33;342,33;342,33;342,33;342,33;342,33;342,33;342,33;342,33;342,33;342,33
20-03-2018;22 - 23;311,79;311,79;311,79;311,79;311,79;311,79;311,79;311,79;311,79;311,79;311,79;311,79;311,79;311,79;311,79;311,79;311,79
20-03-2018;23 - 00;294,96;294,96;294,96;294,96;294,96;294,96;294,96;294,96;294,96;294,96;294,96;294,96;294,96;294,96;294,96;294,96;294,96
21-03-2018;00 - 01;293,91;293,91;293,91;293,91;293,91;293,91;293,91;293,91;293,91;293,91;293,91;293,91;293,91;293,91;293,91;293,91;293,91
21-03-2018;01 - 02;293,02;293,02;293,02;293,02;293,02;293,02;293,02;293,02;293,02;293,02;293,02;293,02;293,02;293,02;293,02;293,02;293,02
21-03-2018;02 - 03;292,35;292,35;292,35;292,35;292,35;292,35;292,35;292,35;292,35;292,35;292,35;292,35;292,35;292,35;292,35;292,35;292,35
21-03-2018;03 - 04;290,41;290,41;290,41;290,41;290,41;290,41;290,41;290,41;290,41;290,41;290,41;290,41;290,41;290,41;290,41;290,41;290,41
21-03-2018;04 - 05;293,09;293,09;293,09;293,09;293,09;293,09;293,09;293,09;293,09;293,09;293,09;293,09;293,09;293,09;293,09;293,09;293,09
21-03-2018;05 - 06;300,84;300,84;300,84;300,84;300,84;300,84;300,84;300,84;300,84;300,84;300,84;300,84;300,84;300,84;300,84;300,84;300,84
21-03-2018;06 - 07;317,82;317,90;317,90;317,90;317,90;317,90;317,90;317,90;317,90;317,90;317,90;317,90;317,90;317,90;317,90;317,90;317,90
21-03-2018;07 - 08;374,43;372,72;372,72;372,72;387,54;372,72;380,09;387,54;372,72;372,72;372,72;372,72;372,72;372,72;372,72;387,54;387,54
21-03-2018;08 - 09;387,32;375,55;375,55;375,55;464,56;375,55;375,55;464,56;375,55;375,55;375,55;375,55;375,55;375,55;375,55;464,56;464,56
21-03-2018;09 - 10;367,13;355,74;355,74;355,74;427,69;355,74;355,74;427,69;355,74;355,74;355,74;355,74;355,74;355,74;355,74;427,69;427,69
