t,E,V,T,v
1440,23400.0,0.10203740795429848,58.47806863033589,0.0
1440,0.0,0.112,49.829294470927145,0.0
1441,0.0,0.1048,49.65929786187443,0.0
1442,0.0,0.10192000000000001,49.49000710913129,0.0
1443,0.0,0.10076800000000001,49.32141916222749,0.0
1444,0.0,0.10030720000000001,49.15353098387587,0.0
1445,120.0,0.16012288000000002,50.90933215320628,0.0
1446,240.0,0.18404915200000002,53.120908079543675,0.0
1447,360.0,0.1936196608,55.52199833706446,0.0
1448,480.0,0.19744786432,58.001625985627605,0.0
1449,600.0,0.19897914572800002,60.512088217908016,0.0
1450,600.0,0.13959165829120002,60.29566491796166,0.0
1451,600.0,0.11583666331648002,60.080148114649745,0.0
1452,600.0,0.10633466532659201,59.865533890402965,0.0
1453,600.0,0.10253386613063681,59.651818344582416,0.0
1454,600.0,0.10101354645225473,59.43899759340643,0.0
1455,600.0,0.1604054185809019,58.23058135988311,0.0
1456,600.0,0.18416216743236077,57.700673264629884,0.0
1457,600.0,0.19366486697294433,57.430373262421654,0.0
1458,600.0,0.19746594678917773,57.262028418046434,0.0
1459,600.0,0.1989863787156711,57.13420809620175,0.0
1460,600.0,0.2595945514862685,56.363662917947146,0.0
1461,600.0,0.2838378205945074,56.02241913676352,0.0
1462,600.0,0.293535128237803,55.84779394143132,0.0
1463,600.0,0.2974140512951212,55.73898943352097,0.0
1464,600.0,0.29896562051804854,55.65639895120201,0.0
1465,600.0,0.1795862482072194,55.46081622900208,0.0
1466,600.0,0.13183449928288776,55.26607874862672,0.0
1467,600.0,0.11273379971315511,55.07218285722903,0.0
1468,600.0,0.10509351988526205,54.879124917748456,0.0
1469,600.0,0.10203740795410482,54.686901308842586,0.0
1470,600.0,0.16081496318164193,53.64051691949,0.0
1471,600.0,0.18432598527265678,53.1791545582335,0.0
1472,600.0,0.19373039410906273,52.94170258364999,0.0
1473,600.0,0.1974921576436251,52.79218898364621,0.0
1474,600.0,0.19899686305745004,52.67762411478436,0.0
1475,720.0,0.25959874522298004,53.76437071391438,0.0
1476,840.0,0.28383949808919207,55.208319368631216,0.0
1477,960.0,0.29353579923567685,56.797824081453584,0.0
1478,1080.0,0.2974143196942708,58.44671286281493,0.0
1479,1200.0,0.29896572787770836,60.11909842232823,0.0
1480,1200.0,0.17958629115108335,59.90394132435826,0.0
1481,1200.0,0.13183451646043334,59.689685250929614,0.0
1482,1200.0,0.11273380658417334,59.47632630812151,0.0
1483,1200.0,0.10509352263366933,59.26386061884135,0.0
1484,1200.0,0.10203740905346774,59.05228432275202,0.0
1485,1200.0,0.2208149636213871,57.52758347996084,0.0
1486,1200.0,0.26832598544855485,56.90202946553512,0.0
1487,1200.0,0.28733039417942197,56.6158713798017,0.0
1488,1200.0,0.29493215767176884,56.46226950211144,0.0
1489,1200.0,0.29797286306870757,56.36117421103303,0.0
1490,1200.0,0.17918914522748303,56.16211352461755,0.0
1491,1200.0,0.13167565809099321,55.96391311060187,0.0
1492,1200.0,0.11267026323639728,55.76656925118207,0.0
1493,1200.0,0.10506810529455891,55.57007824462129,0.0
1494,1200.0,0.10202724211782357,55.37443640518034,0.0
1495,1200.0,0.16081089684712943,55.27703823411443,0.0
1496,1200.0,0.18432435873885178,55.17985052388804,0.0
1497,1200.0,0.19372974349554073,55.08287281973119,0.0
1498,1200.0,0.1974918973982163,54.98610466785658,0.0
1499,1200.0,0.19899675895928653,54.88954561545745,0.0
1500,1200.0,0.13959870358371462,54.696844805953525,0.0
1501,1200.0,0.11583948143348585,54.504947972570584,0.0
1502,1200.0,0.10633579257339434,54.313851640798006,0.0
1503,1200.0,0.10253431702935774,54.12355235114084,0.0
1504,1200.0,0.1010137268117431,53.93404665905488,0.0
1505,1200.0,0.16040549072469723,52.901535579266564,0.0
1506,1200.0,0.1841621962898789,52.4464593373409,1.0
1507,1200.0,0.19366487851595157,51.37258091094181,0.0
1508,1200.0,0.19746595140638062,51.228565637012956,0.0
1509,1200.0,0.19898638056255225,51.11804669434876,0.0
1510,1320.0,0.2595945522250209,52.23845035808688,0.0
1511,1440.0,0.2838378208900084,53.69677183329137,0.0
1512,1560.0,0.29353512835600337,55.293161447220925,0.0
1513,1680.0,0.2974140513424014,56.94597634422529,0.0
1514,1800.0,0.2989656205369606,58.62110984803783,0.0
1515,1800.0,0.17958624821478425,58.411850324622534,0.0
1516,1800.0,0.1318344992859137,58.20349514950238,0.0
1517,1800.0,0.11273379971436548,57.99604041439245,0.0
1518,1800.0,0.1050935198857462,57.78948222789811,0.0
1519,1800.0,0.10203740795429848,57.583816715442,0.0
1520,1800.0,0.1608149631817194,56.445175719757245,0.0
1521,1800.0,0.18432598527268776,55.94419930299456,0.0
1522,1800.0,0.1937303941090751,55.687302030681025,0.0
1523,1800.0,0.19749215764363004,55.52627660619217,0.0
1524,1800.0,0.198996863057452,55.403361959715674,0.0
1525,1800.0,0.13959874522298082,55.20800844530542,0.0
1526,1800.0,0.11583949808919233,55.01349918216184,0.0
1527,1800.0,0.10633579923567693,54.81983052171888,0.0
1528,1800.0,0.10253431969427078,54.62699883117834,0.0
1529,1800.0,0.10101372787770832,54.43500049344175,0.0
1530,1800.0,0.16040549115108332,53.386311858759846,0.0
1531,1800.0,0.18416219646043333,52.924271167055366,0.0
1532,1800.0,0.19366487858417333,52.686668674547235,0.0
1533,1800.0,0.19746595143366935,52.53720301896906,0.0
1534,1800.0,0.19898638057346774,52.422770055829396,0.0
1535,1920.0,0.2595945522293871,53.51475473207963,0.0
1536,2040.0,0.28383782089175486,54.960833440727924,0.0
1537,2160.0,0.293535128356702,56.55126676163641,0.0
1538,2280.0,0.29741405134268084,58.200615210244564,0.0
1539,2400.0,0.2989656205370724,59.87327958896426,0.0
1540,2400.0,0.17958624821482896,59.6586086149638,0.0
1541,2400.0,0.1318344992859316,59.44486537570242,0.0
1542,2400.0,0.11273379971437264,59.232045861826954,0.0
1543,2400.0,0.10509351988574905,59.02014608131132,0.0
1544,2400.0,0.10203740795429962,58.809162059381585,0.0
1545,2400.0,0.2208149631817199,57.29434158579173,0.0
1546,2400.0,0.268325985272688,56.67269192918284,0.0
1547,2400.0,0.28733039410907524,56.388180269722056,0.0
1548,2400.0,0.2949321576436301,56.235342188442836,0.0
1549,2400.0,0.2979728630574521,56.13466090507572,0.0
1550,2400.0,0.17918914522298085,55.93614696602298,0.0
1551,2400.0,0.13167565808919235,55.7384909365144,0.0
1552,2400.0,0.11267026323567694,55.54168910895751,0.0
1553,2400.0,0.10506810529427078,55.34573779178279,0.0
1554,2400.0,0.10202724211770832,55.15063330937441,0.0
1555,2400.0,0.16081089684708333,55.05350265568787,0.0
1556,2400.0,0.18432435873883335,54.956581884781414,0.0
1557,2400.0,0.19372974349553335,54.85987054313414,0.0
1558,2400.0,0.19749189739821335,54.76336817820514,0.0
1559,2400.0,0.19899675895928534,54.667074338431355,0.0
1560,2400.0,0.13959870358371415,54.47490280801961,0.0
1561,2400.0,0.11583948143348566,54.283561777424865,0.0
1562,2400.0,0.10633579257339426,54.09304765751015,0.0
1563,2400.0,0.10253431702935771,53.9033568746495,0.0
1564,2400.0,0.10101372681174309,53.71448587066097,0.0
1565,2400.0,0.16040549072469723,52.68885799003052,0.0
1566,2400.0,0.1841621962898789,52.236650614754716,0.0
1567,2400.0,0.19366487851595157,52.00381749178829,0.0
1568,2400.0,0.19746595140638062,51.85713166677633,0.0
1569,2400.0,0.19898638056255225,51.74468782021602,0.0
1570,2520.0,0.2595945522250209,52.851417269688014,0.0
1571,2640.0,0.2838378208900084,54.30383898233125,0.0
1572,2760.0,0.29353512835600337,55.89735310465875,0.0
1573,2880.0,0.2974140513424014,57.54849329355696,0.0
1574,3000.0,0.2989656205369606,59.22243605433209,0.0
1575,3000.0,0.17958624821478425,59.01057780412715,0.0
1576,3000.0,0.1318344992859137,58.79963513302828,0.0
1577,3000.0,0.11273379971436548,58.58960408421483,0.0
1578,3000.0,0.1050935198857462,58.38048071796617,0.0
1579,3000.0,0.10203740795429848,58.172261111587815,1.0
1580,3000.0,0.1608149631817194,57.06834319115907,0.0
1581,3000.0,0.18432598527268776,56.96706869342218,0.0
1582,3000.0,0.1937303941090751,56.86601303260576,0.0
1583,3000.0,0.19749215764363004,56.76517573584054,0.0
1584,3000.0,0.198996863057452,56.66455633127906,0.0
1585,3000.0,0.13959874522298082,56.463752364907755,0.0
1586,3000.0,0.11583949808919233,56.2638162047977,0.0
1587,3000.0,0.10633579923567693,56.06474410058618,0.0
1588,3000.0,0.10253431969427078,55.86653231811829,0.0
1589,3000.0,0.10101372787770832,55.66917713937684,0.0
1590,3000.0,0.16040549115108332,55.57092600089476,0.0
1591,3000.0,0.18416219646043333,55.47288716636934,0.0
1592,3000.0,0.19366487858417333,55.375060177047935,0.0
1593,3000.0,0.19746595143366935,55.277444575169184,0.0
1594,3000.0,0.19898638057346774,55.180039903960875,0.0
1595,3000.0,0.1395945522293871,54.9856515113147,0.0
1596,3000.0,0.11583782089175484,54.79210319900808,0.0
1597,3000.0,0.10633512835670195,54.59939133650028,0.0
1598,3000.0,0.10253405134268079,54.40751230894053,0.0
1599,3000.0,0.10101362053707232,54.21646251710022,0.0
1600,3000.0,0.16040544821482894,53.17476737424726,0.0
1601,3000.0,0.1841621792859316,52.71570882631985,0.0
1602,3000.0,0.19366487171437263,52.4795527763343,0.0
1603,3000.0,0.19746594868574907,52.33093021049822,0.0
1604,3000.0,0.19898637947429965,52.21710054273836,0.0
1605,3120.0,0.2595945517897199,53.31355745809327,0.0
1606,3240.0,0.283837820715888,54.761560064280914,0.0
1607,3360.0,0.2935351282863552,56.35292782374674,0.0
1608,3480.0,0.2974140513145421,58.002819725684276,0.0
1609,3600.0,0.2989656205258169,59.67587185102171,0.0
1610,3600.0,0.17958624821032676,59.46205400594147,0.0
1611,3600.0,0.1318344992841307,59.24916020866805,0.0
1612,3600.0,0.11273379971365229,59.03718646578198,0.0
1613,3600.0,0.10509351988546092,58.82612880112195,0.0
1614,3600.0,0.10203740795418437,58.6159832557103,0.0
1615,3600.0,0.22081496318167376,57.10912794279908,0.0
1616,3600.0,0.26832598527266954,56.490693068497734,0.0
1617,3600.0,0.28733039410906785,56.20760230956883,0.0
1618,3600.0,0.2949321576436272,56.05548423047558,0.0
1619,3600.0,0.2979728630574509,55.95524525661423,0.0
1620,3600.0,0.17918914522298038,55.75750669080693,0.0
1621,3600.0,0.13167565808919215,55.56062268364504,0.0
1622,3600.0,0.11267026323567686,55.364589542017555,0.0
1623,3600.0,0.10506810529427074,55.1694035887738,0.0
1624,3600.0,0.1020272421177083,54.9750611626545,0.0
1625,3600.0,0.16081089684708333,53.91901117509546,0.0
1626,3600.0,0.18432435873883335,53.453300457545,0.0
1627,3600.0,0.19372974349553335,53.213541996668035,0.0
1628,3600.0,0.19749189739821335,53.06253215623759,0.0
1629,3600.0,0.19899675895928534,52.94680176430797,0.0
1630,3720.0,0.2595987035837142,54.02745498296602,0.0
1631,3840.0,0.2838394814334857,55.46865742737789,0.0
1632,3960.0,0.2935357925733943,57.05672044645487,0.0
1633,4080.0,0.2974143170293577,58.704688552625704,0.0
1634,4200.0,0.2989657268117431,60.37636670863308,0.0
1635,4200.0,0.17958629072469726,60.1595215636723,0.0
1636,4200.0,0.1318345162898789,59.94361354947601,0.0
1637,4200.0,0.11273380651595157,59.728638616084645,0.0
1638,4200.0,0.10509352260638063,59.514592731041176,0.0
1639,4200.0,0.10203740904255226,59.301471879315486,0.0
1640,4200.0,0.2208149636170209,57.76635246407044,0.0
1641,4200.0,0.2683259854468084,57.136510043556186,0.0
1642,4200.0,0.2873303941787234,56.84837726700514,1.0
1643,4200.0,0.2949321576714894,56.051613584137286,0.0
1644,4200.0,0.2979728630685958,55.951384129217914,0.0
1645,4200.0,0.1791891452274383,55.75366224988643,0.0
1646,4200.0,0.13167565809097534,55.55679485708711,0.0
1647,4200.0,0.11267026323639014,55.36077825802058,0.0
1648,4200.0,0.10506810529455606,55.16560877584647,0.0
1649,4200.0,0.10202724211782242,54.971282749614474,0.0
1650,4200.0,0.16081089684712896,53.915352539186365,0.0
1651,4200.0,0.18432435873885158,53.44969295710902,0.0
1652,4200.0,0.19372974349554065,53.209959341656244,0.0
1653,4200.0,0.19749189739821627,53.058964015853675,0.0
1654,4200.0,0.1989967589592865,52.94324403233937,0.0
1655,4320.0,0.2595987035837146,54.023974605801804,0.0
1656,4440.0,0.28383948143348586,55.465210327574226,0.0
1657,4560.0,0.29353579257339435,57.0532895097618,0.0
1658,4680.0,0.2974143170293578,58.70126701632964,0.0
1659,4800.0,0.29896572681174316,60.37295187953599,0.0
1660,4800.0,0.17958629072469728,60.156121492301985,0.0
1661,4800.0,0.1318345162898789,59.94022817205461,0.0
1662,4800.0,0.11273380651595157,59.72526786910992,0.0
1663,4800.0,0.10509352260638063,59.51123655128533,0.0
1664,4800.0,0.10203740904255226,59.298130203823966,0.0
1665,4800.0,0.2208149636170209,57.7631485727539,0.0
1666,4800.0,0.2683259854468084,57.13337136637103,0.0
1667,4800.0,0.2873303941787234,56.845282301456784,0.0
1668,4800.0,0.2949321576714894,56.69065047008436,0.0
1669,4800.0,0.2979728630685958,56.58888790040127,0.0
1670,4800.0,0.1791891452274383,56.38855500248135,0.0
1671,4800.0,0.13167565809097534,56.189116686085235,0.0
1672,4800.0,0.11267026323639014,55.99056908513668,0.0
1673,4800.0,0.10506810529455606,55.79290835026727,0.0
1674,4800.0,0.10202724211782242,55.59613064874427,0.0
1675,4800.0,0.16081089684712896,55.49818140657149,0.0
1676,4800.0,0.18432435873885158,55.40045822153881,0.0
1677,4800.0,0.19372974349554065,55.3029606051753,0.0
1678,4800.0,0.19749189739821627,55.20568807006553,0.0
1679,4800.0,0.1989967589592865,55.10864012984728,0.0
1680,4800.0,0.13959870358371462,54.91499246857131,0.0
1681,4800.0,0.11583948143348585,54.72218168644653,0.0
1682,4800.0,0.10633579257339434,54.53020416676665,0.0
1683,4800.0,0.10253431702935774,54.339056308455554,0.0
1684,4800.0,0.1010137268117431,54.14873452599975,0.0
1685,4800.0,0.16040549072469723,53.10942418194749,0.0
1686,4800.0,0.1841621962898789,52.651503376142806,0.0
1687,4800.0,0.19366487851595157,52.41600889628238,0.0
1688,4800.0,0.19746595140638062,52.267861156801004,0.0
1689,4800.0,0.19898638056255225,52.15443206492074,0.0
1690,4920.0,0.2595945522250209,53.25239575657936,0.0
1691,5040.0,0.2838378208900084,54.70112726473757,0.0
1692,5160.0,0.29353512835600337,56.29292246423204,0.0
1693,5280.0,0.2974140513424014,57.94312283817586,0.0
1694,5400.0,0.2989656205369606,59.61643604533362,0.0
1695,5400.0,0.17958624821478425,59.403307227432194,0.0
1696,5400.0,0.1318344992859137,59.191099479597106,0.0
1697,5400.0,0.11273379971436548,58.97980882127766,0.0
1698,5400.0,0.1050935198857462,58.76943128912571,0.0
1699,5400.0,0.10203740795429848,58.559962936921394,0.0
1700,5400.0,0.2208149631817194,57.05556151264549,0.0
1701,5400.0,0.2683259852726878,56.43820045458943,0.0
1702,5400.0,0.2873303941090751,56.15566357101407,0.0
1703,5400.0,0.29493215764363007,56.00389663785944,0.0
1704,5400.0,0.2979728630574521,55.90392858431225,0.0
1705,5400.0,0.17918914522298085,55.70684395755818,0.0
1706,5400.0,0.13167565808919235,55.51061106334796,0.0
1707,5400.0,0.11267026323567694,55.31522622078401,0.0
1708,5400.0,0.10506810529427078,55.120685764876335,0.0
1709,5400.0,0.10202724211770832,54.926986046473765,0.0
1710,5400.0,0.16081089684708333,53.872676141322614,0.0
1711,5400.0,0.18432435873883335,53.40782911525889,0.0
1712,5400.0,0.19372974349553335,53.16859990563037,0.0
1713,5400.0,0.19749189739821335,53.0179882247707,0.0
1714,5400.0,0.19899675895928534,52.902603852307294,0.0
1715,5520.0,0.2595987035837142,53.98436210951604,0.0
1716,5640.0,0.2838394814334857,55.42612063844625,0.0
1717,5760.0,0.2935357925733943,57.01452716362501,0.0
1718,5880.0,0.2974143170293577,58.66275493014515,0.0
1719,6000.0,0.2989657268117431,60.334659343458064,0.0
1720,6000.0,0.17958629072469726,60.118426609402235,0.0
1721,6000.0,0.1318345162898789,59.90312835947982,0.0
1722,6000.0,0.11273380651595157,59.6887605551691,0.0
1723,6000.0,0.10509352260638063,59.47531917540143,0.0
1724,6000.0,0.10203740904255226,59.2628002164859,0.0
1725,6000.0,0.2208149636170209,57.72941936898455,0.0
1726,6000.0,0.2683259854468084,57.10037166098792,0.0
1727,6000.0,0.2873303941787234,56.81268428649473,0.0
1728,6000.0,0.2949321576714894,56.6583264855406,0.0
1729,6000.0,0.2979728630685958,56.55678746280493,0.0
1730,6000.0,0.1791891452274383,56.357025457925275,0.0
1731,6000.0,0.13167565809097534,56.15815556736441,0.0
1732,6000.0,0.11267026323639014,55.96017393570849,0.0
1733,6000.0,0.10506810529455606,55.763076724205455,0.0
1734,6000.0,0.10202724211782242,55.56686011069303,0.0
1735,6000.0,0.16081089684712896,55.46919020011001,0.0
1736,6000.0,0.18432435873885158,55.37174574307917,0.0
1737,6000.0,0.19372974349554065,55.2745262524338,0.0
1738,6000.0,0.19749189739821627,55.17753124205992,0.0
1739,6000.0,0.1989967589592865,55.080760226893936,0.0
