Date,Time,GHI,DIF,GTI,flagR,SE,SA,Temperature,WS,WD
20.12.2018,17:55,0,0,0,0,-11.63,69.28,9.5,1.1,326
20.12.2018,18:10,0,0,0,0,-14.45,71.31,9.5,0.6,279
20.12.2018,18:25,0,0,0,0,-17.30,73.31,9.4,0.8,285
20.12.2018,18:40,0,0,0,0,-20.17,75.30,9.3,0.9,292
20.12.2018,18:55,0,0,0,0,-23.08,77.28,9.3,1.1,298
20.12.2018,19:10,0,0,0,0,-26.00,79.27,9.2,1.3,302
20.12.2018,19:25,0,0,0,0,-28.95,81.27,9.1,1.4,305
20.12.2018,19:40,0,0,0,0,-31.91,83.29,9.0,1.5,308
20.12.2018,19:55,0,0,0,0,-34.88,85.36,9.0,1.6,310
20.12.2018,20:10,0,0,0,0,-37.87,87.49,8.9,1.7,312
20.12.2018,20:25,0,0,0,0,-40.86,89.69,8.9,1.8,315
20.12.2018,20:40,0,0,0,0,-43.85,91.99,8.8,1.8,317
20.12.2018,20:55,0,0,0,0,-46.83,94.42,8.7,1.9,320
20.12.2018,21:10,0,0,0,0,-49.81,97.02,8.7,1.9,322
20.12.2018,21:25,0,0,0,0,-52.76,99.83,8.6,1.9,323
20.12.2018,21:40,0,0,0,0,-55.70,102.91,8.5,1.9,323
20.12.2018,21:55,0,0,0,0,-58.59,106.34,8.4,1.9,323
20.12.2018,22:10,0,0,0,0,-61.43,110.23,8.3,1.8,323
20.12.2018,22:25,0,0,0,0,-64.19,114.71,8.2,1.8,323
20.12.2018,22:40,0,0,0,0,-66.85,119.99,8.1,1.8,323
20.12.2018,22:55,0,0,0,0,-69.36,126.33,8.0,1.8,323
20.12.2018,23:10,0,0,0,0,-71.64,134.04,8.0,1.8,323
20.12.2018,23:25,0,0,0,0,-73.62,143.49,8.1,2.2,328
20.12.2018,23:40,0,0,0,0,-75.15,154.96,8.1,2.6,332
20.12.2018,23:55,0,0,0,0,-76.10,168.31,8.2,2.9,335
21.12.2018,00:10,0,0,0,0,-76.35,-177.71,8.2,3.3,337
21.12.2018,00:25,0,0,0,0,-75.86,-163.50,7.8,3.0,337
21.12.2018,00:40,0,0,0,0,-74.69,-150.75,7.4,2.6,337
21.12.2018,00:55,0,0,0,0,-72.98,-139.99,7.0,2.3,336
21.12.2018,01:10,0,0,0,0,-70.89,-131.18,6.6,2.0,336
21.12.2018,01:25,0,0,0,0,-68.52,-123.98,6.4,1.8,335
21.12.2018,01:40,0,0,0,0,-65.95,-118.05,6.2,1.7,334
21.12.2018,01:55,0,0,0,0,-63.25,-113.07,6.1,1.6,333
21.12.2018,02:10,0,0,0,0,-60.46,-108.81,6.0,1.5,331
21.12.2018,02:25,0,0,0,0,-57.60,-105.09,5.9,1.4,327
21.12.2018,02:40,0,0,0,0,-54.69,-101.80,5.8,1.4,322
21.12.2018,02:55,0,0,0,0,-51.75,-98.82,5.7,1.4,317
21.12.2018,03:10,0,0,0,0,-48.78,-96.09,5.6,1.3,311
21.12.2018,03:25,0,0,0,0,-45.80,-93.55,5.6,1.3,312
21.12.2018,03:40,0,0,0,0,-42.82,-91.17,5.5,1.3,314
21.12.2018,03:55,0,0,0,0,-39.83,-88.91,5.4,1.3,315
21.12.2018,04:10,0,0,0,0,-36.84,-86.74,5.4,1.3,316
21.12.2018,04:25,0,0,0,0,-33.86,-84.63,5.3,1.3,317
21.12.2018,04:40,0,0,0,0,-30.89,-82.58,5.2,1.3,318
21.12.2018,04:55,0,0,0,0,-27.93,-80.57,5.2,1.4,319
21.12.2018,05:10,0,0,0,0,-24.99,-78.57,5.2,1.4,320
21.12.2018,05:25,0,0,0,0,-22.07,-76.59,5.2,1.5,315
21.12.2018,05:40,0,0,0,0,-19.18,-74.61,5.3,1.7,312
21.12.2018,05:55,0,0,0,0,-16.31,-72.62,5.4,1.9,309
21.12.2018,06:10,0,0,0,0,-13.48,-70.60,5.4,2.0,306
21.12.2018,06:25,0,0,0,0,-10.67,-68.56,5.3,1.9,308
21.12.2018,06:40,0,0,0,0,-7.86,-66.49,5.2,1.8,310
21.12.2018,06:55,0,0,0,0,-4.83,-64.37,5.1,1.6,313
21.12.2018,07:10,0,0,0,0,-1.02,-62.20,5.0,1.5,316
21.12.2018,07:25,0,0,0,3,0.67,-59.96,5.1,1.4,317
21.12.2018,07:40,29,16,111,3,2.95,-57.66,5.3,1.4,318
21.12.2018,07:55,67,25,216,3,5.35,-55.29,5.7,1.4,319
21.12.2018,08:10,108,34,295,1,7.72,-52.83,6.1,1.3,320
21.12.2018,08:25,149,34,380,1,10.04,-50.28,7.2,1.3,316
21.12.2018,08:40,190,40,441,1,12.28,-47.63,8.4,1.2,312
21.12.2018,08:55,230,44,508,1,14.43,-44.88,9.6,1.2,307
21.12.2018,09:10,272,48,571,1,16.48,-42.02,10.7,1.1,299
21.12.2018,09:25,308,51,624,1,18.42,-39.04,11.4,0.8,259
21.12.2018,09:40,342,53,673,1,20.24,-35.95,12.0,1.1,217
21.12.2018,09:55,370,55,713,1,21.92,-32.74,12.5,1.6,198
21.12.2018,10:10,403,58,760,1,23.46,-29.41,12.9,2.2,189
21.12.2018,10:25,428,59,795,1,24.85,-25.96,13.2,1.0,193
21.12.2018,10:40,452,61,829,1,26.08,-22.40,13.5,0.3,339
21.12.2018,10:55,472,63,856,1,27.12,-18.74,13.8,1.5,0
21.12.2018,11:10,488,64,879,1,27.99,-14.98,14.1,2.7,2
21.12.2018,11:25,501,64,896,1,28.67,-11.15,14.2,1.7,359
21.12.2018,11:40,509,65,908,1,29.15,-7.26,14.3,0.6,342
21.12.2018,11:55,515,65,916,1,29.42,-3.33,14.4,0.6,215
21.12.2018,12:10,515,65,915,1,29.49,0.62,14.6,1.7,197
21.12.2018,12:25,513,65,912,1,29.36,4.57,14.7,1.7,192
21.12.2018,12:40,506,65,903,1,29.02,8.49,14.9,1.7,187
21.12.2018,12:55,495,64,888,1,28.48,12.36,15.1,1.6,182
21.12.2018,13:10,479,63,864,1,27.74,16.17,15.3,1.6,177
21.12.2018,13:25,463,61,842,1,26.81,19.90,15.4,1.7,174
21.12.2018,13:40,442,60,813,1,25.71,23.53,15.4,1.7,172
21.12.2018,13:55,419,58,781,1,24.43,27.06,15.4,1.8,170
21.12.2018,14:10,391,56,743,1,22.99,30.47,15.4,1.9,169
21.12.2018,14:25,362,54,702,1,21.41,33.76,15.4,1.9,170
21.12.2018,14:40,330,51,656,1,19.68,36.94,15.3,2.0,171
21.12.2018,14:55,294,48,604,1,17.82,39.99,15.2,2.0,173
21.12.2018,15:10,255,45,546,1,15.85,42.93,15.1,2.0,174
21.12.2018,15:25,216,41,486,1,13.77,45.76,14.8,2.0,175
21.12.2018,15:40,177,38,421,1,11.59,48.47,14.5,1.9,177
21.12.2018,15:55,135,32,356,1,9.32,51.09,14.1,1.8,178
21.12.2018,16:10,93,30,270,3,6.98,53.61,13.6,1.8,180
21.12.2018,16:25,53,21,188,3,4.59,56.04,12.7,1.7,183
21.12.2018,16:40,17,17,16,3,2.20,58.39,11.6,1.6,187
21.12.2018,16:55,7,7,6,3,0.06,60.67,10.6,1.6,191
21.12.2018,17:10,0,0,0,0,-2.01,62.88,9.7,1.5,196
21.12.2018,17:25,0,0,0,0,-5.85,65.04,9.3,1.0,216
21.12.2018,17:40,0,0,0,0,-8.75,67.15,9.1,0.8,253
21.12.2018,17:55,0,0,0,0,-11.55,69.21,9.0,1.0,289
21.12.2018,18:10,0,0,0,0,-14.36,71.24,8.9,1.5,308
21.12.2018,18:25,0,0,0,0,-17.21,73.24,8.8,1.3,300
21.12.2018,18:40,0,0,0,0,-20.09,75.23,8.7,1.2,289
21.12.2018,18:55,0,0,0,0,-22.99,77.21,8.6,1.1,275
21.12.2018,19:10,0,0,0,0,-25.91,79.20,8.5,1.1,260
21.12.2018,19:25,0,0,0,0,-28.86,81.20,8.5,1.3,245
21.12.2018,19:40,0,0,0,0,-31.82,83.22,8.4,1.5,235
21.12.2018,19:55,0,0,0,0,-34.79,85.29,8.4,1.7,227
21.12.2018,20:10,0,0,0,0,-37.78,87.41,8.3,2.0,222
21.12.2018,20:25,0,0,0,0,-40.77,89.61,8.3,1.7,232
21.12.2018,20:40,0,0,0,0,-43.76,91.91,8.3,1.6,246
21.12.2018,20:55,0,0,0,0,-46.74,94.33,8.2,1.5,262
21.12.2018,21:10,0,0,0,0,-49.72,96.92,8.2,1.5,279
21.12.2018,21:25,0,0,0,0,-52.68,99.73,8.1,1.6,279
21.12.2018,21:40,0,0,0,0,-55.61,102.80,8.1,1.6,280
21.12.2018,21:55,0,0,0,0,-58.50,106.21,8.0,1.6,280
21.12.2018,22:10,0,0,0,0,-61.35,110.08,8.0,1.6,279
21.12.2018,22:25,0,0,0,0,-64.11,114.55,7.9,1.6,279
21.12.2018,22:40,0,0,0,0,-66.77,119.80,7.9,1.7,279
21.12.2018,22:55,0,0,0,0,-69.29,126.09,7.8,1.7,280
21.12.2018,23:10,0,0,0,0,-71.58,133.76,7.8,1.7,280
21.12.2018,23:25,0,0,0,0,-73.57,143.15,7.7,1.7,283
21.12.2018,23:40,0,0,0,0,-75.12,154.56,7.5,1.6,287
21.12.2018,23:55,0,0,0,0,-76.09,167.86,7.3,1.6,291
22.12.2018,00:10,0,0,0,0,-76.35,-178.16,7.1,1.5,295
22.12.2018,00:25,0,0,0,0,-75.88,-163.93,6.9,1.5,294
22.12.2018,00:40,0,0,0,0,-74.73,-151.12,6.7,1.4,292
22.12.2018,00:55,0,0,0,0,-73.04,-140.30,6.5,1.4,290
22.12.2018,01:10,0,0,0,0,-70.96,-131.43,6.3,1.3,288
22.12.2018,01:25,0,0,0,0,-68.59,-124.19,6.1,1.3,287
22.12.2018,01:40,0,0,0,0,-66.03,-118.22,6.0,1.3,286
22.12.2018,01:55,0,0,0,0,-63.34,-113.22,6.0,1.3,285
22.12.2018,02:10,0,0,0,0,-60.55,-108.94,5.9,1.2,283
22.12.2018,02:25,0,0,0,0,-57.69,-105.21,5.8,1.3,285
22.12.2018,02:40,0,0,0,0,-54.78,-101.90,5.8,1.3,286
22.12.2018,02:55,0,0,0,0,-51.84,-98.91,5.7,1.3,287
22.12.2018,03:10,0,0,0,0,-48.88,-96.17,5.7,1.3,289
22.12.2018,03:25,0,0,0,0,-45.90,-93.63,5.6,1.3,290
22.12.2018,03:40,0,0,0,0,-42.91,-91.25,5.6,1.3,292
22.12.2018,03:55,0,0,0,0,-39.92,-88.98,5.5,1.2,293
22.12.2018,04:10,0,0,0,0,-36.93,-86.80,5.4,1.2,295
22.12.2018,04:25,0,0,0,0,-33.95,-84.70,5.4,1.2,295
22.12.2018,04:40,0,0,0,0,-30.98,-82.65,5.3,1.2,296
22.12.2018,04:55,0,0,0,0,-28.02,-80.63,5.3,1.2,296
22.12.2018,05:10,0,0,0,0,-25.08,-78.64,5.2,1.2,297
22.12.2018,05:25,0,0,0,0,-22.16,-76.65,5.1,1.2,302
22.12.2018,05:40,0,0,0,0,-19.27,-74.67,5.0,1.2,308
22.12.2018,05:55,0,0,0,0,-16.40,-72.68,4.9,1.2,314
22.12.2018,06:10,0,0,0,0,-13.56,-70.67,4.8,1.2,319
22.12.2018,06:25,0,0,0,0,-10.75,-68.63,4.8,1.3,318
22.12.2018,06:40,0,0,0,0,-7.95,-66.55,4.8,1.3,316
22.12.2018,06:55,0,0,0,0,-4.94,-64.44,4.9,1.3,314
22.12.2018,07:10,0,0,0,0,-1.09,-62.26,4.9,1.4,313
22.12.2018,07:25,0,0,0,3,0.61,-60.03,5.1,1.3,314
22.12.2018,07:40,28,18,92,3,2.87,-57.74,5.3,1.3,315
22.12.2018,07:55,65,27,209,3,5.27,-55.36,5.6,1.3,316
22.12.2018,08:10,106,37,288,1,7.65,-52.91,6.1,1.3,317
22.12.2018,08:25,148,38,370,1,9.97,-50.36,7.2,1.3,317
22.12.2018,08:40,189,44,435,1,12.21,-47.71,8.5,1.3,318
22.12.2018,08:55,227,47,494,1,14.37,-44.97,9.8,1.2,318
22.12.2018,09:10,269,52,558,1,16.42,-42.11,11.0,1.2,318
22.12.2018,09:25,306,55,614,1,18.36,-39.14,11.8,1.1,319
22.12.2018,09:40,343,59,668,1,20.18,-36.05,12.4,0.9,320
22.12.2018,09:55,372,60,713,1,21.87,-32.84,13.0,0.7,322
22.12.2018,10:10,400,62,751,1,23.42,-29.51,13.6,0.6,325
22.12.2018,10:25,433,67,801,1,24.81,-26.07,14.0,0.3,335
22.12.2018,10:40,454,67,829,1,26.04,-22.51,14.4,0.1,75
22.12.2018,10:55,473,69,856,1,27.10,-18.85,14.8,0.4,122
22.12.2018,11:10,490,70,879,1,27.97,-15.10,15.1,0.6,129
22.12.2018,11:25,500,70,892,1,28.65,-11.27,15.4,0.6,135
22.12.2018,11:40,508,71,904,1,29.13,-7.38,15.6,0.6,143
22.12.2018,11:55,516,72,915,1,29.42,-3.45,15.8,0.5,151
22.12.2018,12:10,518,72,917,1,29.49,0.50,16.0,0.5,159
22.12.2018,12:25,517,72,916,1,29.36,4.44,16.2,0.7,154
22.12.2018,12:40,507,71,902,1,29.03,8.37,16.4,0.9,151
22.12.2018,12:55,497,70,888,1,28.50,12.24,16.6,1.0,149
22.12.2018,13:10,482,69,867,1,27.77,16.05,16.8,1.2,147
22.12.2018,13:25,465,67,844,1,26.85,19.78,16.9,1.3,147
22.12.2018,13:40,445,66,816,1,25.75,23.42,16.9,1.3,147
22.12.2018,13:55,421,64,782,1,24.48,26.95,16.9,1.4,147
22.12.2018,14:10,394,62,745,1,23.04,30.36,16.9,1.5,147
22.12.2018,14:25,364,59,702,1,21.46,33.66,16.8,1.5,149
22.12.2018,14:40,337,60,661,1,19.74,36.84,16.7,1.5,151
22.12.2018,14:55,293,53,592,1,17.88,39.90,16.6,1.6,153
22.12.2018,15:10,246,50,516,1,15.91,42.84,16.5,1.6,155
22.12.2018,15:25,208,46,458,1,13.83,45.67,16.1,1.5,157
22.12.2018,15:40,173,41,407,1,11.66,48.39,15.7,1.3,159
22.12.2018,15:55,142,40,361,1,9.39,51.01,15.2,1.2,162
22.12.2018,16:10,93,34,258,3,7.06,53.53,14.6,1.1,166
22.12.2018,16:25,53,23,179,3,4.67,55.97,13.4,1.0,170
22.12.2018,16:40,17,17,17,3,2.28,58.32,12.2,0.9,175
22.12.2018,16:55,7,7,7,3,0.12,60.60,11.0,0.8,181
22.12.2018,17:10,0,0,0,0,-1.88,62.82,10.0,0.7,189
22.12.2018,17:25,0,0,0,0,-5.76,64.97,9.6,0.6,195
22.12.2018,17:40,0,0,0,0,-8.66,67.08,9.3,0.4,209
22.12.2018,17:55,0,0,0,0,-11.46,69.15,9.2,0.2,240
22.12.2018,18:10,0,0,0,0,-14.28,71.18,9.1,0.3,289
22.12.2018,18:25,0,0,0,0,-17.12,73.18,9.1,0.3,314
22.12.2018,18:40,0,0,0,0,-20.00,75.17,9.0,0.4,328
22.12.2018,18:55,0,0,0,0,-22.90,77.15,8.9,0.6,336
22.12.2018,19:10,0,0,0,0,-25.82,79.14,8.8,0.7,341
22.12.2018,19:25,0,0,0,0,-28.77,81.14,8.7,0.7,342
22.12.2018,19:40,0,0,0,0,-31.73,83.16,8.6,0.7,344
22.12.2018,19:55,0,0,0,0,-34.70,85.22,8.5,0.7,345
22.12.2018,20:10,0,0,0,0,-37.68,87.34,8.4,0.7,346
22.12.2018,20:25,0,0,0,0,-40.67,89.54,8.3,0.7,345
22.12.2018,20:40,0,0,0,0,-43.66,91.83,8.2,0.7,345
22.12.2018,20:55,0,0,0,0,-46.65,94.26,8.1,0.7,344
22.12.2018,21:10,0,0,0,0,-49.62,96.84,8.0,0.8,344
22.12.2018,21:25,0,0,0,0,-52.58,99.63,7.9,0.8,344
22.12.2018,21:40,0,0,0,0,-55.52,102.70,7.9,0.8,345
22.12.2018,21:55,0,0,0,0,-58.41,106.10,7.8,0.8,345
22.12.2018,22:10,0,0,0,0,-61.26,109.96,7.7,0.9,346
22.12.2018,22:25,0,0,0,0,-64.03,114.40,7.6,0.9,345
22.12.2018,22:40,0,0,0,0,-66.69,119.62,7.6,0.9,345
22.12.2018,22:55,0,0,0,0,-69.21,125.88,7.5,0.9,345
22.12.2018,23:10,0,0,0,0,-71.51,133.49,7.4,1.0,345
22.12.2018,23:25,0,0,0,0,-73.51,142.83,7.3,1.1,342
22.12.2018,23:40,0,0,0,0,-75.08,154.17,7.2,1.3,340
22.12.2018,23:55,0,0,0,0,-76.07,167.42,7.1,1.4,338
23.12.2018,00:10,0,0,0,0,-76.34,-178.62,7.0,1.6,336
23.12.2018,00:25,0,0,0,0,-75.90,-164.37,6.8,1.6,336
23.12.2018,00:40,0,0,0,0,-74.77,-151.51,6.7,1.6,335
23.12.2018,00:55,0,0,0,0,-73.10,-140.62,6.5,1.6,334
23.12.2018,01:10,0,0,0,0,-71.02,-131.70,6.4,1.6,334
23.12.2018,01:25,0,0,0,0,-68.66,-124.41,6.3,1.5,335
23.12.2018,01:40,0,0,0,0,-66.11,-118.41,6.2,1.5,337
23.12.2018,01:55,0,0,0,0,-63.42,-113.37,6.1,1.4,339
23.12.2018,02:10,0,0,0,0,-60.63,-109.07,6.0,1.4,341
23.12.2018,02:25,0,0,0,0,-57.77,-105.33,5.9,1.3,345
23.12.2018,02:40,0,0,0,0,-54.87,-102.01,5.8,1.2,350
23.12.2018,02:55,0,0,0,0,-51.93,-99.01,5.6,1.1,356
23.12.2018,03:10,0,0,0,0,-48.96,-96.27,5.5,1.0,3
23.12.2018,03:25,0,0,0,0,-45.99,-93.72,5.4,1.0,6
23.12.2018,03:40,0,0,0,0,-43.00,-91.33,5.3,0.9,9
23.12.2018,03:55,0,0,0,0,-40.01,-89.06,5.1,0.8,13
23.12.2018,04:10,0,0,0,0,-37.02,-86.88,5.0,0.8,18
23.12.2018,04:25,0,0,0,0,-34.04,-84.77,4.9,0.8,20
23.12.2018,04:40,0,0,0,0,-31.07,-82.72,4.8,0.7,22
23.12.2018,04:55,0,0,0,0,-28.11,-80.70,4.6,0.7,25
23.12.2018,05:10,0,0,0,0,-25.17,-78.71,4.5,0.7,28
23.12.2018,05:25,0,0,0,0,-22.25,-76.72,4.4,0.7,35
23.12.2018,05:40,0,0,0,0,-19.35,-74.74,4.4,0.7,41
23.12.2018,05:55,0,0,0,0,-16.49,-72.75,4.3,0.7,46
23.12.2018,06:10,0,0,0,0,-13.65,-70.74,4.2,0.8,50
23.12.2018,06:25,0,0,0,0,-10.84,-68.70,4.2,0.8,39
23.12.2018,06:40,0,0,0,0,-8.03,-66.63,4.2,0.8,27
23.12.2018,06:55,0,0,0,0,-5.04,-64.51,4.2,0.9,17
23.12.2018,07:10,0,0,0,0,-1.16,-62.34,4.3,1.0,9
23.12.2018,07:25,0,0,0,3,0.55,-60.11,4.5,1.4,6
23.12.2018,07:40,27,18,93,3,2.81,-57.81,4.9,1.7,4
23.12.2018,07:55,67,27,214,3,5.20,-55.44,5.3,2.0,4
23.12.2018,08:10,103,40,272,1,7.58,-52.99,5.9,2.3,3
23.12.2018,08:25,145,41,358,1,9.91,-50.45,7.1,2.1,3
23.12.2018,08:40,188,48,428,1,12.15,-47.80,8.4,1.7,4
23.12.2018,08:55,230,54,495,1,14.31,-45.06,9.8,1.4,5
23.12.2018,09:10,268,57,553,1,16.37,-42.21,11.0,1.1,7
23.12.2018,09:25,303,60,605,1,18.31,-39.24,12.0,1.0,9
23.12.2018,09:40,341,64,660,1,20.14,-36.15,12.8,1.0,11
23.12.2018,09:55,373,67,707,1,21.83,-32.95,13.5,0.9,13
23.12.2018,10:10,401,69,747,1,23.38,-29.62,14.2,0.9,15
23.12.2018,10:25,430,72,788,1,24.78,-26.18,14.7,1.0,20
23.12.2018,10:40,453,74,820,1,26.01,-22.63,15.1,1.2,23
23.12.2018,10:55,474,76,849,1,27.07,-18.97,15.4,1.3,26
23.12.2018,11:10,491,77,873,1,27.95,-15.22,15.8,1.5,28
23.12.2018,11:25,504,78,895,1,28.64,-11.39,15.9,1.3,42
23.12.2018,11:40,511,78,905,1,29.13,-7.50,16.0,1.3,57
23.12.2018,11:55,518,79,916,1,29.42,-3.58,16.1,1.3,74
23.12.2018,12:10,519,79,916,1,29.50,0.37,16.2,1.4,88
23.12.2018,12:25,517,79,914,1,29.38,4.32,16.4,1.4,91
23.12.2018,12:40,509,78,903,1,29.05,8.24,16.6,1.4,94
23.12.2018,12:55,498,77,887,1,28.52,12.12,16.8,1.3,97
23.12.2018,13:10,483,76,861,1,27.80,15.94,17.0,1.3,100
23.12.2018,13:25,466,74,838,1,26.89,19.67,17.1,1.3,103
23.12.2018,13:40,446,73,810,1,25.79,23.31,17.2,1.4,106
23.12.2018,13:55,422,70,777,1,24.53,26.84,17.2,1.4,109
23.12.2018,14:10,396,68,739,1,23.10,30.26,17.2,1.5,111
23.12.2018,14:25,364,65,694,1,21.52,33.56,17.1,1.5,112
23.12.2018,14:40,329,62,643,1,19.80,36.75,17.1,1.5,114
23.12.2018,14:55,293,58,589,1,17.95,39.81,16.9,1.5,115
23.12.2018,15:10,261,56,543,1,15.98,42.76,16.8,1.4,116
23.12.2018,15:25,216,50,471,1,13.91,45.59,16.3,1.3,116
23.12.2018,15:40,172,45,399,1,11.73,48.31,15.8,1.1,117
23.12.2018,15:55,137,39,345,1,9.47,50.93,15.1,0.9,118
23.12.2018,16:10,97,35,271,3,7.14,53.46,14.4,0.8,119
23.12.2018,16:25,56,24,187,3,4.75,55.90,13.1,0.6,116
23.12.2018,16:40,19,19,19,3,2.36,58.26,11.9,0.5,112
23.12.2018,16:55,8,8,7,3,0.18,60.54,10.7,0.4,104
23.12.2018,17:10,0,0,0,0,-1.75,62.76,9.6,0.3,90
23.12.2018,17:25,0,0,0,0,-5.65,64.91,9.3,0.1,109
23.12.2018,17:40,0,0,0,0,-8.57,67.02,9.2,0.1,166
23.12.2018,17:55,0,0,0,0,-11.37,69.09,9.2,0.2,210
23.12.2018,18:10,0,0,0,0,-14.18,71.12,9.2,0.3,223
23.12.2018,18:25,0,0,0,0,-17.03,73.13,9.1,0.2,205
23.12.2018,18:40,0,0,0,0,-19.90,75.12,9.0,0.2,181
23.12.2018,18:55,0,0,0,0,-22.80,77.10,8.8,0.2,157
23.12.2018,19:10,0,0,0,0,-25.73,79.08,8.7,0.3,139
23.12.2018,19:25,0,0,0,0,-28.67,81.08,8.5,0.1,131
23.12.2018,19:40,0,0,0,0,-31.63,83.10,8.4,0.1,341
23.12.2018,19:55,0,0,0,0,-34.60,85.17,8.3,0.2,328
23.12.2018,20:10,0,0,0,0,-37.59,87.29,8.2,0.4,326
23.12.2018,20:25,0,0,0,0,-40.57,89.48,8.1,0.5,328
23.12.2018,20:40,0,0,0,0,-43.56,91.77,8.0,0.5,329
23.12.2018,20:55,0,0,0,0,-46.55,94.19,7.9,0.6,331
23.12.2018,21:10,0,0,0,0,-49.53,96.77,7.8,0.6,332
23.12.2018,21:25,0,0,0,0,-52.49,99.56,7.7,0.6,330
23.12.2018,21:40,0,0,0,0,-55.42,102.61,7.6,0.6,327
23.12.2018,21:55,0,0,0,0,-58.32,106.00,7.5,0.6,324
23.12.2018,22:10,0,0,0,0,-61.16,109.84,7.4,0.6,322
23.12.2018,22:25,0,0,0,0,-63.94,114.27,7.4,0.7,317
23.12.2018,22:40,0,0,0,0,-66.61,119.46,7.3,0.7,312
23.12.2018,22:55,0,0,0,0,-69.13,125.68,7.2,0.7,307
23.12.2018,23:10,0,0,0,0,-71.44,133.25,7.1,0.7,303
23.12.2018,23:25,0,0,0,0,-73.45,142.53,7.0,0.8,305
23.12.2018,23:40,0,0,0,0,-75.03,153.80,6.8,1.0,306
23.12.2018,23:55,0,0,0,0,-76.04,166.99,6.7,1.1,307
24.12.2018,00:10,0,0,0,0,-76.33,-179.08,6.5,1.2,307
24.12.2018,00:25,0,0,0,0,-75.91,-164.82,6.5,1.3,306
24.12.2018,00:40,0,0,0,0,-74.80,-151.90,6.4,1.4,305
24.12.2018,00:55,0,0,0,0,-73.14,-140.96,6.4,1.4,304
24.12.2018,01:10,0,0,0,0,-71.08,-131.98,6.4,1.5,303
24.12.2018,01:25,0,0,0,0,-68.73,-124.65,6.3,1.4,301
24.12.2018,01:40,0,0,0,0,-66.18,-118.61,6.2,1.4,300
24.12.2018,01:55,0,0,0,0,-63.49,-113.55,6.1,1.3,299
24.12.2018,02:10,0,0,0,0,-60.71,-109.23,6.0,1.3,297
24.12.2018,02:25,0,0,0,0,-57.86,-105.46,5.9,1.2,298
24.12.2018,02:40,0,0,0,0,-54.95,-102.13,5.8,1.1,298
24.12.2018,02:55,0,0,0,0,-52.01,-99.12,5.7,1.0,299
24.12.2018,03:10,0,0,0,0,-49.05,-96.37,5.6,0.9,299
24.12.2018,03:25,0,0,0,0,-46.07,-93.82,5.5,0.9,304
24.12.2018,03:40,0,0,0,0,-43.08,-91.42,5.4,0.9,308
24.12.2018,03:55,0,0,0,0,-40.09,-89.15,5.4,0.9,313
24.12.2018,04:10,0,0,0,0,-37.11,-86.96,5.3,0.9,317
24.12.2018,04:25,0,0,0,0,-34.12,-84.85,5.2,0.9,322
24.12.2018,04:40,0,0,0,0,-31.15,-82.80,5.2,0.9,326
24.12.2018,04:55,0,0,0,0,-28.19,-80.78,5.1,1.0,330
24.12.2018,05:10,0,0,0,0,-25.25,-78.78,5.1,1.0,334
24.12.2018,05:25,0,0,0,0,-22.33,-76.80,5.1,1.2,331
24.12.2018,05:40,0,0,0,0,-19.44,-74.82,5.2,1.3,329
24.12.2018,05:55,0,0,0,0,-16.57,-72.83,5.2,1.4,328
24.12.2018,06:10,0,0,0,0,-13.73,-70.82,5.3,1.6,327
24.12.2018,06:25,0,0,0,0,-10.91,-68.78,5.3,1.6,329
24.12.2018,06:40,0,0,0,0,-8.11,-66.71,5.3,1.6,330
24.12.2018,06:55,0,0,0,0,-5.13,-64.59,5.3,1.5,332
24.12.2018,07:10,0,0,0,0,-1.23,-62.42,5.4,1.5,334
24.12.2018,07:25,10,10,23,3,0.49,-60.19,5.6,1.0,324
24.12.2018,07:40,23,18,60,3,2.74,-57.90,5.8,0.6,298
24.12.2018,07:55,59,30,174,3,5.14,-55.53,6.1,0.6,245
24.12.2018,08:10,97,43,246,3,7.52,-53.08,6.6,0.9,212
24.12.2018,08:25,134,52,311,1,9.85,-50.54,7.7,0.5,228
24.12.2018,08:40,165,59,356,1,12.10,-47.90,8.9,0.3,277
24.12.2018,08:55,206,65,427,1,14.26,-45.16,10.2,0.5,328
24.12.2018,09:10,238,72,474,1,16.32,-42.31,11.5,0.9,345
24.12.2018,09:25,292,73,570,1,18.27,-39.34,12.9,0.9,346
24.12.2018,09:40,323,72,619,1,20.09,-36.26,14.2,0.8,346
24.12.2018,09:55,354,76,664,1,21.79,-33.06,15.5,0.8,345
24.12.2018,10:10,375,89,683,1,23.35,-29.74,16.6,0.7,345
24.12.2018,10:25,420,93,758,1,24.75,-26.30,17.0,0.5,349
24.12.2018,10:40,440,83,791,1,25.99,-22.75,17.3,0.4,356
24.12.2018,10:55,464,85,827,1,27.06,-19.09,17.6,0.2,13
24.12.2018,11:10,487,87,863,1,27.94,-15.34,17.8,0.1,55
24.12.2018,11:25,498,88,876,1,28.64,-11.52,18.0,0.3,8
24.12.2018,11:40,505,89,886,1,29.13,-7.63,18.2,0.6,358
24.12.2018,11:55,513,89,898,1,29.43,-3.70,18.4,0.8,354
24.12.2018,12:10,515,89,900,1,29.52,0.25,18.7,1.1,352
24.12.2018,12:25,513,89,898,1,29.40,4.20,19.0,0.8,360
24.12.2018,12:40,502,88,881,1,29.08,8.12,19.2,0.5,18
24.12.2018,12:55,492,87,867,1,28.56,12.01,19.5,0.4,62
24.12.2018,13:10,478,86,847,1,27.84,15.82,19.7,0.5,106
