Date,Time,GHI,DIF,GTI,flagR,SE,SA,Temperature,WS,WD
24.12.2018,13:25,460,84,820,1,26.93,19.56,19.7,0.5,107
24.12.2018,13:40,443,87,797,1,25.84,23.20,19.7,0.6,107
24.12.2018,13:55,410,95,739,1,24.58,26.74,19.7,0.6,107
24.12.2018,14:10,361,94,656,1,23.16,30.16,19.6,0.6,109
24.12.2018,14:25,342,79,639,1,21.58,33.47,19.5,0.8,126
24.12.2018,14:40,307,77,586,1,19.87,36.66,19.3,0.9,138
24.12.2018,14:55,267,76,517,1,18.02,39.72,19.1,1.1,146
24.12.2018,15:10,237,67,478,1,16.06,42.67,18.8,1.2,151
24.12.2018,15:25,197,64,412,1,13.99,45.51,18.2,0.7,134
24.12.2018,15:40,173,61,378,1,11.82,48.24,17.5,0.5,77
24.12.2018,15:55,132,48,316,1,9.56,50.86,16.6,0.8,27
24.12.2018,16:10,94,40,247,3,7.22,53.39,15.7,1.3,12
24.12.2018,16:25,54,27,169,3,4.83,55.84,14.5,1.0,14
24.12.2018,16:40,19,19,18,3,2.44,58.19,13.2,0.6,18
24.12.2018,16:55,8,8,7,3,0.24,60.48,11.9,0.2,36
24.12.2018,17:10,0,0,0,0,-1.62,62.70,10.9,0.2,155
24.12.2018,17:25,0,0,0,0,-5.54,64.86,10.5,0.0,120
24.12.2018,17:40,0,0,0,0,-8.47,66.97,10.3,0.2,355
24.12.2018,17:55,0,0,0,0,-11.27,69.04,10.1,0.4,350
24.12.2018,18:10,0,0,0,0,-14.08,71.07,10.0,0.6,349
24.12.2018,18:25,0,0,0,0,-16.93,73.08,10.0,0.7,349
24.12.2018,18:40,0,0,0,0,-19.80,75.07,10.0,0.9,349
24.12.2018,18:55,0,0,0,0,-22.70,77.05,9.9,1.0,349
24.12.2018,19:10,0,0,0,0,-25.62,79.04,9.8,1.1,349
24.12.2018,19:25,0,0,0,0,-28.57,81.03,9.7,1.1,350
24.12.2018,19:40,0,0,0,0,-31.53,83.06,9.6,1.1,350
24.12.2018,19:55,0,0,0,0,-34.50,85.12,9.5,1.1,351
24.12.2018,20:10,0,0,0,0,-37.48,87.24,9.4,1.1,353
24.12.2018,20:25,0,0,0,0,-40.47,89.43,9.3,1.1,355
24.12.2018,20:40,0,0,0,0,-43.46,91.72,9.2,1.1,357
24.12.2018,20:55,0,0,0,0,-46.45,94.13,9.1,1.1,359
24.12.2018,21:10,0,0,0,0,-49.43,96.71,9.0,1.1,1
24.12.2018,21:25,0,0,0,0,-52.39,99.49,8.9,1.0,2
24.12.2018,21:40,0,0,0,0,-55.32,102.53,8.7,1.0,3
24.12.2018,21:55,0,0,0,0,-58.22,105.92,8.6,0.9,5
24.12.2018,22:10,0,0,0,0,-61.07,109.74,8.4,0.8,7
24.12.2018,22:25,0,0,0,0,-63.84,114.15,8.3,0.8,8
24.12.2018,22:40,0,0,0,0,-66.51,119.32,8.2,0.8,10
24.12.2018,22:55,0,0,0,0,-69.04,125.50,8.1,0.7,12
24.12.2018,23:10,0,0,0,0,-71.36,133.02,7.9,0.7,13
24.12.2018,23:25,0,0,0,0,-73.38,142.24,7.7,0.4,349
24.12.2018,23:40,0,0,0,0,-74.97,153.44,7.5,0.3,293
24.12.2018,23:55,0,0,0,0,-76.00,166.57,7.3,0.6,257
25.12.2018,00:10,0,0,0,0,-76.31,-179.53,7.1,0.9,245
25.12.2018,00:25,0,0,0,0,-75.91,-165.27,7.0,0.8,265
25.12.2018,00:40,0,0,0,0,-74.82,-152.32,6.9,0.8,289
25.12.2018,00:55,0,0,0,0,-73.18,-141.32,6.8,0.9,310
25.12.2018,01:10,0,0,0,0,-71.13,-132.28,6.8,1.1,325
25.12.2018,01:25,0,0,0,0,-68.79,-124.91,6.8,1.0,330
25.12.2018,01:40,0,0,0,0,-66.25,-118.83,6.7,1.0,334
25.12.2018,01:55,0,0,0,0,-63.57,-113.74,6.7,0.9,339
25.12.2018,02:10,0,0,0,0,-60.78,-109.39,6.6,0.9,344
25.12.2018,02:25,0,0,0,0,-57.93,-105.61,6.6,0.8,353
25.12.2018,02:40,0,0,0,0,-55.03,-102.26,6.6,0.8,3
25.12.2018,02:55,0,0,0,0,-52.09,-99.25,6.6,0.8,12
25.12.2018,03:10,0,0,0,0,-49.13,-96.48,6.5,0.9,21
25.12.2018,03:25,0,0,0,0,-46.15,-93.93,6.5,1.0,24
25.12.2018,03:40,0,0,0,0,-43.17,-91.52,6.6,1.2,26
25.12.2018,03:55,0,0,0,0,-40.18,-89.24,6.6,1.3,27
25.12.2018,04:10,0,0,0,0,-37.19,-87.06,6.6,1.5,29
25.12.2018,04:25,0,0,0,0,-34.21,-84.94,6.6,1.4,32
25.12.2018,04:40,0,0,0,0,-31.23,-82.89,6.6,1.3,36
25.12.2018,04:55,0,0,0,0,-28.27,-80.87,6.6,1.3,41
25.12.2018,05:10,0,0,0,0,-25.33,-78.87,6.6,1.2,45
25.12.2018,05:25,0,0,0,0,-22.41,-76.88,6.5,1.1,39
25.12.2018,05:40,0,0,0,0,-19.51,-74.90,6.4,1.1,31
25.12.2018,05:55,0,0,0,0,-16.64,-72.91,6.2,1.1,23
25.12.2018,06:10,0,0,0,0,-13.80,-70.90,6.1,1.1,16
25.12.2018,06:25,0,0,0,0,-10.99,-68.86,6.1,1.2,18
25.12.2018,06:40,0,0,0,0,-8.18,-66.79,6.1,1.3,21
25.12.2018,06:55,0,0,0,0,-5.21,-64.67,6.1,1.4,23
25.12.2018,07:10,0,0,0,0,-1.30,-62.51,6.2,1.5,25
25.12.2018,07:25,6,6,6,3,0.44,-60.28,6.4,1.6,27
25.12.2018,07:40,15,15,14,3,2.68,-57.99,6.7,1.7,28
25.12.2018,07:55,39,33,65,3,5.08,-55.62,7.0,1.8,29
25.12.2018,08:10,65,50,108,3,7.46,-53.17,7.4,1.9,30
25.12.2018,08:25,93,69,149,1,9.79,-50.63,8.2,1.8,31
25.12.2018,08:40,106,86,150,1,12.04,-48.00,9.0,1.7,31
25.12.2018,08:55,180,99,312,1,14.21,-45.26,9.8,1.6,32
25.12.2018,09:10,209,97,376,1,16.27,-42.41,10.6,1.5,32
25.12.2018,09:25,264,103,477,1,18.23,-39.45,11.5,1.5,33
25.12.2018,09:40,286,111,503,1,20.06,-36.37,12.3,1.5,34
25.12.2018,09:55,297,130,500,1,21.76,-33.17,13.1,1.5,34
25.12.2018,10:10,319,147,509,1,23.32,-29.85,13.8,1.6,35
25.12.2018,10:25,342,160,539,1,24.73,-26.42,14.2,1.5,39
25.12.2018,10:40,404,144,677,1,25.98,-22.87,14.6,1.5,44
25.12.2018,10:55,435,116,756,1,27.05,-19.21,14.8,1.4,50
25.12.2018,11:10,446,121,769,1,27.94,-15.47,15.1,1.4,55
25.12.2018,11:25,492,161,814,1,28.64,-11.64,15.1,1.5,64
25.12.2018,11:40,411,203,624,1,29.15,-7.75,15.1,1.7,71
25.12.2018,11:55,368,224,537,1,29.45,-3.82,15.1,1.8,76
25.12.2018,12:10,416,205,630,1,29.54,0.13,15.2,2.0,81
25.12.2018,12:25,486,164,796,1,29.43,4.08,15.3,2.0,78
25.12.2018,12:40,421,188,649,1,29.12,8.01,15.5,1.9,75
25.12.2018,12:55,461,141,768,1,28.60,11.89,15.6,1.8,72
25.12.2018,13:10,419,143,694,1,27.89,15.71,15.8,1.8,69
25.12.2018,13:25,397,147,655,1,26.99,19.45,15.9,1.9,72
25.12.2018,13:40,409,133,692,1,25.90,23.10,16.0,2.0,74
25.12.2018,13:55,372,123,635,1,24.65,26.64,16.0,2.1,76
25.12.2018,14:10,348,113,606,1,23.23,30.07,16.0,2.3,78
25.12.2018,14:25,339,106,604,1,21.66,33.38,15.9,2.3,79
25.12.2018,14:40,309,126,539,1,19.95,36.57,15.8,2.4,79
25.12.2018,14:55,227,115,375,1,18.10,39.64,15.6,2.4,79
25.12.2018,15:10,248,98,464,1,16.14,42.60,15.5,2.5,79
25.12.2018,15:25,199,80,388,1,14.07,45.44,15.1,2.3,77
25.12.2018,15:40,178,64,386,1,11.90,48.17,14.7,2.1,75
25.12.2018,15:55,136,52,319,1,9.65,50.80,14.3,2.0,73
25.12.2018,16:10,98,41,259,3,7.31,53.33,13.7,1.8,70
25.12.2018,16:25,57,28,177,3,4.93,55.78,12.9,1.8,66
25.12.2018,16:40,20,16,53,3,2.53,58.14,12.0,1.7,62
25.12.2018,16:55,9,8,20,3,0.32,60.43,11.2,1.7,57
25.12.2018,17:10,0,0,0,0,-1.49,62.65,10.4,1.7,53
25.12.2018,17:25,0,0,0,0,-5.42,64.81,10.2,1.8,49
25.12.2018,17:40,0,0,0,0,-8.37,66.92,10.0,1.8,45
25.12.2018,17:55,0,0,0,0,-11.17,68.99,10.0,1.9,41
25.12.2018,18:10,0,0,0,0,-13.98,71.03,9.9,2.0,38
25.12.2018,18:25,0,0,0,0,-16.83,73.04,9.9,2.1,35
25.12.2018,18:40,0,0,0,0,-19.70,75.03,9.9,2.3,32
25.12.2018,18:55,0,0,0,0,-22.60,77.01,9.9,2.4,29
25.12.2018,19:10,0,0,0,0,-25.52,79.00,9.9,2.5,27
25.12.2018,19:25,0,0,0,0,-28.46,80.99,9.8,2.5,26
25.12.2018,19:40,0,0,0,0,-31.42,83.02,9.7,2.5,25
25.12.2018,19:55,0,0,0,0,-34.40,85.08,9.6,2.5,25
25.12.2018,20:10,0,0,0,0,-37.38,87.20,9.5,2.5,24
25.12.2018,20:25,0,0,0,0,-40.37,89.39,9.3,2.4,23
25.12.2018,20:40,0,0,0,0,-43.36,91.67,9.1,2.3,21
25.12.2018,20:55,0,0,0,0,-46.34,94.08,8.9,2.2,20
25.12.2018,21:10,0,0,0,0,-49.32,96.66,8.6,2.1,18
25.12.2018,21:25,0,0,0,0,-52.28,99.43,8.4,2.0,16
25.12.2018,21:40,0,0,0,0,-55.22,102.47,8.3,2.0,13
25.12.2018,21:55,0,0,0,0,-58.12,105.84,8.1,2.0,11
25.12.2018,22:10,0,0,0,0,-60.97,109.65,8.0,2.0,8
25.12.2018,22:25,0,0,0,0,-63.74,114.04,7.9,2.0,6
25.12.2018,22:40,0,0,0,0,-66.42,119.19,7.8,1.9,4
25.12.2018,22:55,0,0,0,0,-68.95,125.34,7.8,1.9,3
25.12.2018,23:10,0,0,0,0,-71.27,132.81,7.7,1.9,1
25.12.2018,23:25,0,0,0,0,-73.30,141.96,7.4,1.6,4
25.12.2018,23:40,0,0,0,0,-74.91,153.09,7.1,1.3,10
25.12.2018,23:55,0,0,0,0,-75.96,166.16,6.8,1.0,19
26.12.2018,00:10,0,0,0,0,-76.28,-179.99,6.6,0.7,33
26.12.2018,00:25,0,0,0,0,-75.90,-165.73,6.5,0.8,25
26.12.2018,00:40,0,0,0,0,-74.84,-152.74,6.4,0.9,16
26.12.2018,00:55,0,0,0,0,-73.21,-141.69,6.4,0.9,9
26.12.2018,01:10,0,0,0,0,-71.17,-132.60,6.3,1.0,3
26.12.2018,01:25,0,0,0,0,-68.84,-125.18,6.3,1.0,360
26.12.2018,01:40,0,0,0,0,-66.31,-119.06,6.2,0.9,357
26.12.2018,01:55,0,0,0,0,-63.63,-113.94,6.2,0.8,353
26.12.2018,02:10,0,0,0,0,-60.85,-109.57,6.1,0.8,349
26.12.2018,02:25,0,0,0,0,-58.00,-105.77,6.0,0.8,349
26.12.2018,02:40,0,0,0,0,-55.10,-102.41,6.0,0.8,350
26.12.2018,02:55,0,0,0,0,-52.17,-99.38,5.9,0.8,350
26.12.2018,03:10,0,0,0,0,-49.21,-96.61,5.8,0.8,351
26.12.2018,03:25,0,0,0,0,-46.23,-94.04,5.8,0.7,352
26.12.2018,03:40,0,0,0,0,-43.24,-91.63,5.7,0.7,353
26.12.2018,03:55,0,0,0,0,-40.25,-89.35,5.7,0.7,354
26.12.2018,04:10,0,0,0,0,-37.27,-87.16,5.6,0.7,356
26.12.2018,04:25,0,0,0,0,-34.28,-85.04,5.6,0.7,358
26.12.2018,04:40,0,0,0,0,-31.31,-82.98,5.5,0.7,1
26.12.2018,04:55,0,0,0,0,-28.35,-80.96,5.5,0.7,4
26.12.2018,05:10,0,0,0,0,-25.41,-78.96,5.4,0.7,6
26.12.2018,05:25,0,0,0,0,-22.48,-76.98,5.4,0.9,10
26.12.2018,05:40,0,0,0,0,-19.59,-74.99,5.4,1.0,13
26.12.2018,05:55,0,0,0,0,-16.71,-73.00,5.4,1.2,15
26.12.2018,06:10,0,0,0,0,-13.87,-70.99,5.4,1.4,16
26.12.2018,06:25,0,0,0,0,-11.06,-68.95,5.4,1.4,18
26.12.2018,06:40,0,0,0,0,-8.25,-66.88,5.5,1.5,19
26.12.2018,06:55,0,0,0,0,-5.29,-64.77,5.5,1.5,20
26.12.2018,07:10,0,0,0,0,-1.37,-62.60,5.5,1.5,22
26.12.2018,07:25,7,7,6,3,0.40,-60.38,5.7,1.6,22
26.12.2018,07:40,17,17,15,3,2.63,-58.09,5.9,1.6,23
26.12.2018,07:55,44,34,91,3,5.03,-55.72,6.2,1.6,24
26.12.2018,08:10,76,52,145,3,7.41,-53.27,6.6,1.6,25
26.12.2018,08:25,97,66,170,1,9.74,-50.74,7.5,1.6,24
26.12.2018,08:40,158,85,290,1,12.00,-48.10,8.4,1.5,23
26.12.2018,08:55,210,87,406,1,14.17,-45.37,9.3,1.5,23
26.12.2018,09:10,249,87,476,1,16.24,-42.52,10.2,1.4,22
26.12.2018,09:25,285,93,530,1,18.19,-39.56,10.9,1.4,27
26.12.2018,09:40,322,99,598,1,20.03,-36.49,11.6,1.3,33
26.12.2018,09:55,349,104,634,1,21.74,-33.29,12.2,1.3,39
26.12.2018,10:10,376,110,673,1,23.31,-29.97,12.7,1.3,46
26.12.2018,10:25,407,112,722,1,24.72,-26.54,13.1,1.3,54
26.12.2018,10:40,433,114,760,1,25.97,-22.99,13.5,1.3,61
26.12.2018,10:55,455,117,793,1,27.05,-19.34,13.8,1.4,68
26.12.2018,11:10,465,127,801,1,27.95,-15.59,14.1,1.4,75
26.12.2018,11:25,486,125,836,1,28.65,-11.77,14.2,1.5,74
26.12.2018,11:40,492,122,844,1,29.16,-7.88,14.2,1.5,73
26.12.2018,11:55,496,123,850,1,29.47,-3.95,14.3,1.5,73
26.12.2018,12:10,494,125,845,1,29.58,0.00,14.4,1.5,73
26.12.2018,12:25,488,132,831,1,29.47,3.96,14.5,1.4,78
26.12.2018,12:40,463,142,769,1,29.16,7.89,14.6,1.3,84
26.12.2018,12:55,452,141,752,1,28.65,11.78,14.7,1.3,91
26.12.2018,13:10,454,130,779,1,27.95,15.60,14.9,1.2,97
26.12.2018,13:25,428,131,723,1,27.05,19.35,15.0,1.3,85
26.12.2018,13:40,412,127,700,1,25.97,23.00,15.1,1.4,74
26.12.2018,13:55,371,148,618,1,24.72,26.55,15.1,1.5,65
26.12.2018,14:10,370,126,637,1,23.30,29.98,15.2,1.7,58
26.12.2018,14:25,352,145,599,1,21.74,33.30,15.2,1.5,71
26.12.2018,14:40,261,145,414,1,20.03,36.49,15.1,1.3,90
26.12.2018,14:55,200,133,293,1,18.19,39.57,15.1,1.3,110
26.12.2018,15:10,211,114,355,1,16.23,42.53,15.0,1.5,127
26.12.2018,15:25,196,98,361,1,14.16,45.37,14.8,1.4,128
26.12.2018,15:40,153,81,293,1,12.00,48.11,14.6,1.3,129
26.12.2018,15:55,122,81,224,1,9.74,50.74,14.2,1.2,130
26.12.2018,16:10,49,40,73,3,7.41,53.28,13.7,1.1,131
26.12.2018,16:25,30,27,43,3,5.02,55.73,12.7,1.0,132
26.12.2018,16:40,11,11,10,3,2.62,58.09,11.6,0.9,134
26.12.2018,16:55,5,5,4,3,0.39,60.38,10.6,0.8,136
26.12.2018,17:10,0,0,0,0,-1.37,62.61,9.7,0.7,139
26.12.2018,17:25,0,0,0,0,-5.30,64.77,9.5,0.4,143
26.12.2018,17:40,0,0,0,0,-8.26,66.88,9.5,0.1,190
26.12.2018,17:55,0,0,0,0,-11.06,68.96,9.6,0.3,306
26.12.2018,18:10,0,0,0,0,-13.88,70.99,9.7,0.7,311
26.12.2018,18:25,0,0,0,0,-16.72,73.00,9.7,0.7,317
26.12.2018,18:40,0,0,0,0,-19.59,74.99,9.7,0.7,324
26.12.2018,18:55,0,0,0,0,-22.49,76.98,9.7,0.6,330
26.12.2018,19:10,0,0,0,0,-25.41,78.96,9.6,0.6,337
26.12.2018,19:25,0,0,0,0,-28.36,80.96,9.5,0.5,340
26.12.2018,19:40,0,0,0,0,-31.32,82.99,9.4,0.3,346
26.12.2018,19:55,0,0,0,0,-34.29,85.05,9.3,0.2,360
26.12.2018,20:10,0,0,0,0,-37.27,87.16,9.2,0.1,54
26.12.2018,20:25,0,0,0,0,-40.26,89.35,9.1,0.1,139
26.12.2018,20:40,0,0,0,0,-43.25,91.64,9.0,0.3,160
26.12.2018,20:55,0,0,0,0,-46.23,94.05,8.9,0.4,167
26.12.2018,21:10,0,0,0,0,-49.21,96.61,8.9,0.6,170
26.12.2018,21:25,0,0,0,0,-52.17,99.39,8.7,0.6,176
26.12.2018,21:40,0,0,0,0,-55.11,102.42,8.6,0.6,181
26.12.2018,21:55,0,0,0,0,-58.01,105.78,8.5,0.6,186
26.12.2018,22:10,0,0,0,0,-60.86,109.58,8.4,0.7,191
26.12.2018,22:25,0,0,0,0,-63.64,113.95,8.3,0.7,195
26.12.2018,22:40,0,0,0,0,-66.31,119.07,8.3,0.7,200
26.12.2018,22:55,0,0,0,0,-68.85,125.19,8.1,0.7,204
26.12.2018,23:10,0,0,0,0,-71.18,132.62,8.0,0.7,208
26.12.2018,23:25,0,0,0,0,-73.22,141.71,7.7,0.7,216
26.12.2018,23:40,0,0,0,0,-74.84,152.76,7.4,0.7,223
26.12.2018,23:55,0,0,0,0,-75.90,165.75,7.1,0.8,229
27.12.2018,00:10,0,0,0,0,-76.24,179.56,6.8,0.8,235
27.12.2018,00:25,0,0,0,0,-75.88,-166.19,6.6,0.8,247
27.12.2018,00:40,0,0,0,0,-74.84,-153.18,6.5,0.8,259
27.12.2018,00:55,0,0,0,0,-73.24,-142.08,6.3,0.8,271
27.12.2018,01:10,0,0,0,0,-71.21,-132.93,6.2,0.8,282
27.12.2018,01:25,0,0,0,0,-68.89,-125.46,6.1,0.9,288
27.12.2018,01:40,0,0,0,0,-66.36,-119.31,6.0,1.0,294
27.12.2018,01:55,0,0,0,0,-63.69,-114.16,5.9,1.0,298
27.12.2018,02:10,0,0,0,0,-60.92,-109.77,5.9,1.1,302
27.12.2018,02:25,0,0,0,0,-58.07,-105.95,5.8,1.2,302
27.12.2018,02:40,0,0,0,0,-55.17,-102.57,5.9,1.3,303
27.12.2018,02:55,0,0,0,0,-52.24,-99.52,5.9,1.4,303
27.12.2018,03:10,0,0,0,0,-49.28,-96.74,5.9,1.4,304
27.12.2018,03:25,0,0,0,0,-46.30,-94.17,5.9,1.5,304
27.12.2018,03:40,0,0,0,0,-43.32,-91.75,5.9,1.5,305
27.12.2018,03:55,0,0,0,0,-40.33,-89.46,5.8,1.5,305
27.12.2018,04:10,0,0,0,0,-37.34,-87.27,5.8,1.6,306
27.12.2018,04:25,0,0,0,0,-34.36,-85.15,5.8,1.6,307
27.12.2018,04:40,0,0,0,0,-31.38,-83.09,5.8,1.6,307
27.12.2018,04:55,0,0,0,0,-28.42,-81.06,5.7,1.6,308
27.12.2018,05:10,0,0,0,0,-25.48,-79.06,5.6,1.5,309
27.12.2018,05:25,0,0,0,0,-22.55,-77.07,5.5,1.4,307
27.12.2018,05:40,0,0,0,0,-19.65,-75.09,5.3,1.2,305
27.12.2018,05:55,0,0,0,0,-16.78,-73.10,5.1,1.0,302
27.12.2018,06:10,0,0,0,0,-13.94,-71.08,4.9,0.8,298
27.12.2018,06:25,0,0,0,0,-11.12,-69.05,4.8,0.8,299
27.12.2018,06:40,0,0,0,0,-8.32,-66.98,4.7,0.8,300
27.12.2018,06:55,0,0,0,0,-5.36,-64.86,4.7,0.7,301
27.12.2018,07:10,0,0,0,0,-1.43,-62.70,4.6,0.7,302
27.12.2018,07:25,8,8,11,3,0.35,-60.48,4.8,0.6,280
27.12.2018,07:40,20,19,28,3,2.58,-58.19,5.0,0.6,255
27.12.2018,07:55,54,32,144,3,4.98,-55.82,5.3,0.8,234
27.12.2018,08:10,92,47,218,3,7.37,-53.38,5.7,1.0,222
27.12.2018,08:25,132,60,286,1,9.70,-50.84,6.8,0.9,231
27.12.2018,08:40,170,70,348,1,11.96,-48.21,8.1,0.9,241
27.12.2018,08:55,208,78,410,1,14.13,-45.48,9.3,0.9,251
27.12.2018,09:10,249,87,475,1,16.20,-42.64,10.5,1.0,260
27.12.2018,09:25,275,96,505,1,18.17,-39.68,11.2,1.0,253
27.12.2018,09:40,316,101,572,1,20.01,-36.61,11.8,1.0,244
27.12.2018,09:55,352,104,639,1,21.72,-33.41,12.3,1.0,235
27.12.2018,10:10,379,110,678,1,23.29,-30.10,12.8,1.0,226
27.12.2018,10:25,410,112,726,1,24.71,-26.66,13.2,1.0,217
27.12.2018,10:40,434,116,761,1,25.97,-23.12,13.6,1.1,209
27.12.2018,10:55,456,118,794,1,27.06,-19.47,13.9,1.1,203
27.12.2018,11:10,468,122,808,1,27.96,-15.72,14.2,1.2,198
27.12.2018,11:25,479,124,823,1,28.67,-11.90,14.1,1.3,215
27.12.2018,11:40,497,133,848,1,29.19,-8.01,14.0,1.5,228
27.12.2018,11:55,492,128,840,1,29.51,-4.08,13.9,1.8,238
27.12.2018,12:10,492,127,840,1,29.61,-0.12,13.8,2.1,245
27.12.2018,12:25,498,137,845,1,29.52,3.84,14.0,1.8,241
27.12.2018,12:40,472,139,786,1,29.22,7.77,14.3,1.6,235
27.12.2018,12:55,472,131,806,1,28.71,11.66,14.6,1.4,228
27.12.2018,13:10,452,131,774,1,28.01,15.49,14.9,1.3,218
27.12.2018,13:25,433,131,731,1,27.12,19.25,15.0,1.3,207
27.12.2018,13:40,426,129,726,1,26.04,22.90,15.1,1.3,197
27.12.2018,13:55,385,138,649,1,24.80,26.45,15.1,1.4,188
27.12.2018,14:10,381,121,662,1,23.38,29.89,15.2,1.5,181
27.12.2018,14:25,339,110,598,1,21.82,33.22,15.1,1.6,181
27.12.2018,14:40,312,102,562,1,20.12,36.42,15.0,1.7,182
27.12.2018,14:55,278,96,512,1,18.28,39.50,14.9,1.8,182
27.12.2018,15:10,246,87,467,1,16.33,42.46,14.8,1.8,182
27.12.2018,15:25,205,78,401,1,14.26,45.31,14.5,1.8,183
27.12.2018,15:40,171,69,352,1,12.09,48.05,14.2,1.7,185
27.12.2018,15:55,132,60,286,1,9.84,50.69,13.8,1.6,186
27.12.2018,16:10,92,47,216,3,7.51,53.23,13.3,1.6,187
27.12.2018,16:25,54,32,144,3,5.12,55.68,12.5,1.5,190
27.12.2018,16:40,20,19,32,3,2.72,58.05,11.6,1.4,193
27.12.2018,16:55,9,9,12,3,0.47,60.34,10.7,1.3,196
27.12.2018,17:10,0,0,0,0,-1.25,62.57,10.0,1.3,200
27.12.2018,17:25,0,0,0,0,-5.17,64.74,9.8,1.6,204
27.12.2018,17:40,0,0,0,0,-8.15,66.85,9.7,1.8,206
27.12.2018,17:55,0,0,0,0,-10.95,68.92,9.7,2.1,208
27.12.2018,18:10,0,0,0,0,-13.77,70.96,9.6,2.4,210
27.12.2018,18:25,0,0,0,0,-16.61,72.97,9.5,2.2,215
27.12.2018,18:40,0,0,0,0,-19.48,74.97,9.3,2.1,221
27.12.2018,18:55,0,0,0,0,-22.38,76.95,9.1,1.9,228
27.12.2018,19:10,0,0,0,0,-25.30,78.94,9.0,1.8,237
27.12.2018,19:25,0,0,0,0,-28.24,80.94,8.8,1.8,241
27.12.2018,19:40,0,0,0,0,-31.20,82.96,8.7,1.7,246
27.12.2018,19:55,0,0,0,0,-34.18,85.02,8.6,1.7,251
27.12.2018,20:10,0,0,0,0,-37.16,87.14,8.5,1.7,255
27.12.2018,20:25,0,0,0,0,-40.15,89.33,8.4,1.6,258
27.12.2018,20:40,0,0,0,0,-43.14,91.61,8.3,1.5,261
27.12.2018,20:55,0,0,0,0,-46.12,94.02,8.2,1.5,264
27.12.2018,21:10,0,0,0,0,-49.10,96.58,8.1,1.4,267
27.12.2018,21:25,0,0,0,0,-52.06,99.35,8.0,1.4,264
27.12.2018,21:40,0,0,0,0,-55.00,102.38,7.9,1.3,261
27.12.2018,21:55,0,0,0,0,-57.90,105.73,7.8,1.3,258
27.12.2018,22:10,0,0,0,0,-60.75,109.52,7.7,1.3,255
27.12.2018,22:25,0,0,0,0,-63.53,113.87,7.6,1.2,252
27.12.2018,22:40,0,0,0,0,-66.21,118.97,7.6,1.2,249
27.12.2018,22:55,0,0,0,0,-68.74,125.06,7.5,1.2,246
27.12.2018,23:10,0,0,0,0,-71.08,132.44,7.4,1.1,244
27.12.2018,23:25,0,0,0,0,-73.12,141.47,7.3,1.2,244
27.12.2018,23:40,0,0,0,0,-74.76,152.45,7.2,1.4,244
27.12.2018,23:55,0,0,0,0,-75.84,165.36,7.1,1.5,244
28.12.2018,00:10,0,0,0,0,-76.19,179.12,6.9,1.6,244
28.12.2018,00:25,0,0,0,0,-75.86,-166.66,6.7,1.5,245
28.12.2018,00:40,0,0,0,0,-74.84,-153.62,6.5,1.5,246
28.12.2018,00:55,0,0,0,0,-73.25,-142.48,6.3,1.5,247
28.12.2018,01:10,0,0,0,0,-71.24,-133.28,6.0,1.4,249
28.12.2018,01:25,0,0,0,0,-68.93,-125.77,5.9,1.4,252
28.12.2018,01:40,0,0,0,0,-66.41,-119.57,5.7,1.4,255
28.12.2018,01:55,0,0,0,0,-63.75,-114.39,5.6,1.4,259
28.12.2018,02:10,0,0,0,0,-60.98,-109.97,5.4,1.3,262
28.12.2018,02:25,0,0,0,0,-58.14,-106.13,5.3,1.3,259
28.12.2018,02:40,0,0,0,0,-55.24,-102.74,5.2,1.3,257
28.12.2018,02:55,0,0,0,0,-52.31,-99.68,5.1,1.3,254
28.12.2018,03:10,0,0,0,0,-49.35,-96.89,5.0,1.3,251
28.12.2018,03:25,0,0,0,0,-46.37,-94.31,5.0,1.3,255
28.12.2018,03:40,0,0,0,0,-43.39,-91.88,4.9,1.3,258
28.12.2018,03:55,0,0,0,0,-40.40,-89.59,4.8,1.3,262
28.12.2018,04:10,0,0,0,0,-37.41,-87.39,4.8,1.3,266
28.12.2018,04:25,0,0,0,0,-34.42,-85.26,4.7,1.3,268
28.12.2018,04:40,0,0,0,0,-31.45,-83.20,4.6,1.3,269
28.12.2018,04:55,0,0,0,0,-28.49,-81.17,4.5,1.3,271
28.12.2018,05:10,0,0,0,0,-25.54,-79.17,4.5,1.3,272
28.12.2018,05:25,0,0,0,0,-22.62,-77.18,4.8,1.8,274
28.12.2018,05:40,0,0,0,0,-19.72,-75.19,5.1,2.4,274
28.12.2018,05:55,0,0,0,0,-16.84,-73.20,5.4,2.9,275
28.12.2018,06:10,0,0,0,0,-14.00,-71.19,5.6,3.4,275
28.12.2018,06:25,0,0,0,0,-11.18,-69.15,5.5,3.0,278
28.12.2018,06:40,0,0,0,0,-8.37,-67.08,5.3,2.6,282
28.12.2018,06:55,0,0,0,0,-5.43,-64.97,5.1,2.2,287
28.12.2018,07:10,0,0,0,0,-1.50,-62.80,4.8,1.9,294
28.12.2018,07:25,6,6,6,3,0.32,-60.58,4.9,1.7,300
28.12.2018,07:40,15,15,13,3,2.54,-58.29,5.0,1.6,305
28.12.2018,07:55,41,32,80,3,4.94,-55.93,5.2,1.6,312
28.12.2018,08:10,70,50,131,3,7.33,-53.49,5.6,1.5,318
28.12.2018,08:25,103,68,185,1,9.67,-50.96,6.6,1.4,322
28.12.2018,08:40,136,84,235,1,11.93,-48.33,7.7,1.3,326
