Month,Day,Hour,Irradiance,Temperature,
3;30;1;0;13.1;
3;30;2;0;12.5;
3;30;3;0;11.8;
3;30;4;0;11.1;
3;30;5;0;10.5;
3;30;6;0;9.8;
3;30;7;0;9.1;
3;30;8;160;12.1;
3;30;9;396;14.2;
3;30;10;689;16.7;
3;30;11;852;18.7;
3;30;12;947;20.2;
3;30;13;986;21.4;
3;30;14;956;22.1;
3;30;15;845;22.4;
3;30;16;657;22.1;
3;30;17;472;21.3;
3;30;18;173;19.7;
3;30;19;0;18.7;
3;30;20;0;17.7;
3;30;21;0;16.8;
3;30;22;0;15.8;
3;30;23;0;14.8;
3;30;24;0;13.8;
3;31;1;0;12.9;
3;31;2;0;12.0;
3;31;3;0;11.1;
3;31;4;0;10.2;
3;31;5;0;9.3;
3;31;6;0;8.4;
3;31;7;0;7.5;
3;31;8;166;10.5;
3;31;9;435;13.0;
3;31;10;676;15.2;
3;31;11;842;17.1;
3;31;12;959;18.6;
3;31;13;957;19.6;
3;31;14;912;20.2;
3;31;15;809;20.4;
3;31;16;665;20.1;
3;31;17;463;19.3;
3;31;18;188;17.8;
3;31;19;0;16.8;
3;31;20;0;15.9;
3;31;21;0;14.9;
3;31;22;0;14.0;
3;31;23;0;13.0;
3;31;24;0;12.1;
4;1;1;0;11.4;
4;1;2;0;10.6;
4;1;3;0;9.9;
4;1;4;0;9.1;
4;1;5;0;8.3;
4;1;6;0;7.6;
4;1;7;0;6.8;
4;1;8;178;10.5;
4;1;9;387;12.7;
4;1;10;625;15.0;
4;1;11;800;17.1;
4;1;12;944;18.9;
4;1;13;990;20.3;
4;1;14;954;21.1;
4;1;15;848;21.5;
4;1;16;648;21.2;
4;1;17;407;20.0;
4;1;18;194;18.4;
4;1;19;0;17.6;
4;1;20;0;16.8;
4;1;21;0;16.1;
4;1;22;0;15.3;
4;1;23;0;14.5;
4;1;24;0;13.7;
4;2;1;0;13.2;
4;2;2;0;12.7;
4;2;3;0;12.2;
4;2;4;0;11.6;
4;2;5;0;11.1;
4;2;6;0;10.6;
4;2;7;0;10.1;
4;2;8;67;11.4;
4;2;9;123;12.0;
4;2;10;233;12.9;
4;2;11;399;14.3;
4;2;12;323;14.8;
4;2;13;366;15.2;
4;2;14;592;16.2;
4;2;15;665;17.2;
4;2;16;321;17.1;
4;2;17;157;16.4;
4;2;18;26;15.5;
4;2;19;0;14.9;
4;2;20;0;14.4;
4;2;21;0;13.8;
4;2;22;0;13.2;
4;2;23;0;12.7;
4;2;24;0;12.1;
4;3;1;0;11.5;
4;3;2;0;10.9;
4;3;3;0;10.3;
4;3;4;0;9.7;
4;3;5;0;9.1;
4;3;6;0;8.4;
4;3;7;0;7.8;
4;3;8;165;11.3;
4;3;9;306;12.8;
4;3;10;515;14.8;
4;3;11;657;16.5;
4;3;12;739;17.8;
4;3;13;828;19.1;
4;3;14;844;20.0;
4;3;15;703;20.3;
4;3;16;576;20.1;
4;3;17;401;19.4;
4;3;18;167;18.0;
4;3;19;0;17.1;
4;3;20;0;16.3;
4;3;21;0;15.4;
4;3;22;0;14.5;
4;3;23;0;13.7;
4;3;24;0;12.8;
4;4;1;0;12.1;
4;4;2;0;11.4;
4;4;3;0;10.7;
4;4;4;0;9.9;
4;4;5;0;9.2;
4;4;6;0;8.5;
4;4;7;0;7.7;
4;4;8;184;11.5;
4;4;9;481;14.6;
4;4;10;728;17.3;
4;4;11;931;19.7;
4;4;12;1038;21.6;
4;4;13;1077;22.9;
4;4;14;1037;23.8;
4;4;15;927;24.1;
4;4;16;745;23.8;
4;4;17;496;22.7;
4;4;18;109;20.6;
4;4;19;0;19.5;
4;4;20;0;18.5;
4;4;21;0;17.5;
4;4;22;0;16.5;
4;4;23;0;15.5;
4;4;24;0;14.5;
4;5;1;0;13.7;
4;5;2;0;12.9;
4;5;3;0;12.0;
4;5;4;0;11.1;
4;5;5;0;10.3;
4;5;6;0;9.4;
4;5;7;0;8.6;
4;5;8;178;12.3;
4;5;9;391;14.5;
4;5;10;596;16.7;
4;5;11;756;18.6;
4;5;12;886;20.3;
4;5;13;927;21.5;
4;5;14;905;22.3;
4;5;15;791;22.6;
4;5;16;653;22.4;
4;5;17;431;21.5;
4;5;18;207;20.0;
4;5;19;0;19.0;
4;5;20;0;18.0;
4;5;21;0;17.0;
4;5;22;0;16.0;
4;5;23;0;15.0;
4;5;24;0;14.0;
4;6;1;0;13.3;
4;6;2;0;12.5;
4;6;3;0;11.7;
4;6;4;0;10.9;
4;6;5;0;10.1;
4;6;6;0;9.4;
4;6;7;0;8.6;
4;6;8;172;12.2;
4;6;9;439;14.9;
4;6;10;680;17.5;
4;6;11;856;19.7;
4;6;12;976;21.6;
4;6;13;1012;22.9;
4;6;14;974;23.7;
4;6;15;863;24.0;
4;6;16;714;23.8;
4;6;17;458;22.7;
4;6;18;157;20.9;
4;6;19;0;19.8;
4;6;20;0;18.8;
4;6;21;0;17.8;
4;6;22;0;16.7;
4;6;23;0;15.7;
4;6;24;0;14.7;
4;7;1;0;13.9;
4;7;2;0;13.0;
4;7;3;0;12.2;
4;7;4;0;11.3;
4;7;5;0;10.5;
4;7;6;0;9.6;
4;7;7;0;8.8;
4;7;8;146;11.8;
4;7;9;428;14.7;
4;7;10;663;17.2;
4;7;11;835;19.4;
4;7;12;966;21.2;
4;7;13;995;22.5;
4;7;14;944;23.3;
4;7;15;855;23.7;
4;7;16;639;23.3;
4;7;17;422;22.2;
4;7;18;136;20.3;
4;7;19;0;19.3;
4;7;20;0;18.3;
4;7;21;0;17.2;
4;7;22;0;16.2;
4;7;23;0;15.1;
4;7;24;0;14.1;
4;8;1;0;13.2;
4;8;2;0;12.3;
4;8;3;0;11.4;
4;8;4;0;10.4;
4;8;5;0;9.5;
4;8;6;0;8.6;
4;8;7;0;7.6;
4;8;8;187;11.5;
4;8;9;453;14.2;
4;8;10;670;16.5;
4;8;11;861;18.7;
4;8;12;991;20.5;
4;8;13;1037;21.8;
4;8;14;1001;22.7;
4;8;15;881;23.0;
4;8;16;664;22.5;
4;8;17;417;21.3;
4;8;18;159;19.4;
4;8;19;0;18.5;
4;8;20;0;17.6;
4;8;21;0;16.7;
4;8;22;0;15.8;
4;8;23;0;14.9;
4;8;24;0;14.0;
4;9;1;0;13.3;
4;9;2;0;12.6;
4;9;3;0;12.0;
4;9;4;0;11.3;
4;9;5;0;10.6;
4;9;6;0;9.9;
4;9;7;0;9.2;
4;9;8;147;12.3;
4;9;9;356;14.5;
4;9;10;595;16.9;
4;9;11;830;19.3;
4;9;12;968;21.4;
4;9;13;1014;22.9;
4;9;14;982;23.9;
4;9;15;860;24.2;
4;9;16;689;24.1;
4;9;17;458;23.1;
4;9;18;182;21.4;
4;9;19;0;20.4;
4;9;20;0;19.5;
4;9;21;0;18.5;
4;9;22;0;17.5;
4;9;23;0;16.5;
4;9;24;0;15.5;
4;10;1;0;14.7;
4;10;2;0;13.9;
4;10;3;0;13.0;
4;10;4;0;12.1;
4;10;5;0;11.3;
4;10;6;0;10.4;
4;10;7;0;9.5;
4;10;8;177;13.1;
4;10;9;451;15.9;
4;10;10;701;18.6;
4;10;11;855;20.6;
4;10;12;965;22.3;
4;10;13;977;23.5;
4;10;14;938;24.2;
4;10;15;796;24.3;
4;10;16;641;23.9;
4;10;17;380;22.7;
4;10;18;127;20.8;
4;10;19;0;19.8;
4;10;20;0;18.8;
4;10;21;0;17.7;
4;10;22;0;16.7;
4;10;23;0;15.7;
4;10;24;0;14.6;
4;11;1;0;13.8;
4;11;2;0;12.9;
4;11;3;0;12.1;
4;11;4;0;11.2;
4;11;5;0;10.3;
4;11;6;0;9.4;
4;11;7;0;8.6;
4;11;8;127;11.2;
4;11;9;366;13.7;
4;11;10;573;16.0;
4;11;11;704;17.8;
4;11;12;845;19.5;
4;11;13;840;20.6;
4;11;14;855;21.4;
4;11;15;723;21.6;
4;11;16;614;21.5;
4;11;17;412;20.7;
4;11;18;161;19.1;
4;11;19;0;18.1;
4;11;20;0;17.1;
4;11;21;0;16.2;
4;11;22;0;15.2;
4;11;23;0;14.2;
4;11;24;0;13.2;
4;12;1;0;12.4;
4;12;2;0;11.6;
4;12;3;0;10.8;
4;12;4;0;10.0;
4;12;5;0;9.2;
4;12;6;0;8.4;
4;12;7;0;7.6;
4;12;8;149;10.7;
4;12;9;390;13.1;
4;12;10;614;15.5;
4;12;11;833;17.8;
4;12;12;978;19.7;
4;12;13;1014;21.2;
4;12;14;976;22.1;
4;12;15;843;22.4;
4;12;16;652;22.1;
4;12;17;404;20.9;
4;12;18;81;19.0;
4;12;19;0;18.0;
4;12;20;0;17.1;
4;12;21;0;16.1;
4;12;22;0;15.1;
4;12;23;0;14.2;
4;12;24;0;13.2;
4;13;1;0;12.4;
4;13;2;0;11.5;
4;13;3;0;10.7;
4;13;4;0;9.8;
4;13;5;0;9.0;
4;13;6;0;8.1;
4;13;7;0;7.2;
4;13;8;133;9.9;
4;13;9;406;12.7;
4;13;10;668;15.4;
4;13;11;844;17.7;
4;13;12;968;19.5;
4;13;13;998;20.8;
4;13;14;956;21.6;
4;13;15;851;21.9;
4;13;16;657;21.6;
4;13;17;404;20.4;
4;13;18;76;18.4;
4;13;19;0;17.6;
4;13;20;0;16.7;
4;13;21;0;15.9;
4;13;22;0;15.0;
4;13;23;0;14.2;
4;13;24;0;13.4;
4;14;1;0;12.7;
4;14;2;0;12.0;
4;14;3;0;11.3;
4;14;4;0;10.7;
4;14;5;0;10.0;
4;14;6;0;9.3;
4;14;7;0;8.6;
4;14;8;104;10.8;
4;14;9;370;13.5;
4;14;10;551;15.7;
4;14;11;715;17.6;
4;14;12;829;19.2;
4;14;13;782;20.1;
4;14;14;748;20.7;
4;14;15;674;20.9;
4;14;16;592;20.8;
4;14;17;316;19.8;
4;14;18;107;18.2;
4;14;19;0;17.4;
4;14;20;0;16.5;
4;14;21;0;15.6;
4;14;22;0;14.7;
4;14;23;0;13.8;
4;14;24;0;12.9;
4;15;1;0;12.2;
4;15;2;0;11.4;
4;15;3;0;10.6;
4;15;4;0;9.9;
4;15;5;0;9.1;
4;15;6;0;8.3;
4;15;7;0;7.5;
4;15;8;138;10.4;
4;15;9;375;12.9;
4;15;10;617;15.4;
4;15;11;779;17.4;
4;15;12;901;19.2;
4;15;13;920;20.4;
4;15;14;855;21.1;
4;15;15;733;21.2;
4;15;16;623;21.0;
4;15;17;415;20.1;
4;15;18;152;18.5;
4;15;19;0;17.5;
4;15;20;0;16.5;
4;15;21;0;15.6;
4;15;22;0;14.6;
4;15;23;0;13.7;
4;15;24;0;12.7;
4;16;1;0;12.0;
4;16;2;0;11.2;
4;16;3;0;10.4;
4;16;4;0;9.6;
4;16;5;0;8.8;
4;16;6;0;8.0;
4;16;7;0;7.2;
4;16;8;145;10.2;
4;16;9;409;12.9;
4;16;10;629;15.4;
4;16;11;798;17.4;
4;16;12;906;19.1;
4;16;13;943;20.3;
4;16;14;933;21.2;
4;16;15;760;21.3;
4;16;16;653;21.2;
4;16;17;394;20.1;
4;16;18;150;18.4;
4;16;19;0;17.4;
4;16;20;0;16.4;
4;16;21;0;15.5;
4;16;22;0;14.5;
4;16;23;0;13.6;
4;16;24;0;12.6;
4;17;1;0;11.9;
4;17;2;0;11.1;
4;17;3;0;10.3;
4;17;4;0;9.5;
4;17;5;0;8.7;
4;17;6;0;7.9;
4;17;7;0;7.1;
4;17;8;141;10.0;
4;17;9;409;12.7;
4;17;10;627;15.1;
4;17;11;810;17.2;
4;17;12;886;18.7;
4;17;13;896;19.8;
4;17;14;860;20.4;
4;17;15;743;20.6;
4;17;16;556;20.1;
4;17;17;335;18.9;
4;17;18;110;17.3;
4;17;19;0;16.4;
4;17;20;0;15.5;
4;17;21;0;14.7;
4;17;22;0;13.8;
4;17;23;0;13.0;
4;17;24;0;12.1;
4;18;1;0;11.4;
4;18;2;0;10.7;
4;18;3;0;9.9;
4;18;4;0;9.2;
4;18;5;0;8.4;
4;18;6;0;7.7;
4;18;7;0;7.0;
4;18;8;123;9.5;
4;18;9;331;11.7;
4;18;10;556;14.0;
4;18;11;716;15.9;
4;18;12;784;17.4;
4;18;13;889;18.7;
4;18;14;786;19.3;
4;18;15;686;19.5;
4;18;16;551;19.2;
4;18;17;403;18.4;
4;18;18;150;17.0;
4;18;19;0;16.2;
4;18;20;0;15.4;
4;18;21;0;14.6;
4;18;22;0;13.8;
4;18;23;0;13.0;
4;18;24;0;12.3;
4;19;1;0;11.7;
4;19;2;0;11.1;
4;19;3;0;10.5;
4;19;4;0;9.9;
4;19;5;0;9.3;
4;19;6;0;8.7;
4;19;7;0;8.2;
4;19;8;126;10.8;
4;19;9;324;12.8;
4;19;10;459;14.4;
4;19;11;620;16.1;
4;19;12;696;17.4;
4;19;13;794;18.6;
4;19;14;803;19.4;
4;19;15;656;19.7;
4;19;16;468;19.3;
4;19;17;333;18.5;
4;19;18;139;17.2;
4;19;19;0;16.4;
4;19;20;0;15.6;
4;19;21;0;14.7;
4;19;22;0;13.9;
4;19;23;0;13.1;
4;19;24;0;12.2;
4;20;1;0;11.5;
4;20;2;0;10.7;
4;20;3;0;9.9;
4;20;4;0;9.1;
4;20;5;0;8.4;
4;20;6;0;7.6;
4;20;7;0;6.8;
4;20;8;134;9.5;
4;20;9;388;12.1;
4;20;10;614;14.6;
4;20;11;763;16.5;
4;20;12;856;18.1;
4;20;13;899;19.2;
4;20;14;856;19.9;
4;20;15;743;20.1;
4;20;16;544;19.7;
4;20;17;393;18.7;
4;20;18;141;17.1;
4;20;19;0;16.3;
4;20;20;0;15.4;
4;20;21;0;14.5;
4;20;22;0;13.6;
4;20;23;0;12.7;
4;20;24;0;11.9;
4;21;1;0;11.2;
4;21;2;0;10.4;
4;21;3;0;9.7;
4;21;4;0;9.0;
4;21;5;0;8.2;
4;21;6;0;7.5;
4;21;7;0;6.8;
4;21;8;127;9.4;
4;21;9;396;12.1;
4;21;10;658;14.8;
4;21;11;847;17.2;
4;21;12;960;19.0;
4;21;13;998;20.4;
4;21;14;950;21.2;
4;21;15;836;21.5;
4;21;16;639;21.1;
4;21;17;412;20.0;
4;21;18;108;18.1;
4;21;19;0;17.3;
4;21;20;0;16.4;
4;21;21;0;15.6;
4;21;22;0;14.7;
4;21;23;0;13.8;
4;21;24;0;13.0;
4;22;1;0;12.3;
4;22;2;0;11.6;
4;22;3;0;10.8;
4;22;4;0;10.1;
4;22;5;0;9.4;
4;22;6;0;8.6;
4;22;7;0;7.9;
4;22;8;135;10.7;
4;22;9;373;13.1;
4;22;10;624;15.7;
4;22;11;760;17.6;
4;22;12;854;19.2;
4;22;13;925;20.5;
4;22;14;861;21.2;
4;22;15;746;21.4;
4;22;16;595;21.1;
4;22;17;408;20.2;
4;22;18;81;18.4;
4;22;19;0;17.4;
4;22;20;0;16.5;
4;22;21;0;15.5;
4;22;22;0;14.6;
4;22;23;0;13.6;
4;22;24;0;12.6;
4;23;1;0;11.8;
4;23;2;0;11.0;
4;23;3;0;10.1;
4;23;4;0;9.3;
4;23;5;0;8.4;
4;23;6;0;7.6;
4;23;7;0;6.7;
4;23;8;139;9.6;
4;23;9;317;11.4;
4;23;10;595;13.9;
4;23;11;791;16.2;
4;23;12;908;18.0;
4;23;13;954;19.4;
4;23;14;932;20.3;
4;23;15;808;20.6;
4;23;16;624;20.4;
4;23;17;362;19.2;
4;23;18;128;17.5;
4;23;19;0;16.6;
4;23;20;0;15.7;
4;23;21;0;14.7;
4;23;22;0;13.8;
4;23;23;0;12.8;
4;23;24;0;11.9;
4;24;1;0;11.1;
4;24;2;0;10.3;
4;24;3;0;9.4;
4;24;4;0;8.6;
4;24;5;0;7.7;
4;24;6;0;6.9;
4;24;7;0;6.0;
4;24;8;148;9.1;
4;24;9;415;11.9;
4;24;10;656;14.4;
4;24;11;835;16.6;
4;24;12;926;18.3;
4;24;13;972;19.6;
4;24;14;920;20.3;
4;24;15;814;20.5;
4;24;16;662;20.3;
4;24;17;415;19.2;
4;24;18;150;17.4;
4;24;19;0;16.5;
4;24;20;0;15.7;
4;24;21;0;14.8;
4;24;22;0;13.9;
4;24;23;0;13.1;
4;24;24;0;12.2;
4;25;1;0;11.6;
4;25;2;0;10.9;
4;25;3;0;10.3;
4;25;4;0;9.7;
4;25;5;0;9.0;
4;25;6;0;8.4;
4;25;7;0;7.8;
4;25;8;70;9.3;
4;25;9;295;11.6;
4;25;10;532;14.1;
4;25;11;728;16.4;
4;25;12;870;18.3;
4;25;13;915;19.8;
4;25;14;917;20.8;
4;25;15;769;21.2;
4;25;16;578;20.9;
4;25;17;416;20.2;
4;25;18;150;18.6;
4;25;19;0;17.7;
4;25;20;0;16.8;
4;25;21;0;15.8;
4;25;22;0;14.9;
4;25;23;0;13.9;
4;25;24;0;13.0;
4;26;1;0;12.1;
4;26;2;0;11.2;
4;26;3;0;10.3;
4;26;4;0;9.3;
4;26;5;0;8.4;
4;26;6;0;7.5;
4;26;7;0;6.5;
4;26;8;150;9.6;
4;26;9;402;12.1;
4;26;10;616;14.4;
4;26;11;827;16.6;
4;26;12;950;18.4;
4;26;13;986;19.7;
4;26;14;942;20.5;
4;26;15;828;20.8;
4;26;16;650;20.5;
4;26;17;362;19.3;
4;26;18;68;17.3;
4;26;19;0;16.5;
4;26;20;0;15.6;
4;26;21;0;14.8;
4;26;22;0;13.9;
4;26;23;0;13.1;
4;26;24;0;12.2;
4;27;1;0;11.6;
4;27;2;0;10.9;
4;27;3;0;10.3;
4;27;4;0;9.6;
4;27;5;0;8.9;
4;27;6;0;8.3;
4;27;7;0;7.6;
4;27;8;96;9.6;
4;27;9;401;12.7;
4;27;10;615;15.2;
4;27;11;741;17.1;
4;27;12;841;18.7;
4;27;13;852;19.7;
4;27;14;844;20.5;
4;27;15;740;20.7;
4;27;16;568;20.4;
4;27;17;316;19.3;
4;27;18;116;17.7;
4;27;19;0;16.8;
4;27;20;0;15.8;
4;27;21;0;14.9;
4;27;22;0;14.0;
4;27;23;0;13.0;
4;27;24;0;12.1;
4;28;1;0;11.2;
4;28;2;0;10.3;
4;28;3;0;9.5;
4;28;4;0;8.6;
4;28;5;0;7.7;
4;28;6;0;6.8;
4;28;7;0;5.9;
4;28;8;151;9.0;
4;28;9;383;11.4;
4;28;10;588;13.6;
4;28;11;792;15.7;
4;28;12;923;17.5;
4;28;13;972;18.8;
4;28;14;945;19.7;
4;28;15;829;20.1;
4;28;16;628;19.8;
4;28;17;394;18.7;
4;28;18;92;16.8;
4;28;19;0;15.9;
4;28;20;0;14.9;
4;28;21;0;14.0;
4;28;22;0;13.1;
4;28;23;0;12.1;
4;28;24;0;11.2;
4;29;1;0;10.4;
4;29;2;0;9.6;
4;29;3;0;8.8;
4;29;4;0;8.1;
4;29;5;0;7.3;
4;29;6;0;6.5;
4;29;7;0;5.7;
4;29;8;127;8.3;
4;29;9;421;11.3;
4;29;10;656;13.9;
4;29;11;811;15.9;
4;29;12;921;17.6;
4;29;13;961;18.9;
4;29;14;913;19.6;
4;29;15;814;19.9;
4;29;16;645;19.6;
4;29;17;381;18.5;
4;29;18;55;16.5;
4;29;19;0;15.6;
4;29;20;0;14.7;
4;29;21;0;13.7;
4;29;22;0;12.8;
4;29;23;0;11.9;
4;29;24;0;11.0;
4;30;1;0;10.2;
4;30;2;0;9.4;
4;30;3;0;8.6;
4;30;4;0;7.8;
4;30;5;0;7.0;
4;30;6;0;6.2;
4;30;7;0;5.4;
4;30;8;109;7.6;
4;30;9;377;10.3;
4;30;10;653;13.1;
4;30;11;837;15.4;
4;30;12;956;17.3;
4;30;13;998;18.6;
4;30;14;960;19.5;
4;30;15;838;19.8;
4;30;16;621;19.4;
4;30;17;312;18.0;
4;30;18;93;16.2;
4;30;19;0;15.4;
4;30;20;0;14.6;
4;30;21;0;13.7;
4;30;22;0;12.9;
4;30;23;0;12.1;
4;30;24;0;11.3;
5;1;1;0;10.6;
5;1;2;0;9.8;
5;1;3;0;9.1;
5;1;4;0;8.3;
5;1;5;0;7.5;
5;1;6;0;6.8;
5;1;7;0;6.0;
5;1;8;153;9.9;
5;1;9;419;13.3;
5;1;10;672;16.5;
5;1;11;862;19.4;
5;1;12;989;21.7;
5;1;13;1032;23.4;
5;1;14;988;24.5;
5;1;15;867;24.8;
5;1;16;674;24.4;
5;1;17;393;22.8;
5;1;18;82;20.3;
5;1;19;0;19.1;
5;1;20;0;17.9;
5;1;21;0;16.7;
5;1;22;0;15.5;
5;1;23;0;14.3;
5;1;24;0;13.2;
5;2;1;0;12.3;
5;2;2;0;11.3;
5;2;3;0;10.4;
5;2;4;0;9.4;
5;2;5;0;8.5;
5;2;6;0;7.5;
5;2;7;0;6.6;
5;2;8;138;10.0;
5;2;9;417;13.4;
5;2;10;605;16.1;
5;2;11;784;18.5;
5;2;12;891;20.5;
5;2;13;928;21.9;
5;2;14;907;22.9;
5;2;15;792;23.2;
5;2;16;635;22.9;
5;2;17;366;21.6;
5;2;18;108;19.4;
5;2;19;0;18.4;
5;2;20;0;17.3;
5;2;21;0;16.2;
5;2;22;0;15.1;
5;2;23;0;14.0;
5;2;24;0;12.9;
5;3;1;0;12.0;
5;3;2;0;11.1;
5;3;3;0;10.2;
5;3;4;0;9.3;
5;3;5;0;8.4;
5;3;6;0;7.5;
5;3;7;0;6.5;
5;3;8;69;8.2;
5;3;9;325;11.4;
5;3;10;581;14.6;
5;3;11;783;17.4;
5;3;12;920;19.8;
5;3;13;968;21.6;
5;3;14;938;22.7;
5;3;15;816;23.2;
5;3;16;609;22.8;
5;3;17;387;21.6;
5;3;18;133;19.6;
5;3;19;0;18.6;
5;3;20;0;17.6;
5;3;21;0;16.6;
5;3;22;0;15.6;
5;3;23;0;14.7;
5;3;24;0;13.7;
5;4;1;0;12.8;
5;4;2;0;11.9;
5;4;3;0;11.0;
5;4;4;0;10.1;
5;4;5;0;9.2;
5;4;6;0;8.4;
5;4;7;0;7.5;
5;4;8;109;10.1;
5;4;9;374;13.4;
5;4;10;606;16.4;
5;4;11;794;19.0;
5;4;12;904;21.2;
5;4;13;949;22.7;
5;4;14;910;23.7;
5;4;15;825;24.2;
5;4;16;604;23.8;
5;4;17;403;22.6;
5;4;18;105;20.5;
5;4;19;0;19.4;
5;4;20;0;18.3;
5;4;21;0;17.3;
5;4;22;0;16.2;
5;4;23;0;15.2;
5;4;24;0;14.1;
5;5;1;0;13.2;
5;5;2;0;12.3;
5;5;3;0;11.3;
5;5;4;0;10.4;
5;5;5;0;9.5;
5;5;6;0;8.5;
5;5;7;0;7.6;
5;5;8;106;10.2;
5;5;9;320;12.8;
5;5;10;570;15.8;
5;5;11;768;18.5;
5;5;12;891;20.7;
5;5;13;931;22.3;
5;5;14;884;23.3;
5;5;15;808;23.8;
5;5;16;635;23.6;
5;5;17;326;22.2;
5;5;18;92;20.2;
5;5;19;0;19.0;
5;5;20;0;17.9;
5;5;21;0;16.8;
5;5;22;0;15.6;
5;5;23;0;14.5;
5;5;24;0;13.4;
5;6;1;0;12.4;
5;6;2;0;11.3;
5;6;3;0;10.3;
5;6;4;0;9.2;
5;6;5;0;8.2;
5;6;6;0;7.1;
5;6;7;0;6.1;
5;6;8;115;8.9;
5;6;9;345;11.7;
5;6;10;593;14.6;
5;6;11;793;17.3;
5;6;12;904;19.5;
5;6;13;942;21.0;
5;6;14;904;22.0;
5;6;15;798;22.4;
5;6;16;610;22.1;
5;6;17;350;20.7;
5;6;18;85;18.6;
5;6;19;0;17.5;
5;6;20;0;16.4;
5;6;21;0;15.3;
5;6;22;0;14.2;
5;6;23;0;13.1;
5;6;24;0;12.0;
5;7;1;0;11.0;
5;7;2;0;10.1;
5;7;3;0;9.1;
5;7;4;0;8.2;
5;7;5;0;7.2;
5;7;6;0;6.2;
5;7;7;0;5.3;
5;7;8;108;7.9;
5;7;9;276;10.0;
5;7;10;510;12.6;
5;7;11;723;15.2;
5;7;12;861;17.5;
5;7;13;902;19.1;
5;7;14;897;20.3;
5;7;15;802;20.9;
5;7;16;569;20.5;
5;7;17;341;19.3;
5;7;18;127;17.4;
5;7;19;0;16.4;
5;7;20;0;15.4;
5;7;21;0;14.4;
5;7;22;0;13.4;
5;7;23;0;12.4;
5;7;24;0;11.4;
5;8;1;0;10.5;
5;8;2;0;9.6;
5;8;3;0;8.7;
5;8;4;0;7.8;
5;8;5;0;6.8;
5;8;6;0;5.9;
5;8;7;0;5.0;
5;8;8;83;7.1;
5;8;9;299;9.7;
5;8;10;518;12.4;
5;8;11;684;14.8;
5;8;12;820;16.9;
5;8;13;870;18.5;
5;8;14;846;19.5;
5;8;15;730;19.9;
5;8;16;569;19.7;
5;8;17;362;18.7;
5;8;18;90;16.7;
5;8;19;0;15.8;
5;8;20;0;14.8;
5;8;21;0;13.8;
5;8;22;0;12.9;
5;8;23;0;11.9;
5;8;24;0;10.9;
5;9;1;0;10.1;
5;9;2;0;9.3;
5;9;3;0;8.4;
5;9;4;0;7.6;
5;9;5;0;6.7;
5;9;6;0;5.9;
5;9;7;0;5.0;
5;9;8;87;7.1;
5;9;9;303;9.8;
5;9;10;549;12.6;
5;9;11;696;15.0;
5;9;12;781;16.8;
5;9;13;861;18.3;
5;9;14;820;19.2;
5;9;15;700;19.6;
5;9;16;528;19.2;
5;9;17;289;17.9;
5;9;18;114;16.1;
5;9;19;0;15.3;
5;9;20;0;14.4;
5;9;21;0;13.6;
5;9;22;0;12.7;
5;9;23;0;11.9;
5;9;24;0;11.0;
5;10;1;0;10.3;
5;10;2;0;9.6;
5;10;3;0;8.9;
5;10;4;0;8.2;
5;10;5;0;7.5;
5;10;6;0;6.8;
5;10;7;0;6.1;
5;10;8;111;8.7;
5;10;9;335;11.4;
5;10;10;555;14.1;
5;10;11;722;16.4;
5;10;12;810;18.3;
5;10;13;840;19.6;
5;10;14;810;20.5;
5;10;15;723;20.8;
5;10;16;495;20.3;
5;10;17;264;18.9;
5;10;18;68;17.0;
5;10;19;0;16.0;
5;10;20;0;15.0;
5;10;21;0;14.0;
5;10;22;0;13.0;
5;10;23;0;12.0;
5;10;24;0;11.0;
5;11;1;0;10.0;
5;11;2;0;8.9;
5;11;3;0;7.9;
5;11;4;0;6.9;
5;11;5;0;5.8;
5;11;6;0;4.8;
5;11;7;0;3.8;
5;11;8;113;6.6;
5;11;9;346;9.5;
5;11;10;542;12.1;
5;11;11;710;14.4;
5;11;12;782;16.2;
5;11;13;824;17.5;
5;11;14;783;18.3;
5;11;15;687;18.6;
5;11;16;549;18.3;
5;11;17;331;17.1;
5;11;18;111;15.2;
5;11;19;0;14.3;
5;11;20;0;13.5;
5;11;21;0;12.6;
5;11;22;0;11.7;
5;11;23;0;10.8;
5;11;24;0;9.9;
5;12;1;0;9.2;
5;12;2;0;8.6;
5;12;3;0;7.9;
5;12;4;0;7.2;
5;12;5;0;6.5;
5;12;6;0;5.8;
5;12;7;0;5.1;
5;12;8;96;7.5;
5;12;9;338;10.5;
5;12;10;509;12.9;
5;12;11;719;15.4;
5;12;12;834;17.5;
5;12;13;872;19.0;
5;12;14;850;20.0;
5;12;15;760;20.5;
5;12;16;584;20.3;
5;12;17;350;19.1;
5;12;18;79;17.1;
5;12;19;0;16.2;
5;12;20;0;15.2;
5;12;21;0;14.3;
5;12;22;0;13.3;
5;12;23;0;12.4;
5;12;24;0;11.4;
5;13;1;0;10.6;
5;13;2;0;9.7;
5;13;3;0;8.8;
5;13;4;0;7.9;
5;13;5;0;7.0;
5;13;6;0;6.1;
5;13;7;0;5.2;
5;13;8;92;7.5;
5;13;9;266;9.6;
5;13;10;455;11.8;
5;13;11;635;14.0;
5;13;12;727;15.8;
5;13;13;757;17.1;
5;13;14;774;18.0;
5;13;15;676;18.5;
5;13;16;472;18.1;
5;13;17;300;17.0;
5;13;18;69;15.3;
