Month,Day,Hour,Irradiance,Temperature,
2,14,9,452,12.1,
2,14,10,696,14.1,
2,14,11,573,14.8,
2,14,12,600,15.3,
2,14,13,641,15.8,
2,14,14,240,15.0,
2,14,15,349,14.7,
2,14,16,350,14.5,
2,14,17,132,13.7,
2,14,18,15,12.8,
2,14,19,16,12.0,
2,14,20,0,11.6,
2,14,21,0,11.3,
2,14,22,0,10.9,
2,14,23,0,10.5,
2,14,24,0,10.1,
2,15,1,0,9.7,
2,15,2,0,9.4,
2,15,3,0,9.0,
2,15,4,0,8.7,
2,15,5,0,8.3,
2,15,6,0,8.0,
2,15,7,18,8.3,
2,15,8,147,9.4,
2,15,9,223,10.2,
2,15,10,563,12.1,
2,15,11,615,13.5,
2,15,12,724,14.7,
2,15,13,734,15.5,
2,15,14,859,16.5,
2,15,15,801,17.1,
2,15,16,666,17.3,
2,15,17,369,16.8,
2,15,18,138,15.8,
2,15,19,8,14.6,
2,15,20,0,14.1,
2,15,21,0,13.5,
2,15,22,0,12.9,
2,15,23,0,12.3,
2,15,24,0,11.7,
2,16,1,0,11.3,
2,16,2,0,10.8,
2,16,3,0,10.4,
2,16,4,0,9.9,
2,16,5,0,9.5,
2,16,6,0,9.0,
2,16,7,25,9.5,
2,16,8,225,11.6,
2,16,9,343,13.1,
2,16,10,465,14.5,
2,16,11,442,15.2,
2,16,12,580,16.2,
2,16,13,683,17.1,
2,16,14,744,18.0,
2,16,15,683,18.6,
2,16,16,736,19.1,
2,16,17,519,19.2,
2,16,18,286,18.5,
2,16,19,27,17.2,
2,16,20,0,16.6,
2,16,21,0,15.9,
2,16,22,0,15.2,
2,16,23,0,14.5,
2,16,24,0,13.9,
2,17,1,0,13.3,
2,17,2,0,12.7,
2,17,3,0,12.2,
2,17,4,0,11.6,
2,17,5,0,11.0,
2,17,6,0,10.4,
2,17,7,36,11.2,
2,17,8,263,13.4,
2,17,9,484,15.7,
2,17,10,555,17.1,
2,17,11,512,17.8,
2,17,12,440,18.0,
2,17,13,744,19.0,
2,17,14,656,19.6,
2,17,15,703,20.1,
2,17,16,509,20.1,
2,17,17,380,19.7,
2,17,18,189,18.9,
2,17,19,17,17.7,
2,17,20,0,16.7,
2,17,21,0,15.8,
2,17,22,0,14.8,
2,17,23,0,13.9,
2,17,24,0,13.0,
2,18,1,0,12.1,
2,18,2,0,11.2,
2,18,3,0,10.3,
2,18,4,0,9.4,
2,18,5,0,8.5,
2,18,6,0,7.6,
2,18,7,9,7.6,
2,18,8,250,9.6,
2,18,9,516,11.7,
2,18,10,743,13.8,
2,18,11,942,15.6,
2,18,12,1060,17.2,
2,18,13,1106,18.3,
2,18,14,1069,19.1,
2,18,15,963,19.5,
2,18,16,765,19.4,
2,18,17,493,18.7,
2,18,18,266,17.4,
2,18,19,27,15.8,
2,18,20,0,14.9,
2,18,21,0,14.0,
2,18,22,0,13.1,
2,18,23,0,12.2,
2,18,24,0,11.4,
2,19,1,0,11.0,
2,19,2,0,10.6,
2,19,3,0,10.2,
2,19,4,0,9.8,
2,19,5,0,9.4,
2,19,6,0,9.0,
2,19,7,30,9.6,
2,19,8,212,11.4,
2,19,9,398,13.2,
2,19,10,588,15.0,
2,19,11,724,16.7,
2,19,12,802,18.0,
2,19,13,811,19.0,
2,19,14,825,19.7,
2,19,15,690,20.0,
2,19,16,629,20.1,
2,19,17,378,19.5,
2,19,18,177,18.4,
2,19,19,25,17.0,
2,19,20,0,16.7,
2,19,21,0,16.4,
2,19,22,0,16.0,
2,19,23,0,15.7,
2,19,24,0,15.4,
2,20,1,0,15.2,
2,20,2,0,15.0,
2,20,3,0,14.8,
2,20,4,0,14.7,
2,20,5,0,14.5,
2,20,6,0,14.3,
2,20,7,4,14.4,
2,20,8,86,15.2,
2,20,9,70,15.4,
2,20,10,200,16.2,
2,20,11,129,16.3,
2,20,12,112,16.4,
2,20,13,159,16.6,
2,20,14,323,17.1,
2,20,15,149,17.1,
2,20,16,185,17.2,
2,20,17,107,17.1,
2,20,18,62,16.9,
2,20,19,3,16.6,
2,20,20,0,16.1,
2,20,21,0,15.7,
2,20,22,0,15.3,
2,20,23,0,14.8,
2,20,24,0,14.4,
2,21,1,0,13.3,
2,21,2,0,11.6,
2,21,3,0,9.8,
2,21,4,0,8.1,
2,21,5,0,8.1,
2,21,6,0,8.1,
2,21,7,19,8.1,
2,21,8,90,8.1,
2,21,9,236,8.1,
2,21,10,55,8.1,
2,21,11,161,8.1,
2,21,12,369,8.1,
2,21,13,228,8.1,
2,21,14,513,8.1,
2,21,15,567,8.1,
2,21,16,345,8.1,
2,21,17,256,8.1,
2,21,18,79,8.1,
2,21,19,21,8.1,
2,21,20,0,8.1,
2,21,21,0,8.1,
2,21,22,0,8.1,
2,21,23,0,8.1,
2,21,24,0,8.1,
2,22,1,0,9.3,
2,22,2,0,10.7,
2,22,3,0,12.0,
2,22,4,0,13.3,
2,22,5,0,14.6,
2,22,6,0,16.0,
2,22,7,15,16.3,
2,22,8,119,17.4,
2,22,9,256,18.6,
2,22,10,301,19.5,
2,22,11,434,20.5,
2,22,12,557,21.6,
2,22,13,448,22.2,
2,22,14,275,22.2,
2,22,15,524,22.8,
2,22,16,182,22.4,
2,22,17,50,21.8,
2,22,18,63,21.3,
2,22,19,9,20.8,
2,22,20,0,20.3,
2,22,21,0,19.8,
2,22,22,0,19.2,
2,22,23,0,18.7,
2,22,24,0,18.2,
2,23,1,0,17.1,
2,23,2,0,16.1,
2,23,3,0,15.0,
2,23,4,0,13.9,
2,23,5,0,12.9,
2,23,6,0,11.8,
2,23,7,24,12.3,
2,23,8,205,14.0,
2,23,9,163,14.3,
2,23,10,226,14.8,
2,23,11,405,15.7,
2,23,12,812,17.7,
2,23,13,623,18.6,
2,23,14,522,19.0,
2,23,15,665,19.6,
2,23,16,578,19.9,
2,23,17,215,19.3,
2,23,18,114,18.5,
2,23,19,10,17.5,
2,23,20,0,16.8,
2,23,21,0,16.2,
2,23,22,0,15.5,
2,23,23,0,14.9,
2,23,24,0,14.2,
2,24,1,0,13.6,
2,24,2,0,13.1,
2,24,3,0,12.5,
2,24,4,0,11.9,
2,24,5,0,11.4,
2,24,6,0,10.8,
2,24,7,11,11.0,
2,24,8,157,12.5,
2,24,9,326,14.1,
2,24,10,606,16.3,
2,24,11,625,17.7,
2,24,12,858,19.4,
2,24,13,790,20.4,
2,24,14,766,21.1,
2,24,15,781,21.7,
2,24,16,506,21.5,
2,24,17,364,21.0,
2,24,18,181,20.0,
2,24,19,27,18.8,
2,24,20,0,17.9,
2,24,21,0,17.0,
2,24,22,0,16.2,
2,24,23,0,15.3,
2,24,24,0,14.4,
2,25,1,0,13.5,
2,25,2,0,12.6,
2,25,3,0,11.7,
2,25,4,0,10.8,
2,25,5,0,9.9,
2,25,6,0,9.0,
2,25,7,22,9.4,
2,25,8,225,11.4,
2,25,9,481,13.8,
2,25,10,722,16.1,
2,25,11,889,18.2,
2,25,12,939,19.7,
2,25,13,993,21.0,
2,25,14,978,21.9,
2,25,15,855,22.3,
2,25,16,707,22.3,
2,25,17,427,21.5,
2,25,18,202,20.2,
2,25,19,31,18.6,
2,25,20,0,17.6,
2,25,21,0,16.6,
2,25,22,0,15.6,
2,25,23,0,14.6,
2,25,24,0,13.5,
2,26,1,0,12.6,
2,26,2,0,11.7,
2,26,3,0,10.8,
2,26,4,0,9.8,
2,26,5,0,8.9,
2,26,6,0,7.9,
2,26,7,2,8.0,
2,26,8,177,9.7,
2,26,9,408,11.8,
2,26,10,671,14.1,
2,26,11,892,16.4,
2,26,12,1025,18.4,
2,26,13,1087,19.9,
2,26,14,1053,21.0,
2,26,15,947,21.6,
2,26,16,750,21.7,
2,26,17,550,21.2,
2,26,18,287,20.0,
2,26,19,29,18.3,
2,26,20,0,17.4,
2,26,21,0,16.5,
2,26,22,0,15.6,
2,26,23,0,14.7,
2,26,24,0,13.7,
2,27,1,0,13.0,
2,27,2,0,12.2,
2,27,3,0,11.4,
2,27,4,0,10.7,
2,27,5,0,9.9,
2,27,6,0,9.1,
2,27,7,26,9.6,
2,27,8,212,11.5,
2,27,9,431,13.5,
2,27,10,718,16.0,
2,27,11,943,18.4,
2,27,12,1077,20.4,
2,27,13,1123,22.0,
2,27,14,1084,23.1,
2,27,15,950,23.6,
2,27,16,763,23.6,
2,27,17,548,23.0,
2,27,18,216,21.6,
2,27,19,20,19.9,
2,27,20,0,18.9,
2,27,21,0,18.0,
2,27,22,0,17.0,
2,27,23,0,16.1,
2,27,24,0,15.1,
2,28,1,0,14.3,
2,28,2,0,13.4,
2,28,3,0,12.5,
2,28,4,0,11.7,
2,28,5,0,10.8,
2,28,6,0,9.9,
2,28,7,31,10.5,
2,28,8,260,12.7,
2,28,9,482,14.9,
2,28,10,723,17.1,
2,28,11,927,19.3,
2,28,12,1047,21.1,
2,28,13,1074,22.5,
2,28,14,1044,23.4,
2,28,15,946,23.9,
2,28,16,753,24.0,
2,28,17,535,23.4,
2,28,18,261,22.1,
2,28,19,27,20.4,
2,28,20,0,19.5,
2,28,21,0,18.7,
2,28,22,0,17.8,
2,28,23,0,16.9,
2,28,24,0,16.0,
2,29,1,0,15.2,
2,29,2,0,14.4,
2,29,3,0,13.6,
2,29,4,0,12.8,
2,29,5,0,11.9,
2,29,6,0,11.1,
2,29,7,17,11.4,
2,29,8,251,13.7,
2,29,9,524,16.3,
2,29,10,669,18.3,
2,29,11,826,20.1,
2,29,12,924,21.7,
2,29,13,943,22.8,
2,29,14,881,23.5,
2,29,15,770,23.8,
2,29,16,648,23.7,
2,29,17,537,23.4,
2,29,18,243,22.2,
2,29,19,30,20.7,
2,29,20,0,19.7,
2,29,21,0,18.7,
2,29,22,0,17.7,
2,29,23,0,16.7,
2,29,24,0,15.7,
3,1,1,0,14.8,
3,1,2,0,13.9,
3,1,3,0,13.1,
3,1,4,0,12.2,
3,1,5,0,11.3,
3,1,6,0,10.5,
3,1,7,16,10.8,
3,1,8,206,12.7,
3,1,9,477,15.2,
3,1,10,622,17.2,
3,1,11,753,19.0,
3,1,12,790,20.2,
3,1,13,758,21.1,
3,1,14,716,21.5,
3,1,15,633,21.7,
3,1,16,579,21.8,
3,1,17,393,21.2,
3,1,18,148,20.0,
3,1,19,11,18.7,
3,1,20,0,17.5,
3,1,21,0,16.3,
3,1,22,0,15.1,
3,1,23,0,13.9,
3,1,24,0,12.7,
3,2,1,0,11.6,
3,2,2,0,10.5,
3,2,3,0,9.4,
3,2,4,0,8.2,
3,2,5,0,7.1,
3,2,6,0,6.0,
3,2,7,16,6.2,
3,2,8,192,8.0,
3,2,9,488,10.5,
3,2,10,777,13.3,
3,2,11,1001,15.8,
3,2,12,1141,18.0,
3,2,13,1192,19.6,
3,2,14,1155,20.8,
3,2,15,1031,21.4,
3,2,16,824,21.4,
3,2,17,573,20.7,
3,2,18,238,19.1,
3,2,19,27,17.2,
3,2,20,0,16.2,
3,2,21,0,15.2,
3,2,22,0,14.2,
3,2,23,0,13.2,
3,2,24,0,12.1,
3,3,1,0,11.3,
3,3,2,0,10.5,
3,3,3,0,9.7,
3,3,4,0,8.9,
3,3,5,0,8.1,
3,3,6,0,7.3,
3,3,7,24,7.8,
3,3,8,214,9.7,
3,3,9,402,11.6,
3,3,10,660,13.9,
3,3,11,753,15.6,
3,3,12,918,17.3,
3,3,13,892,18.5,
3,3,14,842,19.2,
3,3,15,798,19.7,
3,3,16,597,19.6,
3,3,17,330,18.7,
3,3,18,162,17.5,
3,3,19,16,16.0,
3,3,20,0,15.2,
3,3,21,0,14.3,
3,3,22,0,13.4,
3,3,23,0,12.6,
3,3,24,0,11.7,
3,4,1,0,11.0,
3,4,2,0,10.2,
3,4,3,0,9.4,
3,4,4,0,8.6,
3,4,5,0,7.8,
3,4,6,0,7.0,
3,4,7,23,7.4,
3,4,8,252,9.8,
3,4,9,431,11.8,
3,4,10,634,13.9,
3,4,11,781,15.7,
3,4,12,895,17.3,
3,4,13,970,18.6,
3,4,14,922,19.5,
3,4,15,855,20.1,
3,4,16,670,20.1,
3,4,17,418,19.3,
3,4,18,220,18.1,
3,4,19,13,16.5,
3,4,20,0,15.7,
3,4,21,0,14.9,
3,4,22,0,14.1,
3,4,23,0,13.3,
3,4,24,0,12.5,
3,5,1,0,11.8,
3,5,2,0,11.1,
3,5,3,0,10.4,
3,5,4,0,9.7,
3,5,5,0,9.0,
3,5,6,0,8.4,
3,5,7,14,8.6,
3,5,8,218,10.7,
3,5,9,419,12.8,
3,5,10,692,15.3,
3,5,11,805,17.2,
3,5,12,815,18.5,
3,5,13,788,19.4,
3,5,14,692,19.8,
3,5,15,654,20.0,
3,5,16,579,19.9,
3,5,17,420,19.4,
3,5,18,180,18.3,
3,5,19,6,16.9,
3,5,20,0,15.9,
3,5,21,0,14.9,
3,5,22,0,13.9,
3,5,23,0,12.9,
3,5,24,0,12.0,
3,6,1,0,11.1,
3,6,2,0,10.2,
3,6,3,0,9.4,
3,6,4,0,8.5,
3,6,5,0,7.6,
3,6,6,0,6.8,
3,6,7,12,7.0,
3,6,8,199,8.9,
3,6,9,465,11.4,
3,6,10,684,13.7,
3,6,11,881,16.0,
3,6,12,992,17.8,
3,6,13,1038,19.3,
3,6,14,1006,20.3,
3,6,15,923,20.9,
3,6,16,675,20.8,
3,6,17,452,20.0,
3,6,18,246,18.7,
3,6,19,4,17.0,
3,6,20,0,16.2,
3,6,21,0,15.4,
3,6,22,0,14.6,
3,6,23,0,13.8,
3,6,24,0,12.9,
3,7,1,0,12.3,
3,7,2,0,11.6,
3,7,3,0,10.9,
3,7,4,0,10.2,
3,7,5,0,9.6,
3,7,6,0,8.9,
3,7,7,8,9.1,
3,7,8,96,10.0,
3,7,9,195,10.9,
3,7,10,406,12.5,
3,7,11,359,13.2,
3,7,12,670,14.8,
3,7,13,757,16.2,
3,7,14,570,16.7,
3,7,15,519,17.0,
3,7,16,324,16.8,
3,7,17,275,16.4,
3,7,18,91,15.6,
3,7,19,9,14.6,
3,7,20,0,14.0,
3,7,21,0,13.3,
3,7,22,0,12.7,
3,7,23,0,12.0,
3,7,24,0,11.4,
3,8,1,0,10.7,
3,8,2,0,10.0,
3,8,3,0,9.3,
3,8,4,0,8.6,
3,8,5,0,7.9,
3,8,6,0,7.2,
3,8,7,12,7.4,
3,8,8,161,9.0,
3,8,9,363,10.9,
3,8,10,412,12.1,
3,8,11,582,13.6,
3,8,12,626,14.7,
3,8,13,782,16.0,
3,8,14,591,16.4,
3,8,15,613,16.8,
3,8,16,584,17.0,
3,8,17,491,17.0,
3,8,18,228,16.2,
3,8,19,20,14.9,
3,8,20,0,14.3,
3,8,21,0,13.8,
3,8,22,0,13.2,
3,8,23,0,12.6,
3,8,24,0,12.0,
3,9,1,0,11.6,
3,9,2,0,11.2,
3,9,3,0,10.9,
3,9,4,0,10.5,
3,9,5,0,10.1,
3,9,6,0,9.7,
3,9,7,4,9.8,
3,9,8,107,10.8,
3,9,9,343,12.7,
3,9,10,508,14.5,
3,9,11,422,15.2,
3,9,12,418,15.6,
3,9,13,407,15.9,
3,9,14,382,16.1,
3,9,15,655,16.8,
3,9,16,426,16.9,
3,9,17,124,16.2,
3,9,18,13,15.3,
3,9,19,1,14.5,
3,9,20,0,14.0,
3,9,21,0,13.6,
3,9,22,0,13.1,
3,9,23,0,12.7,
3,9,24,0,12.3,
3,10,1,0,11.8,
3,10,2,0,11.3,
3,10,3,0,10.9,
3,10,4,0,10.4,
3,10,5,0,9.9,
3,10,6,0,9.4,
3,10,7,13,9.7,
3,10,8,257,12.1,
3,10,9,474,14.4,
3,10,10,647,16.3,
3,10,11,620,17.4,
3,10,12,503,17.7,
3,10,13,533,18.0,
3,10,14,548,18.3,
3,10,15,450,18.2,
3,10,16,456,18.2,
3,10,17,215,17.4,
3,10,18,118,16.5,
3,10,19,7,15.4,
3,10,20,0,14.8,
3,10,21,0,14.2,
3,10,22,0,13.6,
3,10,23,0,13.0,
3,10,24,0,12.4,
3,11,1,0,12.0,
3,11,2,0,11.6,
3,11,3,0,11.2,
3,11,4,0,10.8,
3,11,5,0,10.4,
3,11,6,0,10.0,
3,11,7,9,10.2,
3,11,8,63,10.8,
3,11,9,205,12.0,
3,11,10,176,12.4,
3,11,11,552,14.2,
3,11,12,379,14.9,
3,11,13,479,15.6,
3,11,14,412,16.0,
3,11,15,533,16.6,
3,11,16,581,17.1,
3,11,17,213,16.7,
3,11,18,106,16.1,
3,11,19,10,15.3,
3,11,20,0,14.9,
3,11,21,0,14.5,
3,11,22,0,14.0,
3,11,23,0,13.6,
3,11,24,0,13.2,
3,12,1,0,12.8,
3,12,2,0,12.4,
3,12,3,0,12.0,
3,12,4,0,11.6,
3,12,5,0,11.1,
3,12,6,0,10.7,
3,12,7,9,10.9,
3,12,8,241,12.9,
3,12,9,510,15.0,
3,12,10,576,16.4,
3,12,11,559,17.1,
3,12,12,566,17.7,
3,12,13,731,18.5,
3,12,14,354,18.1,
3,12,15,146,17.3,
3,12,16,109,16.4,
3,12,17,120,15.8,
3,12,18,41,15.1,
3,12,19,1,14.4,
3,12,20,0,14.1,
3,12,21,0,13.8,
3,12,22,0,13.4,
3,12,23,0,13.1,
3,12,24,0,12.7,
3,13,1,0,12.2,
3,13,2,0,11.7,
3,13,3,0,11.2,
3,13,4,0,10.7,
3,13,5,0,10.2,
3,13,6,0,9.7,
3,13,7,12,9.9,
3,13,8,210,12.0,
3,13,9,267,13.0,
3,13,10,608,15.3,
3,13,11,745,17.2,
3,13,12,779,18.6,
3,13,13,811,19.7,
3,13,14,771,20.4,
3,13,15,648,20.7,
3,13,16,479,20.5,
3,13,17,404,20.1,
3,13,18,52,18.7,
3,13,19,5,17.4,
3,13,20,0,16.6,
3,13,21,0,15.8,
3,13,22,0,15.0,
3,13,23,0,14.2,
3,13,24,0,13.3,
3,14,1,0,12.5,
3,14,2,0,11.7,
3,14,3,0,10.8,
3,14,4,0,9.9,
3,14,5,0,9.1,
3,14,6,0,8.2,
3,14,7,15,8.5,
3,14,8,227,10.7,
3,14,9,506,13.3,
3,14,10,757,15.9,
3,14,11,905,18.1,
3,14,12,1012,19.9,
3,14,13,1060,21.3,
3,14,14,1020,22.3,
3,14,15,908,22.8,
3,14,16,728,22.8,
3,14,17,502,22.1,
3,14,18,217,20.6,
3,14,19,12,18.8,
3,14,20,0,17.9,
3,14,21,0,17.0,
3,14,22,0,16.1,
3,14,23,0,15.2,
3,14,24,0,14.3,
3,15,1,0,13.6,
3,15,2,0,12.8,
3,15,3,0,12.0,
3,15,4,0,11.3,
3,15,5,0,10.5,
3,15,6,0,9.7,
3,15,7,10,9.9,
3,15,8,224,12.1,
3,15,9,504,14.7,
3,15,10,721,17.1,
3,15,11,903,19.3,
3,15,12,1004,21.1,
3,15,13,1049,22.5,
3,15,14,1002,23.5,
3,15,15,909,24.0,
3,15,16,685,23.9,
3,15,17,429,23.0,
3,15,18,224,21.7,
3,15,19,13,20.0,
3,15,20,0,19.1,
3,15,21,0,18.3,
3,15,22,0,17.4,
3,15,23,0,16.5,
3,15,24,0,15.7,
3,16,1,0,14.9,
3,16,2,0,14.1,
3,16,3,0,13.3,
3,16,4,0,12.6,
3,16,5,0,11.8,
3,16,6,0,11.0,
3,16,7,0,11.1,
3,16,8,163,12.7,
3,16,9,483,15.3,
3,16,10,689,17.6,
3,16,11,882,19.7,
3,16,12,1013,21.6,
3,16,13,1066,23.1,
3,16,14,1013,24.0,
3,16,15,892,24.6,
3,16,16,700,24.6,
3,16,17,467,24.0,
3,16,18,176,22.7,
3,16,19,0,21.1,
3,16,20,0,20.3,
3,16,21,0,19.4,
3,16,22,0,18.6,
3,16,23,0,17.8,
3,16,24,0,16.9,
3,17,1,0,16.0,
3,17,2,0,15.0,
3,17,3,0,14.0,
3,17,4,0,13.0,
3,17,5,0,12.1,
3,17,6,0,11.1,
3,17,7,0,11.1,
3,17,8,219,13.3,
3,17,9,472,15.7,
3,17,10,689,18.0,
3,17,11,816,19.9,
3,17,12,902,21.4,
3,17,13,943,22.7,
3,17,14,912,23.5,
3,17,15,824,23.9,
3,17,16,639,23.9,
3,17,17,338,22.9,
3,17,18,193,21.7,
3,17,19,0,20.2,
3,17,20,0,19.2,
3,17,21,0,18.3,
3,17,22,0,17.3,
3,17,23,0,16.4,
3,17,24,0,15.5,
3,18,1,0,14.6,
3,18,2,0,13.8,
3,18,3,0,12.9,
3,18,4,0,12.1,
3,18,5,0,11.2,
3,18,6,0,10.4,
3,18,7,0,10.4,
3,18,8,219,12.6,
3,18,9,499,15.2,
3,18,10,694,17.5,
3,18,11,868,19.6,
3,18,12,974,21.4,
3,18,13,1004,22.7,
3,18,14,1007,23.7,
3,18,15,879,24.2,
3,18,16,663,24.2,
3,18,17,451,23.4,
3,18,18,213,22.2,
3,18,19,0,20.5,
3,18,20,0,19.4,
3,18,21,0,18.3,
3,18,22,0,17.2,
3,18,23,0,16.0,
3,18,24,0,14.9,
3,19,1,0,13.8,
3,19,2,0,12.7,
3,19,3,0,11.5,
3,19,4,0,10.3,
3,19,5,0,9.2,
3,19,6,0,8.0,
3,19,7,0,8.0,
3,19,8,136,9.4,
3,19,9,367,11.4,
3,19,10,647,13.9,
3,19,11,853,16.1,
3,19,12,958,18.0,
3,19,13,995,19.5,
3,19,14,948,20.4,
3,19,15,816,20.9,
3,19,16,626,20.8,
3,19,17,429,20.1,
3,19,18,114,18.7,
3,19,19,0,17.1,
3,19,20,0,16.2,
3,19,21,0,15.4,
3,19,22,0,14.5,
3,19,23,0,13.7,
3,19,24,0,12.8,
3,20,1,0,12.1,
3,20,2,0,11.3,
3,20,3,0,10.5,
3,20,4,0,9.7,
3,20,5,0,8.9,
3,20,6,0,8.2,
3,20,7,0,8.1,
3,20,8,190,10.1,
3,20,9,387,12.1,
3,20,10,661,14.6,
3,20,11,838,16.7,
3,20,12,921,18.5,
3,20,13,966,19.9,
3,20,14,897,20.7,
3,20,15,780,21.1,
3,20,16,673,21.1,
3,20,17,477,20.6,
3,20,18,213,19.4,
3,20,19,0,17.8,
3,20,20,0,17.0,
3,20,21,0,16.2,
3,20,22,0,15.4,
3,20,23,0,14.6,
3,20,24,0,13.8,
3,21,1,0,13.3,
3,21,2,0,12.7,
3,21,3,0,12.1,
3,21,4,0,11.4,
3,21,5,0,10.8,
3,21,6,0,10.2,
3,21,7,0,9.6,
3,21,8,213,13.5,
3,21,9,426,15.5,
3,21,10,660,17.5,
3,21,11,853,19.4,
3,21,12,953,20.9,
3,21,13,1005,22.1,
3,21,14,935,22.7,
3,21,15,836,22.9,
3,21,16,688,22.7,
3,21,17,473,21.9,
3,21,18,167,20.3,
3,21,19,0,19.3,
3,21,20,0,18.4,
3,21,21,0,17.4,
3,21,22,0,16.5,
3,21,23,0,15.5,
3,21,24,0,14.6,
3,22,1,0,13.8,
3,22,2,0,13.0,
3,22,3,0,12.2,
3,22,4,0,11.4,
3,22,5,0,10.6,
3,22,6,0,9.8,
3,22,7,0,9.0,
3,22,8,153,11.7,
3,22,9,400,14.0,
3,22,10,679,16.4,
3,22,11,812,18.2,
3,22,12,943,19.7,
3,22,13,935,20.7,
3,22,14,892,21.3,
3,22,15,796,21.5,
3,22,16,602,21.1,
3,22,17,423,20.2,
3,22,18,160,18.7,
3,22,19,0,17.8,
3,22,20,0,17.0,
3,22,21,0,16.1,
3,22,22,0,15.2,
3,22,23,0,14.4,
3,22,24,0,13.5,
3,23,1,0,12.8,
3,23,2,0,12.1,
3,23,3,0,11.4,
3,23,4,0,10.7,
3,23,5,0,10.0,
3,23,6,0,9.2,
3,23,7,0,8.5,
3,23,8,229,12.6,
3,23,9,480,14.9,
3,23,10,704,16.9,
3,23,11,828,18.5,
3,23,12,950,19.9,
3,23,13,974,20.8,
3,23,14,950,21.5,
3,23,15,838,21.7,
3,23,16,681,21.4,
3,23,17,391,20.3,
3,23,18,114,18.6,
3,23,19,0,17.7,
3,23,20,0,16.7,
3,23,21,0,15.8,
3,23,22,0,14.9,
3,23,23,0,14.0,
3,23,24,0,13.1,
3,24,1,0,12.4,
3,24,2,0,11.6,
3,24,3,0,10.8,
3,24,4,0,10.1,
3,24,5,0,9.3,
3,24,6,0,8.6,
3,24,7,0,7.8,
3,24;8;224;11.8;
3;24;9;474;14.1;
3;24;10;724;16.3;
3;24;11;912;18.3;
3;24;12;1041;19.9;
3;24;13;1073;21.1;
3;24;14;1034;21.8;
3;24;15;913;22.1;
3;24;16;722;21.8;
3;24;17;499;20.8;
3;24;18;146;19.0;
3;24;19;0;18.0;
3;24;20;0;17.0;
3;24;21;0;16.0;
3;24;22;0;15.1;
3;24;23;0;14.1;
3;24;24;0;13.1;
3;25;1;0;12.3;
3;25;2;0;11.5;
3;25;3;0;10.7;
3;25;4;0;9.9;
3;25;5;0;9.0;
3;25;6;0;8.2;
3;25;7;0;7.4;
3;25;8;170;10.5;
3;25;9;431;12.8;
3;25;10;712;15.3;
3;25;11;877;17.3;
3;25;12;983;18.9;
3;25;13;1013;20.0;
3;25;14;986;20.7;
3;25;15;889;21.0;
3;25;16;678;20.6;
3;25;17;513;19.8;
3;25;18;202;18.2;
3;25;19;0;17.4;
3;25;20;0;16.6;
3;25;21;0;15.7;
3;25;22;0;14.9;
3;25;23;0;14.1;
3;25;24;0;13.2;
3;26;1;0;12.7;
3;26;2;0;12.1;
3;26;3;0;11.5;
3;26;4;0;10.9;
3;26;5;0;10.3;
3;26;6;0;9.7;
3;26;7;0;9.1;
3;26;8;165;12.1;
3;26;9;438;14.5;
3;26;10;688;16.9;
3;26;11;864;18.8;
3;26;12;959;20.3;
3;26;13;1004;21.5;
3;26;14;962;22.2;
3;26;15;876;22.5;
3;26;16;680;22.2;
3;26;17;410;21.1;
3;26;18;232;19.7;
3;26;19;0;18.9;
3;26;20;0;18.1;
3;26;21;0;17.4;
3;26;22;0;16.6;
3;26;23;0;15.8;
3;26;24;0;15.0;
3;27;1;0;14.4;
3;27;2;0;13.7;
3;27;3;0;13.1;
3;27;4;0;12.5;
3;27;5;0;11.8;
3;27;6;0;11.2;
3;27;7;0;10.6;
3;27;8;171;13.5;
3;27;9;479;16.2;
3;27;10;703;18.4;
3;27;11;657;19.3;
3;27;12;595;19.6;
3;27;13;744;20.2;
3;27;14;693;20.5;
3;27;15;537;20.3;
3;27;16;461;19.9;
3;27;17;289;19.0;
3;27;18;98;17.8;
3;27;19;0;17.1;
3;27;20;0;16.3;
3;27;21;0;15.6;
3;27;22;0;14.8;
3;27;23;0;14.1;
3;27;24;0;13.3;
3;28;1;0;12.8;
3;28;2;0;12.2;
3;28;3;0;11.6;
3;28;4;0;11.1;
3;28;5;0;10.5;
3;28;6;0;9.9;
3;28;7;0;9.3;
3;28;8;135;11.7;
3;28;9;395;14.0;
3;28;10;521;15.5;
3;28;11;675;16.9;
3;28;12;843;18.4;
3;28;13;904;19.5;
3;28;14;813;20.1;
3;28;15;704;20.3;
3;28;16;527;19.9;
3;28;17;268;18.9;
3;28;18;91;17.5;
3;28;19;0;16.8;
3;28;20;0;16.2;
3;28;21;0;15.5;
3;28;22;0;14.8;
3;28;23;0;14.2;
3;28;24;0;13.5;
3;29;1;0;12.9;
3;29;2;0;12.3;
3;29;3;0;11.7;
3;29;4;0;11.1;
3;29;5;0;10.5;
3;29;6;0;9.9;
3;29;7;0;9.3;
3;29;8;140;11.9;
3;29;9;287;13.3;
3;29;10;476;14.9;
3;29;11;727;16.9;
3;29;12;866;18.6;
3;29;13;883;19.8;
3;29;14;779;20.3;
3;29;15;673;20.4;
3;29;16;613;20.4;
3;29;17;447;19.9;
3;29;18;193;18.7;
3;29;19;0;17.9;
3;29;20;0;17.0;
3;29;21;0;16.2;
3;29;22;0;15.4;
3;29;23;0;14.6;
3;29;24;0;13.8;
